Result	Lemma	Gender	Case	Number	Reference
λόγος	λόγος	mas	nom	sg	Mt 5:37,Mt 28:15,Mk 4:15,Lk 4:32,Lk 4:36,Lk 5:15,Lk 7:17,Lk 8:11,Jn 1:1,Jn 1:1,Jn 1:1,Jn 1:14,Jn 4:37,Jn 6:60,Jn 7:36,Jn 8:37,Jn 10:35,Jn 12:38,Jn 12:48,Jn 14:24,Jn 15:25,Jn 17:17,Jn 18:9,Jn 18:32,Jn 21:23,Ac 6:5,Ac 6:7,Ac 11:22,Ac 12:24,Ac 13:15,Ac 13:26,Ac 13:49,Ac 17:13,Ac 19:20,Ro 9:6,Ro 9:9,1 Co 1:18,1 Co 2:4,1 Co 12:8,1 Co 12:8,1 Co 14:36,1 Co 15:54,2 Co 1:18,2 Co 10:10,Eph 4:29,Eph 6:19,Col 3:16,Col 4:6,1 Th 1:8,2 Th 3:1,1 Ti 1:15,1 Ti 3:1,1 Ti 4:9,2 Ti 2:9,2 Ti 2:11,2 Ti 2:17,Tt 2:5,Tt 3:8,Heb 2:2,Heb 4:2,Heb 4:12,Heb 4:13,Heb 5:11,Heb 7:28,1 Jn 1:10,1 Jn 2:7,1 Jn 2:14,Re 19:13
λόγον	λόγος	mas	acc	sg	Mt 12:32,Mt 12:36,Mt 13:19,Mt 13:20,Mt 13:21,Mt 13:22,Mt 13:22,Mt 13:23,Mt 15:6,Mt 15:12,Mt 15:23,Mt 18:23,Mt 19:11,Mt 19:22,Mt 21:24,Mt 22:46,Mt 25:19,Mt 26:44,Mk 1:45,Mk 2:2,Mk 4:14,Mk 4:15,Mk 4:16,Mk 4:17,Mk 4:18,Mk 4:19,Mk 4:20,Mk 4:33,Mk 5:36,Mk 7:13,Mk 7:29,Mk 8:32,Mk 9:10,Mk 11:29,Mk 14:39,Mk 16:20,Lk 5:1,Lk 8:12,Lk 8:13,Lk 8:15,Lk 8:21,Lk 10:39,Lk 11:28,Lk 12:10,Lk 16:2,Lk 20:3,Jn 4:39,Jn 4:41,Jn 5:24,Jn 5:38,Jn 8:43,Jn 8:51,Jn 8:52,Jn 8:55,Jn 14:23,Jn 15:3,Jn 15:20,Jn 17:6,Jn 17:14,Jn 19:8,Ac 1:1,Ac 2:41,Ac 4:4,Ac 4:29,Ac 4:31,Ac 6:2,Ac 8:4,Ac 8:14,Ac 8:25,Ac 10:36,Ac 10:44,Ac 11:1,Ac 11:19,Ac 13:5,Ac 13:7,Ac 13:44,Ac 13:46,Ac 13:48,Ac 14:25,Ac 15:7,Ac 15:35,Ac 15:36,Ac 16:6,Ac 16:32,Ac 17:11,Ac 18:11,Ac 18:14,Ac 19:10,Ac 19:38,Ac 19:40,Ac 20:7,Ro 9:28,Ro 14:12,1 Co 4:19,1 Co 14:9,2 Co 2:17,2 Co 4:2,2 Co 5:19,Ga 6:6,Eph 1:13,Php 1:14,Php 2:16,Php 4:15,Php 4:17,Col 1:25,Col 2:23,1 Th 1:6,1 Th 2:13,1 Th 2:13,1 Th 2:13,2 Ti 2:15,2 Ti 4:2,Tt 1:3,Tt 2:8,Heb 6:1,Heb 12:19,Heb 13:7,Heb 13:17,Jas 1:21,1 Pe 3:15,1 Pe 4:5,2 Pe 1:19,1 Jn 2:5,Re 1:2,Re 1:9,Re 3:8,Re 3:10,Re 6:9,Re 12:11,Re 20:4
λόγους	λόγος	mas	acc	pl	Mt 7:24,Mt 7:26,Mt 7:28,Mt 10:14,Mt 19:1,Mt 26:1,Mk 8:38,Lk 9:26,Lk 9:28,Lk 9:44,Jn 10:19,Jn 14:24,Ac 2:22,Ac 5:5,Ac 5:24,Ac 16:36,1 Co 14:19,1 Co 14:19,Re 1:3,Re 22:7,Re 22:9,Re 22:10,Re 22:18
λόγοις	λόγος	mas	dat	pl	Mk 10:24,Lk 1:20,Lk 4:22,Lk 23:9,Ac 2:40,Ac 7:22,Ac 15:24,Ro 3:4,1 Co 2:4,1 Co 2:13,Eph 5:6,1 Th 4:18,1 Ti 4:6,1 Ti 6:3,2 Ti 4:15,2 Pe 2:3,3 Jn 10
λόγοι	λόγος	mas	nom	pl	Mt 24:35,Mk 13:31,Lk 21:33,Lk 24:17,Lk 24:44,Ac 15:15,Re 17:17,Re 19:9,Re 21:5,Re 22:6
λόγῳ	λόγος	mas	dat	sg	Mt 8:8,Mt 8:16,Mt 22:15,Mk 10:22,Mk 12:13,Lk 1:29,Lk 7:7,Lk 24:19,Jn 2:22,Jn 4:50,Jn 8:31,Ac 7:29,Ac 8:21,Ac 10:29,Ac 14:3,Ac 18:5,Ac 20:2,Ac 20:32,Ac 20:38,Ro 13:9,Ro 15:18,1 Co 1:5,1 Co 4:20,1 Co 15:2,2 Co 6:7,2 Co 8:7,2 Co 10:11,2 Co 11:6,Ga 5:14,Col 1:5,Col 3:17,1 Th 1:5,1 Th 2:5,1 Th 4:15,2 Th 2:17,2 Th 3:14,1 Ti 4:12,1 Ti 5:17,Jas 1:18,Jas 3:2,1 Pe 2:8,1 Pe 3:1,2 Pe 3:5,2 Pe 3:7,1 Jn 3:18
λόγων	λόγος	mas	gen	pl	Mt 12:37,Mt 12:37,Lk 1:4,Lk 3:4,Lk 6:47,Jn 7:40,Jn 19:13,Ac 20:35,2 Ti 1:13,Re 22:19
λόγου	λόγος	mas	gen	sg	Mt 5:32,Lk 1:2,Lk 20:20,Jn 15:20,Jn 17:20,Ac 6:4,Ac 14:12,Ac 15:6,Ac 15:27,Ac 15:32,Ac 18:15,Ac 20:24,Ac 22:22,1 Co 1:17,1 Co 2:1,Col 4:3,2 Th 2:2,2 Th 2:15,1 Ti 4:5,Tt 1:9,Heb 5:13,Heb 13:22,Jas 1:22,Jas 1:23,1 Pe 1:23,1 Pe 3:1,1 Jn 1:1
