Result	Lemma	Gender	Case	Number	Reference
εὐαγγελίῳ	εὐαγγέλιον	neu	dat	sg	Mk 1:15,Ro 1:9,Ro 10:16,1 Co 9:12,1 Co 9:18,2 Co 8:18,2 Co 10:14,Php 4:3,1 Th 3:2,2 Th 1:8,2 Ti 1:8,1 Pe 4:17
εὐαγγέλιόν	εὐαγγέλιον	neu	acc	sg	Ro 2:16,Ro 16:25,2 Ti 2:8
εὐαγγέλιον	εὐαγγέλιον	neu	nom	sg	Mt 24:14,Mt 26:13,Mk 14:9,2 Co 4:3,1 Th 1:5
εὐαγγέλιον	εὐαγγέλιον	neu	acc	sg	Mt 4:23,Mt 9:35,Mk 1:14,Mk 16:15,Ac 20:24,Ro 1:1,Ro 1:16,Ro 11:28,Ro 15:16,Ro 15:19,1 Co 9:14,1 Co 9:18,1 Co 9:23,1 Co 15:1,2 Co 2:12,2 Co 9:13,2 Co 11:4,2 Co 11:7,Ga 1:6,Ga 1:7,Ga 1:11,Ga 2:2,Ga 2:7,Eph 1:13,Php 1:5,Php 2:22,1 Th 2:2,1 Th 2:4,1 Th 2:8,1 Th 2:9,1 Ti 1:11,Re 14:6
εὐαγγελίου	εὐαγγέλιον	neu	gen	sg	Mk 1:1,Mk 8:35,Mk 10:29,Ac 15:7,1 Co 4:15,1 Co 9:14,2 Co 4:4,Ga 2:5,Ga 2:14,Eph 3:6,Eph 6:15,Eph 6:19,Php 1:7,Php 1:12,Php 1:16,Php 1:27,Php 1:27,Php 4:15,Col 1:5,Col 1:23,2 Th 2:14,2 Ti 1:10,Phm 13
εὐαγγέλιον	εὐαγγέλιον	neu	accusative, nominative	sg	Mk 13:10
