Result	Lemma	Gender	Case	Number	Reference
δαιμόνια	δαιμόνιον	neu	nom	pl	Lk 4:41,Lk 8:2,Lk 8:30,Lk 8:33,Lk 8:35,Lk 8:38,Lk 10:17,Jas 2:19
δαιμονίου	δαιμόνιον	neu	gen	sg	Mt 9:33,Lk 4:33,Lk 8:29,Lk 11:14
δαιμόνιον	δαιμόνιον	neu	nom	sg	Mt 17:18,Mk 7:29,Lk 4:35,Lk 9:42,Jn 10:21
δαιμονίων	δαιμόνιον	neu	gen	pl	Mt 9:34,Mt 12:24,Mk 3:22,Lk 11:15,Ac 17:18,1 Co 10:20,1 Co 10:21,1 Co 10:21,1 Ti 4:1,Re 16:14,Re 18:2
δαιμόνια	δαιμόνιον	neu	acc	pl	Mt 7:22,Mt 9:34,Mt 10:8,Mt 12:24,Mt 12:27,Mt 12:28,Mk 1:34,Mk 1:34,Mk 1:39,Mk 3:15,Mk 3:22,Mk 6:13,Mk 9:38,Mk 16:9,Mk 16:17,Lk 8:27,Lk 9:1,Lk 9:49,Lk 11:15,Lk 11:18,Lk 11:19,Lk 11:20,Lk 13:32,Re 9:20
δαιμονίοις	δαιμόνιον	neu	dat	pl	1 Co 10:20
δαιμόνιον	δαιμόνιον	neu	acc	sg	Mt 11:18,Mk 7:26,Lk 7:33,Lk 11:14,Jn 7:20,Jn 8:48,Jn 8:49,Jn 8:52,Jn 10:20
δαιμόνιον	δαιμόνιον	neu	accusative, nominative	sg	Mk 7:30
