Reference	Result	Lemma	Part of Speech
Mt 7:28,Mt 9:25,Mt 11:1,Mt 12:3,Mt 13:26,Mt 13:48,Mt 13:53,Mt 19:1,Mt 21:1,Mt 21:34,Mt 26:1,Mt 27:31,Mk 2:25,Mk 4:6,Mk 4:10,Mk 6:21,Mk 7:17,Mk 8:19,Mk 8:20,Mk 11:1,Mk 14:12,Mk 15:20,Mk 15:41,Lk 2:21,Lk 2:22,Lk 2:42,Lk 6:3,Lk 6:13,Lk 13:35,Lk 15:30,Lk 22:14,Lk 22:35,Lk 23:33,Jn 1:19,Jn 2:22,Jn 4:21,Jn 4:23,Jn 4:45,Jn 5:25,Jn 6:24,Jn 12:16,Jn 12:17,Jn 17:12,Jn 19:23,Jn 19:30,Jn 20:24,Jn 21:18,Ac 1:13,Ac 8:12,Ac 8:39,Ac 21:5,Ac 21:35,Ac 22:20,Ro 2:16,Ro 6:20,Ro 7:5,Ro 13:11,1 Co 12:2,1 Co 13:11,1 Co 13:11,Ga 2:12,Ga 2:14,Ga 4:3,Ga 4:4,Php 4:15,Col 3:7,1 Th 3:4,2 Th 3:10,2 Ti 4:3,Tt 3:4,Heb 7:10,Heb 9:17,Jud 9,Re 1:17,Re 5:8,Re 6:1,Re 6:3,Re 6:5,Re 6:7,Re 6:9,Re 6:12,Re 10:3,Re 10:4,Re 10:10,Re 12:13,Re 22:8	ὅτε	ὅτε	conjunction
Jn 13:12,Jn 13:31,Jn 19:6,Jn 19:8,Jn 21:15,Ac 11:2,Ac 12:6,Ac 27:39,Ac 28:16,Ga 1:15,Ga 2:11	Ὅτε	ὅτε	conjunction
Mk 1:32,Lk 4:25,Lk 17:22,Jn 9:4,Jn 16:25,1 Pe 3:20	ὅτε	ὅτε	conjunction, adverb
