Reference	Result	Lemma	Part of Speech
Eph 6:21	Ἵνα	ἵνα	conjunction
Mt 1:22,Mt 2:15,Mt 4:3,Mt 4:14,Mt 5:29,Mt 5:30,Mt 7:1,Mt 7:12,Mt 8:8,Mt 9:6,Mt 10:25,Mt 12:10,Mt 12:16,Mt 12:17,Mt 14:15,Mt 14:36,Mt 16:20,Mt 17:27,Mt 18:6,Mt 18:14,Mt 18:16,Mt 19:13,Mt 19:16,Mt 20:21,Mt 20:31,Mt 20:33,Mt 21:4,Mt 23:26,Mt 24:20,Mt 26:4,Mt 26:5,Mt 26:16,Mt 26:41,Mt 26:56,Mt 26:63,Mt 27:20,Mt 27:26,Mt 27:32,Mt 28:10,Mk 1:38,Mk 2:10,Mk 3:2,Mk 3:9,Mk 3:9,Mk 3:10,Mk 3:12,Mk 3:14,Mk 3:14,Mk 4:12,Mk 4:21,Mk 4:21,Mk 4:22,Mk 4:22,Mk 5:10,Mk 5:12,Mk 5:18,Mk 5:23,Mk 5:23,Mk 5:43,Mk 6:8,Mk 6:12,Mk 6:25,Mk 6:36,Mk 6:41,Mk 6:56,Mk 7:9,Mk 7:26,Mk 7:32,Mk 7:36,Mk 8:6,Mk 8:22,Mk 8:30,Mk 9:9,Mk 9:12,Mk 9:18,Mk 9:22,Mk 9:30,Mk 10:13,Mk 10:17,Mk 10:35,Mk 10:37,Mk 10:48,Mk 10:51,Mk 11:16,Mk 11:25,Mk 11:28,Mk 12:2,Mk 12:13,Mk 12:15,Mk 12:19,Mk 13:18,Mk 13:34,Mk 14:10,Mk 14:12,Mk 14:35,Mk 14:38,Mk 14:49,Mk 15:11,Mk 15:15,Mk 15:20,Mk 15:21,Mk 15:32,Mk 16:1,Lk 1:4,Lk 1:43,Lk 4:3,Lk 5:24,Lk 6:7,Lk 6:31,Lk 6:34,Lk 7:6,Lk 7:36,Lk 8:10,Lk 8:12,Lk 8:16,Lk 8:31,Lk 8:32,Lk 9:12,Lk 9:40,Lk 9:45,Lk 10:40,Lk 11:33,Lk 11:50,Lk 12:36,Lk 14:10,Lk 14:23,Lk 14:29,Lk 15:29,Lk 16:4,Lk 16:9,Lk 16:24,Lk 16:27,Lk 16:28,Lk 17:2,Lk 18:5,Lk 18:15,Lk 18:39,Lk 18:41,Lk 19:4,Lk 19:15,Lk 20:10,Lk 20:14,Lk 20:20,Lk 20:28,Lk 21:36,Lk 22:8,Lk 22:30,Lk 22:32,Lk 22:46,Jn 1:7,Jn 1:7,Jn 1:8,Jn 1:19,Jn 1:22,Jn 1:27,Jn 1:31,Jn 2:25,Jn 3:15,Jn 3:16,Jn 3:17,Jn 3:17,Jn 3:20,Jn 3:21,Jn 4:8,Jn 4:15,Jn 4:34,Jn 4:36,Jn 4:47,Jn 5:7,Jn 5:14,Jn 5:20,Jn 5:23,Jn 5:34,Jn 5:36,Jn 5:40,Jn 6:5,Jn 6:7,Jn 6:12,Jn 6:15,Jn 6:28,Jn 6:29,Jn 6:30,Jn 6:38,Jn 6:39,Jn 6:40,Jn 6:50,Jn 7:3,Jn 7:23,Jn 7:32,Jn 8:6,Jn 8:56,Jn 8:59,Jn 9:2,Jn 9:3,Jn 9:22,Jn 9:36,Jn 9:39,Jn 10:10,Jn 10:10,Jn 10:17,Jn 10:31,Jn 10:38,Jn 11:4,Jn 11:11,Jn 11:15,Jn 11:16,Jn 11:19,Jn 11:31,Jn 11:37,Jn 11:42,Jn 11:50,Jn 11:52,Jn 11:53,Jn 11:55,Jn 11:57,Jn 12:7,Jn 12:9,Jn 12:10,Jn 12:20,Jn 12:23,Jn 12:35,Jn 12:36,Jn 12:38,Jn 12:40,Jn 12:42,Jn 12:46,Jn 12:47,Jn 12:47,Jn 13:1,Jn 13:2,Jn 13:15,Jn 13:18,Jn 13:19,Jn 13:29,Jn 13:34,Jn 13:34,Jn 14:3,Jn 14:13,Jn 14:16,Jn 14:29,Jn 14:31,Jn 15:2,Jn 15:8,Jn 15:11,Jn 15:12,Jn 15:13,Jn 15:16,Jn 15:16,Jn 15:17,Jn 15:25,Jn 16:1,Jn 16:2,Jn 16:4,Jn 16:7,Jn 16:24,Jn 16:30,Jn 16:32,Jn 16:33,Jn 17:1,Jn 17:2,Jn 17:3,Jn 17:4,Jn 17:11,Jn 17:12,Jn 17:13,Jn 17:15,Jn 17:15,Jn 17:19,Jn 17:21,Jn 17:21,Jn 17:21,Jn 17:22,Jn 17:23,Jn 17:23,Jn 17:24,Jn 17:24,Jn 17:26,Jn 18:9,Jn 18:28,Jn 18:32,Jn 18:36,Jn 18:37,Jn 18:39,Jn 19:4,Jn 19:16,Jn 19:24,Jn 19:28,Jn 19:31,Jn 19:31,Jn 19:35,Jn 19:36,Jn 19:38,Jn 20:31,Jn 20:31,Ac 2:25,Ac 4:17,Ac 5:15,Ac 8:19,Ac 9:21,Ac 16:30,Ac 16:36,Ac 17:15,Ac 19:4,Ac 21:24,Ac 22:5,Ac 22:24,Ac 23:24,Ac 24:4,Ac 27:42,Ro 1:11,Ro 1:13,Ro 3:8,Ro 3:19,Ro 4:16,Ro 5:20,Ro 5:21,Ro 6:1,Ro 6:4,Ro 6:6,Ro 7:4,Ro 7:13,Ro 7:13,Ro 8:4,Ro 8:17,Ro 9:11,Ro 9:23,Ro 11:11,Ro 11:19,Ro 11:25,Ro 11:31,Ro 11:32,Ro 14:9,Ro 15:4,Ro 15:6,Ro 15:16,Ro 15:20,Ro 15:31,Ro 15:32,Ro 16:2,1 Co 1:10,1 Co 1:15,1 Co 1:17,1 Co 1:27,1 Co 1:27,1 Co 1:28,1 Co 1:31,1 Co 2:5,1 Co 2:12,1 Co 3:18,1 Co 4:2,1 Co 4:3,1 Co 4:6,1 Co 4:6,1 Co 4:8,1 Co 5:2,1 Co 5:5,1 Co 5:7,1 Co 7:5,1 Co 7:5,1 Co 7:29,1 Co 7:34,1 Co 7:35,1 Co 8:13,1 Co 9:12,1 Co 9:15,1 Co 9:18,1 Co 9:19,1 Co 9:20,1 Co 9:20,1 Co 9:21,1 Co 9:22,1 Co 9:22,1 Co 9:23,1 Co 9:24,1 Co 9:25,1 Co 10:33,1 Co 11:19,1 Co 11:32,1 Co 11:34,1 Co 12:25,1 Co 13:3,1 Co 14:1,1 Co 14:5,1 Co 14:5,1 Co 14:12,1 Co 14:13,1 Co 14:19,1 Co 14:31,1 Co 15:28,1 Co 16:2,1 Co 16:6,1 Co 16:10,1 Co 16:11,1 Co 16:12,1 Co 16:12,1 Co 16:16,2 Co 1:9,2 Co 1:11,2 Co 1:15,2 Co 1:17,2 Co 2:3,2 Co 2:4,2 Co 2:4,2 Co 2:5,2 Co 2:9,2 Co 2:11,2 Co 4:7,2 Co 4:10,2 Co 4:11,2 Co 4:15,2 Co 5:4,2 Co 5:10,2 Co 5:12,2 Co 5:15,2 Co 5:21,2 Co 6:3,2 Co 7:9,2 Co 8:6,2 Co 8:7,2 Co 8:9,2 Co 8:13,2 Co 8:14,2 Co 9:3,2 Co 9:3,2 Co 9:4,2 Co 9:5,2 Co 9:8,2 Co 10:9,2 Co 11:7,2 Co 11:12,2 Co 11:12,2 Co 11:16,2 Co 12:7,2 Co 12:7,2 Co 12:7,2 Co 12:8,2 Co 12:9,2 Co 13:7,2 Co 13:7,2 Co 13:10,Ga 1:16,Ga 2:4,Ga 2:5,Ga 2:9,Ga 2:10,Ga 2:16,Ga 2:19,Ga 3:14,Ga 3:14,Ga 3:22,Ga 3:24,Ga 4:5,Ga 4:5,Ga 4:17,Ga 5:17,Ga 6:12,Ga 6:13,Eph 1:17,Eph 2:7,Eph 2:9,Eph 2:10,Eph 2:15,Eph 3:10,Eph 3:16,Eph 3:18,Eph 3:19,Eph 4:10,Eph 4:14,Eph 4:28,Eph 4:29,Eph 5:26,Eph 5:27,Eph 5:27,Eph 5:33,Eph 6:3,Eph 6:13,Eph 6:19,Eph 6:20,Eph 6:22,Php 1:9,Php 1:10,Php 1:26,Php 1:27,Php 2:2,Php 2:10,Php 2:15,Php 2:19,Php 2:27,Php 2:28,Php 2:30,Php 3:8,Col 1:9,Col 1:18,Col 1:28,Col 2:2,Col 2:4,Col 3:21,Col 4:3,Col 4:4,Col 4:8,Col 4:12,Col 4:16,Col 4:16,Col 4:17,1 Th 2:16,1 Th 4:1,1 Th 4:1,1 Th 4:12,1 Th 4:13,1 Th 5:4,1 Th 5:10,2 Th 1:11,2 Th 2:12,2 Th 3:1,2 Th 3:2,2 Th 3:9,2 Th 3:12,2 Th 3:14,1 Ti 1:3,1 Ti 1:16,1 Ti 1:18,1 Ti 1:20,1 Ti 2:2,1 Ti 3:6,1 Ti 3:7,1 Ti 3:15,1 Ti 4:15,1 Ti 5:7,1 Ti 5:16,1 Ti 5:20,1 Ti 5:21,1 Ti 6:1,1 Ti 6:19,2 Ti 1:4,2 Ti 2:4,2 Ti 2:10,2 Ti 3:17,2 Ti 4:17,Tt 1:5,Tt 1:9,Tt 1:13,Tt 2:4,Tt 2:5,Tt 2:8,Tt 2:10,Tt 2:12,Tt 2:14,Tt 3:7,Tt 3:8,Tt 3:13,Tt 3:14,Phm 13,Phm 14,Phm 15,Phm 19,Heb 2:14,Heb 2:17,Heb 3:13,Heb 4:11,Heb 4:16,Heb 5:1,Heb 6:12,Heb 6:18,Heb 9:25,Heb 10:9,Heb 10:36,Heb 11:28,Heb 11:35,Heb 11:40,Heb 12:3,Heb 12:13,Heb 12:27,Heb 13:12,Heb 13:17,Heb 13:19,Jas 1:4,Jas 4:3,Jas 5:9,Jas 5:12,1 Pe 1:7,1 Pe 2:2,1 Pe 2:12,1 Pe 2:21,1 Pe 2:24,1 Pe 3:1,1 Pe 3:9,1 Pe 3:16,1 Pe 3:18,1 Pe 4:6,1 Pe 4:11,1 Pe 4:13,1 Pe 5:6,2 Pe 1:4,2 Pe 3:17,1 Jn 1:3,1 Jn 1:4,1 Jn 1:9,1 Jn 2:1,1 Jn 2:19,1 Jn 2:27,1 Jn 2:28,1 Jn 3:1,1 Jn 3:5,1 Jn 3:8,1 Jn 3:11,1 Jn 3:23,1 Jn 4:9,1 Jn 4:17,1 Jn 4:21,1 Jn 5:3,1 Jn 5:13,1 Jn 5:16,1 Jn 5:20,2 Jn 5,2 Jn 6,2 Jn 6,2 Jn 8,2 Jn 12,3 Jn 4,3 Jn 8,Re 2:10,Re 2:21,Re 3:9,Re 3:11,Re 3:18,Re 3:18,Re 3:18,Re 6:2,Re 6:4,Re 6:11,Re 7:1,Re 8:3,Re 8:6,Re 8:12,Re 9:4,Re 9:5,Re 9:5,Re 9:15,Re 9:20,Re 11:6,Re 12:4,Re 12:6,Re 12:14,Re 12:15,Re 13:12,Re 13:13,Re 13:15,Re 13:15,Re 13:16,Re 13:17,Re 14:13,Re 16:12,Re 16:15,Re 18:4,Re 18:4,Re 19:8,Re 19:15,Re 19:18,Re 20:3,Re 21:15,Re 21:23,Re 22:14	ἵνα	ἵνα	conjunction
