Reference	Result	Lemma	Part of Speech
Mt 1:17,Mt 1:17,Mt 1:17,Mt 1:25,Mt 2:15,Mt 5:25,Mt 11:12,Mt 11:13,Mt 11:23,Mt 11:23,Mt 13:30,Mt 13:33,Mt 14:22,Mt 17:9,Mt 17:17,Mt 17:17,Mt 18:21,Mt 18:22,Mt 18:22,Mt 18:34,Mt 20:8,Mt 22:26,Mt 23:35,Mt 24:21,Mt 24:27,Mt 24:31,Mt 26:29,Mt 26:36,Mt 26:38,Mt 26:58,Mt 27:8,Mt 27:45,Mt 27:51,Mt 27:64,Mt 28:20,Mk 6:23,Mk 9:19,Mk 9:19,Mk 13:19,Mk 13:27,Mk 14:25,Mk 14:34,Mk 14:54,Mk 15:33,Mk 15:38,Lk 1:80,Lk 2:15,Lk 2:37,Lk 4:29,Lk 4:42,Lk 9:41,Lk 10:15,Lk 10:15,Lk 11:51,Lk 12:50,Lk 13:8,Lk 13:21,Lk 15:8,Lk 22:16,Lk 22:18,Lk 22:51,Lk 23:5,Lk 23:44,Lk 24:49,Lk 24:50,Jn 2:7,Jn 2:10,Jn 5:17,Jn 9:18,Jn 10:24,Jn 13:38,Jn 16:24,Ac 1:8,Ac 1:22,Ac 7:45,Ac 8:10,Ac 8:40,Ac 9:38,Ac 11:19,Ac 11:22,Ac 13:20,Ac 13:47,Ac 17:14,Ac 17:15,Ac 21:5,Ac 21:26,Ac 23:12,Ac 23:14,Ac 23:21,Ac 23:23,Ac 25:21,Ac 26:11,Ac 28:23,Ro 3:12,Ro 11:8,1 Co 1:8,1 Co 4:13,1 Co 8:7,1 Co 15:6,1 Co 16:8,2 Co 1:13,2 Co 3:15,2 Co 12:2,Heb 8:11,Jas 5:7,2 Pe 1:19,1 Jn 2:9,Re 6:10	ἕως	ἕως	preposition, conjunction
Mt 2:9,Mt 2:13,Mt 5:18,Mt 5:18,Mt 5:26,Mt 10:11,Mt 10:23,Mt 12:20,Mt 16:28,Mt 18:30,Mt 22:44,Mt 23:39,Mt 24:34,Mt 24:39,Mk 6:10,Mk 6:45,Mk 9:1,Mk 12:36,Mk 14:32,Lk 9:27,Lk 12:59,Lk 13:35,Lk 15:4,Lk 17:8,Lk 20:43,Lk 21:32,Lk 22:34,Jn 9:4,Jn 21:22,Jn 21:23,Ac 2:35,1 Co 4:5,2 Th 2:7,1 Ti 4:13,Heb 1:13,Heb 10:13,Jas 5:7,Re 6:11	ἕως	ἕως	conjunction
