Result	Lemma	Part of Speech	Reference
οὕτως	οὕτως	adverb	Mt 1:18,Mt 2:5,Mt 3:15,Mt 5:12,Mt 5:16,Mt 5:19,Mt 6:30,Mt 7:12,Mt 9:33,Mt 11:26,Mt 12:40,Mt 12:45,Mt 13:40,Mt 13:49,Mt 17:12,Mt 18:14,Mt 18:35,Mt 19:8,Mt 19:10,Mt 19:12,Mt 20:16,Mt 20:26,Mt 23:28,Mt 24:27,Mt 24:33,Mt 24:37,Mt 24:39,Mt 24:46,Mt 26:40,Mt 26:54,Mk 2:7,Mk 2:8,Mk 2:12,Mk 4:26,Mk 7:18,Mk 9:3,Mk 10:43,Mk 13:29,Mk 14:59,Mk 15:39,Lk 1:25,Lk 2:48,Lk 9:15,Lk 10:21,Lk 11:30,Lk 12:21,Lk 12:28,Lk 12:38,Lk 12:43,Lk 12:54,Lk 14:33,Lk 15:7,Lk 15:10,Lk 17:10,Lk 17:24,Lk 17:26,Lk 19:31,Lk 21:31,Lk 22:26,Lk 24:24,Lk 24:46,Jn 3:8,Jn 3:14,Jn 3:16,Jn 4:6,Jn 5:21,Jn 5:26,Jn 7:46,Jn 11:48,Jn 12:50,Jn 13:25,Jn 14:31,Jn 15:4,Jn 18:22,Jn 21:1,Ac 1:11,Ac 3:18,Ac 7:1,Ac 7:6,Ac 7:8,Ac 8:32,Ac 12:8,Ac 12:15,Ac 13:8,Ac 13:34,Ac 13:47,Ac 14:1,Ac 17:11,Ac 17:33,Ac 20:11,Ac 20:13,Ac 20:35,Ac 21:11,Ac 22:24,Ac 23:11,Ac 24:9,Ac 24:14,Ac 27:17,Ac 27:25,Ac 27:44,Ac 28:14,Ro 1:15,Ro 4:18,Ro 5:12,Ro 5:15,Ro 5:18,Ro 5:19,Ro 5:21,Ro 6:4,Ro 6:11,Ro 6:19,Ro 9:20,Ro 10:6,Ro 11:5,Ro 11:26,Ro 11:31,Ro 12:5,Ro 15:20,1 Co 2:11,1 Co 3:15,1 Co 5:3,1 Co 6:5,1 Co 7:7,1 Co 7:7,1 Co 7:17,1 Co 7:17,1 Co 7:26,1 Co 7:36,1 Co 7:40,1 Co 8:12,1 Co 9:14,1 Co 9:15,1 Co 9:24,1 Co 9:26,1 Co 9:26,1 Co 11:12,1 Co 11:28,1 Co 12:12,1 Co 14:9,1 Co 14:12,1 Co 14:21,1 Co 14:25,1 Co 15:11,1 Co 15:11,1 Co 15:22,1 Co 15:45,1 Co 16:1,2 Co 1:5,2 Co 1:7,2 Co 7:14,2 Co 8:6,2 Co 8:11,2 Co 9:5,2 Co 10:7,Ga 1:6,Ga 3:3,Ga 4:3,Ga 4:29,Ga 6:2,Eph 4:20,Eph 5:24,Eph 5:28,Eph 5:33,Php 4:1,Col 3:13,1 Th 2:4,1 Th 2:8,1 Th 4:14,1 Th 4:17,1 Th 5:2,2 Th 3:17,2 Ti 3:8,Heb 4:4,Heb 5:3,Heb 6:9,Heb 6:15,Heb 9:6,Heb 9:28,Heb 10:33,Heb 12:21,Jas 1:11,Jas 2:12,Jas 2:17,Jas 2:26,Jas 3:5,Jas 3:10,1 Pe 2:15,1 Pe 3:5,2 Pe 1:11,2 Pe 3:4,2 Pe 3:11,1 Jn 2:6,1 Jn 4:11,Re 2:15,Re 3:5,Re 3:16,Re 9:17,Re 11:5,Re 16:18,Re 18:21
Οὕτως	οὕτως	adverb	Mt 6:9,Mt 7:17,Ac 19:20,1 Co 4:1,1 Co 15:42,Heb 5:5,Jas 2:12
οὕτως	οὕτως	conjunction, adverb	Php 3:17
