Reference	Result	Lemma	Part of Speech	Adverb/particle Type
Jn 16:23,Jn 20:23,Jn 20:23	ἄν	ἄν	conjunction, particle	—
Mt 2:13,Mt 5:18,Mt 5:18,Mt 5:19,Mt 5:21,Mt 5:22,Mt 5:22,Mt 5:26,Mt 5:31,Mt 10:11,Mt 10:11,Mt 10:14,Mt 10:23,Mt 10:33,Mt 10:42,Mt 11:21,Mt 11:23,Mt 12:7,Mt 12:20,Mt 12:32,Mt 12:50,Mt 15:5,Mt 16:25,Mt 16:28,Mt 18:6,Mt 19:9,Mt 20:27,Mt 21:22,Mt 21:44,Mt 22:44,Mt 23:16,Mt 23:16,Mt 23:18,Mt 23:18,Mt 23:30,Mt 23:39,Mt 24:22,Mt 24:34,Mt 24:43,Mt 24:43,Mt 25:27,Mt 26:48,Mk 3:29,Mk 3:35,Mk 6:10,Mk 6:11,Mk 6:56,Mk 6:56,Mk 8:35,Mk 9:1,Mk 9:37,Mk 9:37,Mk 9:41,Mk 9:42,Mk 10:11,Mk 10:15,Mk 10:43,Mk 10:44,Mk 11:23,Mk 12:36,Mk 13:20,Mk 14:44,Lk 1:62,Lk 2:26,Lk 2:35,Lk 6:11,Lk 7:39,Lk 8:18,Lk 8:18,Lk 9:4,Lk 9:5,Lk 9:24,Lk 9:24,Lk 9:26,Lk 9:27,Lk 9:46,Lk 9:48,Lk 10:5,Lk 10:8,Lk 10:10,Lk 10:13,Lk 10:35,Lk 12:8,Lk 12:39,Lk 13:25,Lk 15:26,Lk 17:6,Lk 17:6,Lk 17:33,Lk 18:17,Lk 19:23,Lk 20:18,Lk 20:43,Lk 21:32,Jn 1:33,Jn 2:5,Jn 4:10,Jn 4:14,Jn 5:19,Jn 5:46,Jn 8:19,Jn 8:42,Jn 9:41,Jn 11:21,Jn 11:22,Jn 13:24,Jn 14:2,Jn 14:13,Jn 14:28,Jn 15:16,Jn 15:19,Jn 18:36,Ac 2:21,Ac 2:35,Ac 2:39,Ac 3:20,Ac 3:22,Ac 5:24,Ac 8:31,Ac 10:17,Ac 15:17,Ac 17:18,Ac 18:14,Ac 26:29,Ro 3:4,Ro 9:15,Ro 9:15,Ro 9:29,Ro 9:29,Ro 10:13,Ro 15:24,Ro 16:2,1 Co 2:8,1 Co 4:5,1 Co 7:5,1 Co 11:27,1 Co 11:31,1 Co 11:34,1 Co 12:2,2 Co 3:15,2 Co 10:9,Ga 1:10,Ga 3:21,Php 2:23,Heb 1:13,Heb 4:8,Heb 8:4,Heb 8:7,Heb 10:2,Heb 11:15,1 Jn 2:5,1 Jn 2:19,1 Jn 3:17,Re 2:25,Re 14:4	ἂν	ἄν	particle	conditional
Jn 4:10,Jn 11:32,Jn 13:20,Jn 18:30,Ac 2:45,Ac 4:35,Ac 7:3,2 Co 11:21	ἄν	ἄν	particle	conditional
