Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
οἶδας	οἶδα	perfect	actv	indicative	2p	—	—	sg	verb	Mt 15:12,Mk 10:19,Lk 18:20,Jn 3:8,Jn 13:7,Jn 16:30,Jn 19:10,Jn 21:15,Jn 21:16,Jn 21:17,1 Co 7:16,1 Co 7:16,2 Ti 3:15,3 Jn 12,Re 3:17,Re 7:14
εἰδὼς	οἶδα	perfect	actv	participle	—	mas	nom	sg	verb	Mk 6:20,Mk 12:15,Lk 9:33,Lk 9:47,Lk 11:17,Jn 6:61,Jn 13:1,Jn 13:3,Jn 18:4,Jn 19:28,Ac 2:30,Ac 24:22,1 Ti 1:9,2 Ti 2:23,2 Ti 3:14,Tt 3:11,Phm 21,2 Pe 1:14,Re 12:12
ᾔδειτε	οἶδα	pluperfect	actv	indicative	2p	—	—	pl	verb	Lk 2:49,Jn 8:19,Jn 8:19
ἴστε	οἶδα	perfect	actv	indicative, imperative	2p	—	—	pl	verb	Heb 12:17
εἰδῇς	οἶδα	perfect	actv	subjunctive	2p	—	—	sg	verb	1 Ti 3:15
εἰδότες	οἶδα	perfect	actv	participle	—	mas	nom	pl	verb	Mt 22:29,Mk 12:24,Lk 8:53,Jn 21:12,Ro 5:3,Ro 6:9,Ro 13:11,1 Co 15:58,2 Co 1:7,2 Co 4:14,2 Co 5:6,Ga 2:16,Ga 4:8,Eph 6:8,Eph 6:9,Php 1:16,Col 3:24,Col 4:1,1 Th 1:4,Jas 3:1,1 Pe 1:18,1 Pe 5:9
εἰδῶ	οἶδα	perfect	actv	subjunctive	1p	—	—	sg	verb	1 Co 13:2,1 Co 14:11
εἰδῶμεν	οἶδα	perfect	actv	subjunctive	1p	—	—	pl	verb	1 Co 2:12
εἰδόσιν	οἶδα	perfect	actv	participle	—	mas	dat	pl	verb	2 Th 1:8
εἰδήσουσίν	οἶδα	futr	actv	indicative	3p	—	—	pl	verb	Heb 8:11
οἶδα	οἶδα	perfect	actv	indicative	1p	—	—	sg	verb	Mt 25:12,Mt 26:70,Mt 26:72,Mt 26:74,Mt 28:5,Mk 14:68,Mk 14:71,Lk 13:25,Lk 13:27,Lk 22:57,Lk 22:60,Jn 4:25,Jn 5:32,Jn 7:29,Jn 8:14,Jn 8:55,Jn 8:55,Jn 8:55,Jn 9:12,Jn 9:25,Jn 9:25,Jn 11:22,Jn 11:24,Jn 12:50,Jn 13:18,Jn 20:13,Ac 3:17,Ac 12:11,Ac 20:25,Ac 20:29,Ac 26:27,Ro 14:14,Ro 15:29,1 Co 1:16,2 Co 9:2,2 Co 12:2,2 Co 12:2,2 Co 12:2,2 Co 12:3,2 Co 12:3,Php 1:19,Php 1:25,Php 4:12,Php 4:12,2 Ti 1:12,Re 2:2,Re 2:13
ᾔδει	οἶδα	pluperfect	actv	indicative	3p	—	—	sg	verb	Mt 24:43,Mt 27:18,Mk 9:6,Lk 6:8,Lk 12:39,Jn 2:9,Jn 5:13,Jn 6:6,Jn 6:64,Jn 13:11,Jn 20:14,Ac 7:18,Ac 12:9
οἴδασιν	οἶδα	perfect	actv	indicative	3p	—	—	pl	verb	Lk 11:44,Lk 23:34,Jn 10:4,Jn 10:5,Jn 15:21,Jn 18:21,Jud 10
