Result	Lemma	Gender	Case	Number	Part of Speech	Reference
ἀδελφοῖς	ἀδελφός	mas	dat	pl	noun	Mt 28:10,Ac 1:14,Ac 7:13,Ac 11:29,Ac 12:17,Ac 15:3,Ac 15:22,Ac 15:23,Ac 18:18,Ro 8:29,1 Co 15:6,Eph 6:23,Col 1:2,1 Th 5:27,1 Ti 4:6,Heb 2:12,Heb 2:17
ἀδελφός	ἀδελφός	mas	nom	sg	noun	Mt 5:23,Mt 18:15,Mt 18:21,Mk 3:35,Lk 15:27,Lk 15:32,Lk 17:3,Jn 11:21,Jn 11:23,Jn 11:32,Ro 14:15,Ro 14:21,Ro 16:23
ἀδελφοί	ἀδελφός	mas	voc	pl	noun	Ac 1:16,Ac 2:29,Ac 2:37,Ac 3:17,Ac 6:3,Ac 13:15,Ac 13:26,Ac 13:38,Ac 15:7,Ac 15:13,Ac 23:1,Ac 23:5,Ac 23:6,Ac 28:17,Ro 1:13,Ro 7:1,Ro 7:4,Ro 8:12,Ro 11:25,Ro 12:1,Ro 15:14,Ro 15:30,Ro 16:17,1 Co 1:10,1 Co 1:11,1 Co 1:26,1 Co 2:1,1 Co 3:1,1 Co 4:6,1 Co 7:24,1 Co 7:29,1 Co 10:1,1 Co 11:33,1 Co 12:1,1 Co 14:6,1 Co 14:26,1 Co 14:39,1 Co 15:1,1 Co 15:31,1 Co 15:50,1 Co 15:58,1 Co 16:15,2 Co 1:8,2 Co 8:1,2 Co 13:11,Ga 1:11,Ga 4:12,Ga 4:28,Ga 4:31,Ga 5:11,Ga 5:13,Ga 6:18,Php 1:12,Php 3:1,Php 3:13,Php 3:17,Php 4:1,Php 4:8,1 Th 2:1,1 Th 2:9,1 Th 2:14,1 Th 2:17,1 Th 3:7,1 Th 4:1,1 Th 4:10,1 Th 4:13,1 Th 5:1,1 Th 5:4,1 Th 5:12,1 Th 5:14,2 Th 1:3,2 Th 2:1,2 Th 2:15,2 Th 3:1,2 Th 3:6,2 Th 3:13,Heb 3:12,Heb 10:19,Heb 13:22,Jas 1:2,Jas 1:16,Jas 1:19,Jas 2:5,Jas 2:14,Jas 3:1,Jas 3:10,Jas 3:12,Jas 4:11,Jas 5:7,Jas 5:9,Jas 5:10,Jas 5:12,2 Pe 1:10,1 Jn 3:13
ἀδελφέ	ἀδελφός	mas	voc	sg	noun	Lk 6:42,Ac 9:17,Ac 21:20,Ac 22:13,Phm 7,Phm 20
ἀδελφῷ	ἀδελφός	mas	dat	sg	noun	Mt 5:22,Mt 5:22,Mt 5:24,Mt 7:4,Mt 18:35,Mt 22:24,Mt 22:25,Mk 12:19,Lk 6:42,Lk 12:13,Lk 20:28,Ro 14:13,1 Co 7:14,Col 4:9
ἀδελφοῦ	ἀδελφός	mas	gen	sg	noun	Mt 7:3,Mt 7:5,Mt 14:3,Mk 6:17,Mk 6:18,Lk 3:1,Lk 3:19,Lk 6:41,Lk 6:42,Jn 11:19,1 Co 6:5,1 Co 6:6,1 Co 16:12,2 Th 3:6,Jas 4:11,1 Pe 5:12,1 Jn 3:12
ἀδελφῶν	ἀδελφός	mas	gen	pl	noun	Mt 20:24,Mt 25:40,Lk 21:16,Ac 1:15,Ac 3:22,Ac 7:37,Ac 10:23,Ac 14:2,Ac 15:33,Ac 15:40,Ac 16:2,Ac 28:21,Ro 9:3,1 Co 16:11,1 Co 16:12,Php 1:14,1 Jn 3:16,3 Jn 3,Re 12:10,Re 19:10,Re 22:9
ἀδελφοὺς	ἀδελφός	mas	acc	pl	noun	Mt 1:2,Mt 1:11,Mt 5:47,Mt 19:29,Mk 10:29,Mk 10:30,Lk 14:26,Lk 18:29,Jn 21:23,Ac 7:23,Ac 7:25,Ac 15:1,Ac 15:32,Ac 15:36,Ac 16:40,Ac 17:6,Ac 21:7,Ac 22:5,Ac 28:14,1 Co 8:12,Col 4:15,1 Th 4:10,1 Th 5:26,Heb 2:11,Heb 7:5,3 Jn 5,3 Jn 10
ἀδελφοί	ἀδελφός	mas	nom	pl	noun	Mt 12:47,Mt 12:48,Mt 12:49,Mt 22:25,Mt 23:8,Mk 3:32,Mk 3:33,Mk 3:34,Lk 8:20,Lk 8:21,Ac 7:26,Ac 21:17,Php 4:21,1 Ti 6:2
ἀδελφούς	ἀδελφός	mas	acc	pl	noun	Mt 4:18,Mt 4:21,Lk 14:12,Lk 16:28,Lk 22:32,Jn 20:17,Ro 16:14,1 Co 6:8,2 Co 9:3,2 Co 9:5,1 Ti 5:1,1 Jn 3:14
Ἀδελφοί	ἀδελφός	mas	voc	pl	noun	Ro 10:1,1 Co 14:20,Ga 3:15,Ga 6:1,1 Th 5:25,Jas 2:1,Jas 5:19
ἀδελφόν	ἀδελφός	mas	acc	sg	noun	Mt 18:15,Ro 14:10,Ro 14:10,1 Co 8:13,1 Co 8:13,2 Co 2:13,2 Co 12:18,2 Th 3:15
