Result	Lemma	Gender	Case	Number	Part of Speech	Reference
ἄλλων	ἄλλος	mas	gen	pl	adjective	Lk 5:29,Lk 9:8,1 Th 2:6
Ἄλλην	ἄλλος	fem	acc	sg	adjective	Mt 13:24,Mt 13:31,Mt 13:33,Mt 21:33
ἄλλον	ἄλλος	mas	acc	sg	adjective	Mk 10:12,Mk 12:4,Mk 12:5,Mk 14:58,Lk 7:19,Lk 7:20,Jn 14:16,Jn 20:2,Ac 2:12,1 Co 1:16,1 Co 3:11,2 Co 11:4,Jas 5:12,Re 7:2,Re 10:1,Re 14:6,Re 18:1
ἄλλους	ἄλλος	mas	acc	pl	adjective	Mt 4:21,Mt 20:3,Mt 20:6,Mt 21:36,Mt 22:4,Mt 27:42,Mk 12:5,Mk 15:31,Lk 23:35,Jn 19:18,Ac 15:2,1 Co 14:19
ἄλλοι	ἄλλος	mas	nom	pl	adjective	Mt 16:14,Mt 21:8,Mk 4:18,Mk 6:15,Mk 6:15,Mk 8:28,Mk 8:28,Mk 11:8,Lk 9:19,Lk 9:19,Jn 4:38,Jn 7:12,Jn 7:41,Jn 9:9,Jn 9:9,Jn 9:16,Jn 10:21,Jn 12:29,Jn 18:34,Jn 20:25,Jn 21:2,Jn 21:8,Ac 19:32,Ac 21:34,1 Co 9:12,1 Co 14:29,Heb 11:35
ἄλλοις	ἄλλος	mas	dat	pl	adjective	Mt 21:41,Mk 12:9,Lk 20:16,1 Co 9:2,1 Co 9:27,2 Co 8:13
ἄλλα	ἄλλος	neu	nom	pl	adjective	Mt 13:5,Mt 13:7,Mt 13:8,Mk 4:8,Mk 4:36,Mk 7:4,Jn 6:23,Jn 21:25
ἄλλας	ἄλλος	fem	acc	pl	adjective	2 Co 11:8
ἄλλην	ἄλλος	fem	acc	sg	adjective	Mt 5:39,Mt 19:9,Mk 10:11,Lk 6:29,Re 18:4
ἄλλαι	ἄλλος	fem	nom	pl	adjective	Mk 15:41
ἄλλης	ἄλλος	fem	gen	sg	adjective	Mt 2:12,1 Co 10:29,Heb 4:8
ἄλλος	ἄλλος	mas	nom	sg	adjective	Mk 12:32,Lk 22:59,Jn 4:37,Jn 4:37,Jn 5:7,Jn 5:32,Jn 5:43,Jn 15:24,Jn 18:15,Jn 18:16,Jn 20:3,Jn 20:4,Jn 20:8,Jn 21:18,Ac 2:12,1 Co 3:10,Php 3:4,Re 6:4,Re 8:3,Re 14:8,Re 14:9,Re 14:15,Re 14:17,Re 14:18,Re 17:10
ἄλλα	ἄλλος	neu	acc	pl	adjective	Mt 25:16,Mt 25:17,Mt 25:20,Mt 25:20,Mt 25:22,Jn 10:16,Jn 20:30,2 Co 1:13
ἄλλη	ἄλλος	fem	nom	sg	adjective	Mt 12:13,Mt 26:71,Mt 27:61,Mt 28:1,Mk 12:31,1 Co 15:39,1 Co 15:39,1 Co 15:39,1 Co 15:39,1 Co 15:41,1 Co 15:41,1 Co 15:41
ἄλλο	ἄλλος	neu	acc	sg	adjective	Ac 21:34,Ga 5:10,Re 2:24,Re 13:11,Re 15:1
ἄλλο	ἄλλος	neu	accusative, nominative	sg	adjective	Ac 19:32
ἄλλῳ	ἄλλος	mas	dat	sg	adjective	Mt 8:9,Lk 7:8,Ac 4:12,1 Co 12:8,1 Co 12:9,1 Co 12:10,1 Co 12:10,1 Co 12:10,1 Co 12:10,1 Co 14:30
ἄλλο	ἄλλος	neu	nom	sg	adjective	Mk 4:5,Mk 4:7,Jn 6:22,Ga 1:7,Re 12:3,Re 20:12
ἄλλου	ἄλλος	mas	gen	sg	adjective	Jn 19:32
