Reference	Result	Lemma	Part of Speech
Mt 10:16,2 Co 12:14,Re 1:7,Re 3:20,Re 16:15,Re 22:12	Ἰδοὺ	ἰδού	interjection, verb
Mt 9:3,Mt 28:11	ἰδού	ἰδού	interjection, verb
Mt 1:20,Mt 1:23,Mt 2:1,Mt 2:9,Mt 2:13,Mt 2:19,Mt 3:16,Mt 3:17,Mt 4:11,Mt 7:4,Mt 8:2,Mt 8:24,Mt 8:29,Mt 8:32,Mt 8:34,Mt 9:2,Mt 9:10,Mt 9:18,Mt 9:20,Mt 9:32,Mt 11:8,Mt 11:10,Mt 11:19,Mt 12:2,Mt 12:10,Mt 12:18,Mt 12:41,Mt 12:42,Mt 12:46,Mt 12:47,Mt 12:49,Mt 13:3,Mt 15:22,Mt 17:3,Mt 17:5,Mt 17:5,Mt 19:16,Mt 19:27,Mt 20:18,Mt 20:30,Mt 21:5,Mt 22:4,Mt 23:34,Mt 23:38,Mt 24:23,Mt 24:25,Mt 24:26,Mt 24:26,Mt 25:6,Mt 26:45,Mt 26:46,Mt 26:47,Mt 26:51,Mt 27:51,Mt 28:2,Mt 28:7,Mt 28:7,Mt 28:9,Mt 28:20,Mk 1:2,Mk 3:32,Mk 4:3,Mk 10:28,Mk 10:33,Mk 14:41,Mk 14:42,Lk 1:20,Lk 1:31,Lk 1:36,Lk 1:38,Lk 1:44,Lk 1:48,Lk 2:10,Lk 2:25,Lk 2:34,Lk 2:48,Lk 5:12,Lk 5:18,Lk 6:23,Lk 7:12,Lk 7:25,Lk 7:27,Lk 7:34,Lk 7:37,Lk 8:41,Lk 9:30,Lk 9:38,Lk 9:39,Lk 10:3,Lk 10:19,Lk 10:25,Lk 11:31,Lk 11:32,Lk 11:41,Lk 13:7,Lk 13:11,Lk 13:16,Lk 13:30,Lk 13:32,Lk 13:35,Lk 14:2,Lk 15:29,Lk 17:21,Lk 17:21,Lk 17:23,Lk 17:23,Lk 18:28,Lk 18:31,Lk 19:2,Lk 19:8,Lk 19:20,Lk 22:10,Lk 22:21,Lk 22:31,Lk 22:38,Lk 22:47,Lk 23:14,Lk 23:15,Lk 23:29,Lk 23:50,Lk 24:4,Lk 24:13,Lk 24:49,Jn 4:35,Jn 12:15,Jn 16:32,Jn 19:5,Ac 1:10,Ac 2:7,Ac 5:9,Ac 5:25,Ac 5:28,Ac 7:56,Ac 8:27,Ac 8:36,Ac 9:10,Ac 9:11,Ac 10:17,Ac 10:19,Ac 10:21,Ac 10:30,Ac 11:11,Ac 12:7,Ac 13:11,Ac 13:25,Ac 13:46,Ac 16:1,Ac 20:22,Ac 20:25,Ac 27:24,Ro 9:33,1 Co 15:51,2 Co 5:17,2 Co 6:2,2 Co 6:2,2 Co 6:9,2 Co 7:11,Ga 1:20,Heb 2:13,Heb 8:8,Heb 10:7,Heb 10:9,Jas 3:4,Jas 3:5,Jas 5:4,Jas 5:7,Jas 5:9,Jas 5:11,1 Pe 2:6,Jud 14,Re 1:18,Re 2:10,Re 2:22,Re 3:8,Re 3:9,Re 3:9,Re 4:1,Re 4:2,Re 5:5,Re 6:2,Re 6:5,Re 6:8,Re 7:9,Re 9:12,Re 11:14,Re 12:3,Re 14:1,Re 14:14,Re 19:11,Re 21:3,Re 21:5,Re 22:7	ἰδοὺ	ἰδού	interjection, verb
