Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
αἰτήσασθε	αἰτέω	aor	mid	imperative	2p	—	—	pl	verb	Jn 15:7
αἰτοῦντί	αἰτέω	pres	actv	participle	—	mas	dat	sg	verb	Mt 5:42,Lk 6:30
Αἰτεῖτε	αἰτέω	pres	actv	imperative	2p	—	—	pl	verb	Mt 7:7
αἰτήσητέ	αἰτέω	aor	actv	subjunctive	2p	—	—	pl	verb	Jn 14:14
αἰτήσωμέν	αἰτέω	aor	actv	subjunctive	1p	—	—	pl	verb	Mk 10:35
αἰτήσητε	αἰτέω	aor	actv	subjunctive	2p	—	—	pl	verb	Mt 21:22,Jn 14:13,Jn 15:16,Jn 16:23
αἰτοῦσιν	αἰτέω	pres	actv	participle	—	mas	dat	pl	verb	Mt 7:11,Lk 11:13
αἰτεῖτε	αἰτέω	pres	actv	imperative	2p	—	—	pl	verb	Lk 11:9,Jn 16:24
αἰτήσας	αἰτέω	aor	actv	participle	—	mas	nom	sg	verb	Lk 1:63,Ac 16:29
ᾐτήσαντο	αἰτέω	aor	mid	indicative	3p	—	—	pl	verb	Ac 13:21,Ac 13:28
ᾔτησας	αἰτέω	aor	actv	indicative	2p	—	—	sg	verb	Jn 4:10
αἰτήσωνται	αἰτέω	aor	mid	subjunctive	3p	—	—	pl	verb	Mt 18:19,Mt 27:20
αἰτεῖν	αἰτέω	pres	actv	infinitive	—	—	—	—	verb	Ac 3:2
αἰτοῦμαι	αἰτέω	pres	mid	indicative	1p	—	—	sg	verb	Eph 3:13
αἰτοῦντι	αἰτέω	pres	actv	participle	—	mas	dat	sg	verb	1 Pe 3:15
αἰτώμεθα	αἰτέω	pres	mid	subjunctive	1p	—	—	pl	verb	1 Jn 5:14,1 Jn 5:15
ᾐτήκαμεν	αἰτέω	perfect	actv	indicative	1p	—	—	pl	verb	1 Jn 5:15
αἰτήσει	αἰτέω	futr	actv	indicative	3p	—	—	sg	verb	Mt 7:9,Mt 7:10,Lk 11:11,Lk 11:12,1 Jn 5:16
αἰτούμεθα	αἰτέω	pres	mid	indicative	1p	—	—	pl	verb	Eph 3:20
αἰτήσηται	αἰτέω	aor	mid	subjunctive	3p	—	—	sg	verb	Mt 14:7
αἰτεῖτε	αἰτέω	pres	actv	indicative	2p	—	—	pl	verb	Jas 4:3
αἰτῆσαι	αἰτέω	aor	actv	infinitive	—	—	—	—	verb	Mt 6:8
ᾐτήσατε	αἰτέω	aor	actv	indicative	2p	—	—	pl	verb	Jn 16:24
αἰτοῦσά	αἰτέω	pres	actv	participle	—	fem	nom	sg	verb	Mt 20:20
αἰτείτω	αἰτέω	pres	actv	imperative	3p	—	—	sg	verb	Jas 1:5,Jas 1:6
αἴτησόν	αἰτέω	aor	actv	imperative	2p	—	—	sg	verb	Mk 6:22
αἰτήσῃ	αἰτέω	aor	mid	subjunctive	2p	—	—	sg	verb	Jn 11:22
αἰτήσῃς	αἰτέω	aor	actv	subjunctive	2p	—	—	sg	verb	Mk 6:23
αἰτεῖσθε	αἰτέω	pres	mid	indicative	2p	—	—	pl	verb	Mt 20:22,Mk 10:38,Mk 11:24,Jas 4:3
αἰτούμενοι	αἰτέω	pres	mid	participle	—	mas	nom	pl	verb	Lk 23:23,Ac 25:3,Ac 25:15,Col 1:9
αἰτήσεσθε	αἰτέω	futr	mid	indicative	2p	—	—	pl	verb	Jn 16:26
ᾐτοῦντο	αἰτέω	impft	mid	indicative	3p	—	—	pl	verb	Lk 23:25,Ac 12:20
αἰτῶν	αἰτέω	pres	actv	participle	—	mas	nom	sg	verb	Mt 7:8,Lk 11:10
αἰτήσουσιν	αἰτέω	futr	actv	indicative	3p	—	—	pl	verb	Lk 12:48
αἰτήσωμαι	αἰτέω	aor	mid	subjunctive	1p	—	—	sg	verb	Mk 6:24
αἰτοῦσιν	αἰτέω	pres	actv	indicative	3p	—	—	pl	verb	1 Co 1:22
ᾐτήσασθε	αἰτέω	aor	mid	indicative	2p	—	—	pl	verb	Ac 3:14
αἰτεῖς	αἰτέω	pres	actv	indicative	2p	—	—	sg	verb	Jn 4:9
ᾐτήσατο	αἰτέω	aor	mid	indicative	3p	—	—	sg	verb	Mt 27:58,Mk 6:25,Mk 15:43,Lk 23:52,Ac 7:46,Ac 9:2
αἰτῶμεν	αἰτέω	pres	actv	subjunctive	1p	—	—	pl	verb	1 Jn 3:22
αἰτεῖσθαι	αἰτέω	pres	mid	infinitive	—	—	—	—	verb	Mk 15:8,Jas 4:2
