Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
λαλῶ	λαλέω	pres	actv	indicative	1p	—	—	sg	verb	Mt 13:13,Jn 7:17,Jn 8:25,Jn 8:26,Jn 8:28,Jn 8:38,Jn 12:50,Jn 12:50,Jn 14:10,Jn 17:13,Ac 26:26,Ro 7:1,1 Co 9:8,1 Co 14:18,1 Co 15:34,2 Co 11:17,2 Co 11:17,2 Co 11:23
λαληθῆναι	λαλέω	aor	pass	infinitive	—	—	—	—	verb	Ac 13:42,Ac 13:46
λαλούσης	λαλέω	pres	actv	participle	—	fem	gen	sg	verb	Re 4:1
λαληθέντων	λαλέω	aor	pass	participle	—	neu	gen	pl	verb	Lk 2:18
λαληθησομένων	λαλέω	futr	pass	participle	—	neu	gen	pl	verb	Heb 3:5
ἐλάλει	λαλέω	impft	actv	indicative	3p	—	—	sg	verb	Mt 13:34,Mk 2:2,Mk 4:33,Mk 4:34,Mk 7:35,Mk 8:32,Mk 14:31,Lk 1:64,Lk 2:38,Lk 9:11,Lk 24:32,Jn 4:27,Jn 7:13,Jn 10:6,Ac 6:10,Ac 9:29,Ac 18:25,Heb 4:8,Re 1:12,Re 13:11
λαληθήσεται	λαλέω	futr	pass	indicative	3p	—	—	sg	verb	Mt 26:13,Mk 14:9,Ac 22:10
λαλήσω	λαλέω	aor	actv	subjunctive	1p	—	—	sg	verb	Jn 12:49,1 Co 14:6
λαλούμενον	λαλέω	pres	pass	participle	—	neu	nom	sg	verb	1 Co 14:9
λαλήσῃ	λαλέω	aor	actv	subjunctive	3p	—	—	sg	verb	Ac 3:22,Re 13:15
ἐλάλησαν	λαλέω	aor	actv	indicative	3p	—	—	pl	verb	Lk 24:25,Ac 3:24,Ac 16:32,Ac 26:22,Heb 13:7,Jas 5:10,2 Pe 1:21,Jud 15,Re 10:3,Re 10:4,Re 10:4
ἐλαλήσατε	λαλέω	aor	actv	indicative	2p	—	—	pl	verb	Lk 12:3
λαλήσομεν	λαλέω	futr	actv	indicative	1p	—	—	pl	verb	3 Jn 14
λαλοῦντος	λαλέω	pres	actv	participle	—	mas	gen	sg	verb	Mt 9:18,Mt 12:46,Mt 17:5,Mt 26:47,Mk 5:35,Mk 14:43,Lk 8:49,Lk 22:47,Lk 22:60,Jn 1:37,Jn 8:30,Ac 6:11,Ac 7:38,Ac 10:44,Ac 14:9,2 Co 13:3
λαλεῖ	λαλέω	pres	actv	indicative	3p	—	—	sg	verb	Mt 12:34,Mk 2:7,Mk 11:23,Lk 5:21,Lk 6:45,Jn 3:31,Jn 3:34,Jn 7:26,Jn 8:44,Jn 16:18,Ro 3:19,1 Co 14:2,1 Co 14:2,1 Co 14:3,1 Co 14:27,Heb 11:4,1 Pe 4:11,Jud 16
λαληθείσης	λαλέω	aor	pass	participle	—	fem	gen	sg	verb	Heb 9:19
λάλει	λαλέω	pres	actv	imperative	2p	—	—	sg	verb	Ac 18:9,Tt 2:1,Tt 2:15
λαλῆσαί	λαλέω	aor	actv	infinitive	—	—	—	—	verb	Ac 23:18
λαλεῖς	λαλέω	pres	actv	indicative	2p	—	—	sg	verb	Mt 13:10,Jn 4:27,Jn 16:29,Jn 19:10
ἐλαλοῦμεν	λαλέω	impft	actv	indicative	1p	—	—	pl	verb	Ac 16:13
λαλουμένη	λαλέω	pres	pass	participle	—	fem	nom	sg	verb	Ac 17:19
λαλοῦσαν	λαλέω	pres	actv	participle	—	fem	acc	sg	verb	Re 10:8
λαλήσει	λαλέω	futr	actv	indicative	3p	—	—	sg	verb	Jn 9:21,Jn 16:13,Jn 16:13,Ac 11:14
λαλήσας	λαλέω	aor	actv	participle	—	mas	nom	sg	verb	Heb 1:1,Heb 5:5
λαλείτωσαν	λαλέω	pres	actv	imperative	3p	—	—	pl	verb	1 Co 14:29
λαλῶ	λαλέω	pres	actv	subjunctive	1p	—	—	sg	verb	1 Co 13:1
λαλοῦν	λαλέω	pres	actv	participle	—	neu	nom	sg	verb	Mt 10:20,Re 13:5
λαλοῦντι	λαλέω	pres	actv	participle	—	mas	dat	sg	verb	1 Co 14:11,Heb 12:24
λαλοῦσιν	λαλέω	pres	actv	indicative	3p	—	—	pl	verb	1 Co 12:30,1 Jn 4:5
λελάληκεν	λαλέω	perfect	actv	indicative	3p	—	—	sg	verb	Jn 9:29,Jn 12:29
ἐλάλουν	λαλέω	impft	actv	indicative	1p	—	—	sg	verb	1 Co 13:11
λαλεῖσθαι	λαλέω	pres	pass	infinitive	—	—	—	—	verb	Heb 2:3
ἐλάλησεν	λαλέω	aor	actv	indicative	3p	—	—	sg	verb	Mt 9:33,Mt 13:3,Mt 13:33,Mt 13:34,Mt 14:27,Mt 23:1,Mt 28:18,Mk 6:50,Lk 1:55,Lk 1:70,Lk 2:50,Lk 11:14,Lk 24:6,Jn 7:46,Jn 8:12,Jn 8:20,Jn 12:36,Jn 12:41,Jn 17:1,Ac 2:31,Ac 3:21,Ac 7:6,Ac 8:26,Ac 9:27,Ac 23:9,Ac 28:25,Heb 1:2,Heb 7:14,Re 17:1,Re 21:9
λαλοῦσαι	λαλέω	pres	actv	participle	—	fem	nom	pl	verb	1 Ti 5:13
λαλῆσαι	λαλέω	aor	actv	infinitive	—	—	—	—	verb	Mt 12:46,Mt 12:47,Mk 16:19,Lk 1:19,Lk 1:20,Lk 1:22,Lk 11:37,Ac 14:1,Ac 16:6,Ac 21:39,1 Co 3:1,1 Co 14:19,2 Co 12:4,Eph 6:20,Col 4:3,Col 4:4,1 Th 2:2,1 Th 2:16,Jas 1:19,1 Pe 3:10,2 Jn 12
λαλήσω	λαλέω	futr	actv	indicative	1p	—	—	sg	verb	Jn 14:30,Jn 16:25,1 Co 14:21
λαλοῦντός	λαλέω	pres	actv	participle	—	mas	gen	sg	verb	Ac 22:9
λαλούμενον	λαλέω	pres	pass	participle	—	mas	acc	sg	verb	Mk 5:36
λαλοῦντα	λαλέω	pres	actv	participle	—	mas	acc	sg	verb	Heb 12:25
λαλοῦμεν	λαλέω	pres	actv	indicative	1p	—	—	pl	verb	Jn 3:11,1 Co 2:6,1 Co 2:7,1 Co 2:13,2 Co 2:17,2 Co 4:13,2 Co 12:19,1 Th 2:4,Heb 2:5,Heb 6:9
ἐλάλησέν	λαλέω	aor	actv	indicative	3p	—	—	sg	verb	Ac 28:21
λαλείτω	λαλέω	pres	actv	imperative	3p	—	—	sg	verb	1 Co 14:28
λελάληκα	λαλέω	perfect	actv	indicative	1p	—	—	sg	verb	Jn 6:63,Jn 8:40,Jn 14:25,Jn 15:3,Jn 15:11,Jn 16:1,Jn 16:4,Jn 16:6,Jn 16:25,Jn 16:33,Jn 18:20
λαλήσουσιν	λαλέω	futr	actv	indicative	3p	—	—	pl	verb	Mt 12:36,Mk 16:17
λαλεῖτε	λαλέω	pres	actv	imperative	2p	—	—	pl	verb	Mk 13:11,Ac 5:20,Eph 4:25,Jas 2:12
λαλούντων	λαλέω	pres	actv	participle	—	mas	gen	pl	verb	Lk 24:36,Ac 2:6,Ac 2:11,Ac 10:46
λαλῶν	λαλέω	pres	actv	participle	—	mas	nom	sg	verb	Lk 5:4,Jn 4:26,Jn 7:18,Jn 9:37,Ac 6:13,Ac 7:44,Ac 10:7,1 Co 12:3,1 Co 14:2,1 Co 14:4,1 Co 14:5,1 Co 14:6,1 Co 14:11,1 Co 14:13,2 Pe 3:16,Re 21:15
λαλῇ	λαλέω	pres	actv	subjunctive	3p	—	—	sg	verb	Jn 8:44
