Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
κληθῶμεν	καλέω	aor	pass	subjunctive	1p	—	—	pl	verb	1 Jn 3:1
κληθῆναι	καλέω	aor	pass	infinitive	—	—	—	—	verb	Lk 15:19,Lk 15:21,Ac 1:19
καλέσατε	καλέω	aor	actv	imperative	2p	—	—	pl	verb	Mt 22:9
καλέσεις	καλέω	futr	actv	indicative	2p	—	—	sg	verb	Mt 1:21,Lk 1:13,Lk 1:31
καλουμένη	καλέω	pres	pass	participle	—	fem	nom	sg	verb	Lk 8:2,Lk 10:39,Ac 8:10
κληθήσεταί	καλέω	futr	pass	indicative	3p	—	—	sg	verb	Ro 9:7,Heb 11:18
καλεῖτε	καλέω	pres	actv	indicative	2p	—	—	pl	verb	Lk 6:46
καλέσαι	καλέω	aor	actv	infinitive	—	—	—	—	verb	Mt 9:13,Mt 22:3,Mk 2:17,Lk 5:32
καλέσαντες	καλέω	aor	actv	participle	—	mas	nom	pl	verb	Ac 4:18
καλεῖται	καλέω	pres	pass	indicative	3p	—	—	sg	verb	Lk 1:61,Lk 2:4,Ac 28:1,Heb 3:13,Re 11:8
καλουμένου	καλέω	pres	pass	participle	—	neu	gen	sg	verb	Ac 1:12
κληθήσῃ	καλέω	futr	pass	indicative	2p	—	—	sg	verb	Lk 1:76,Jn 1:42
καλοῦντες	καλέω	pres	actv	participle	—	mas	nom	pl	verb	Mk 3:31
καλουμένου	καλέω	pres	pass	participle	—	mas	gen	sg	verb	Ac 7:58
καλουμένῃ	καλέω	pres	pass	participle	—	fem	dat	sg	verb	Lk 1:36,Ac 3:11,Re 1:9
κεκλημένοις	καλέω	perfect	pass	participle	—	mas	dat	pl	verb	Mt 22:4,Lk 14:17
ἐκάλεσεν	καλέω	aor	actv	indicative	3p	—	—	sg	verb	Mt 1:25,Mt 4:21,Mt 25:14,Mk 1:20,Lk 14:16,Ro 8:30,Ro 8:30,Ro 9:24,1 Th 4:7,2 Th 2:14
καλοῦσα	καλέω	pres	actv	participle	—	fem	nom	sg	verb	1 Pe 3:6
ἐκλήθητε	καλέω	aor	pass	indicative	2p	—	—	pl	verb	1 Co 1:9,Ga 5:13,Eph 4:1,Eph 4:4,Col 3:15,1 Pe 2:21,1 Pe 3:9
καλέσητε	καλέω	aor	actv	subjunctive	2p	—	—	pl	verb	Mt 23:9
κέκληταί	καλέω	perfect	pass	indicative	3p	—	—	sg	verb	1 Co 7:18
καλεῖσθαι	καλέω	pres	pass	infinitive	—	—	—	—	verb	Mt 23:7,Lk 1:62,1 Co 15:9
κληθεὶς	καλέω	aor	pass	participle	—	mas	nom	sg	verb	1 Co 7:22,1 Co 7:22
καλούμενος	καλέω	pres	pass	participle	—	mas	nom	sg	verb	Lk 19:2,Ac 13:1,Ac 27:14,Heb 5:4,Heb 11:8,Re 12:9,Re 19:11
καλουμένης	καλέω	pres	pass	participle	—	fem	gen	sg	verb	Ac 10:1
καλούμενον	καλέω	pres	pass	participle	—	mas	acc	sg	verb	Lk 6:15,Lk 22:3,Lk 23:33,Ac 1:23,Ac 15:22,Ac 15:37,Ac 27:8,Re 16:16
κέκληται	καλέω	perfect	pass	indicative	3p	—	—	sg	verb	Re 19:13
καλέσαντος	καλέω	aor	actv	participle	—	mas	gen	sg	verb	Ga 1:6,2 Ti 1:9,1 Pe 2:9,2 Pe 1:3
κέκληκεν	καλέω	perfect	actv	indicative	3p	—	—	sg	verb	1 Co 7:15,1 Co 7:17
καλεῖν	καλέω	pres	actv	infinitive	—	—	—	—	verb	Heb 2:11
κεκληκώς	καλέω	perfect	actv	participle	—	mas	nom	sg	verb	Lk 14:10
κάλεσον	καλέω	aor	actv	imperative	2p	—	—	sg	verb	Mt 20:8
ἐκλήθη	καλέω	aor	pass	indicative	3p	—	—	sg	verb	Mt 27:8,Lk 2:21,Jn 2:2,1 Co 7:18,1 Co 7:20,1 Co 7:24,Jas 2:23
κεκλημένοι	καλέω	perfect	pass	participle	—	mas	nom	pl	verb	Mt 22:8,Heb 9:15,Re 19:9
κληθέντος	καλέω	aor	pass	participle	—	mas	gen	sg	verb	Ac 24:2
κληθήσονται	καλέω	futr	pass	indicative	3p	—	—	pl	verb	Mt 5:9,Ro 9:26
κληθήσεται	καλέω	futr	pass	indicative	3p	—	—	sg	verb	Mt 2:23,Mt 5:19,Mt 5:19,Mt 21:13,Mk 11:17,Lk 1:32,Lk 1:35,Lk 1:60,Lk 2:23
κεκλημένους	καλέω	perfect	pass	participle	—	mas	acc	pl	verb	Mt 22:3,Lk 14:7
κεκλημένος	καλέω	perfect	pass	participle	—	mas	nom	sg	verb	Lk 14:8
καλούμενον	καλέω	pres	pass	participle	—	neu	acc	sg	verb	Lk 19:29,Lk 21:37,Ac 27:16
κληθὲν	καλέω	aor	pass	participle	—	neu	nom	sg	verb	Lk 2:21
κληθῇς	καλέω	aor	pass	subjunctive	2p	—	—	sg	verb	Lk 14:8,Lk 14:10
καλέσαντα	καλέω	aor	actv	participle	—	mas	acc	sg	verb	1 Pe 1:15
καλοῦνται	καλέω	pres	pass	indicative	3p	—	—	pl	verb	Lk 22:25
καλέσουσιν	καλέω	futr	actv	indicative	3p	—	—	pl	verb	Mt 1:23
καλουμένην	καλέω	pres	pass	participle	—	fem	acc	sg	verb	Lk 7:11,Lk 9:10,Ac 9:11
καλῶν	καλέω	pres	actv	participle	—	mas	nom	sg	verb	1 Th 5:24
καλέσω	καλέω	futr	actv	indicative	1p	—	—	sg	verb	Ro 9:25
κεκληκότι	καλέω	perfect	actv	participle	—	mas	dat	sg	verb	Lk 14:12
κληθῆτε	καλέω	aor	pass	subjunctive	2p	—	—	pl	verb	Mt 23:8,Mt 23:10
ἐκάλουν	καλέω	impft	actv	indicative	3p	—	—	pl	verb	Lk 1:59,Ac 14:12
ἐκάλεσα	καλέω	aor	actv	indicative	1p	—	—	sg	verb	Mt 2:15
ἐκλήθης	καλέω	aor	pass	indicative	2p	—	—	sg	verb	1 Co 7:21,1 Ti 6:12
καλοῦντος	καλέω	pres	actv	participle	—	mas	gen	sg	verb	Ro 4:17,Ro 9:12,Ga 5:8,1 Th 2:12
κάλει	καλέω	pres	actv	imperative	2p	—	—	sg	verb	Lk 14:13
καλέσας	καλέω	aor	actv	participle	—	mas	nom	sg	verb	Mt 2:7,Lk 7:39,Lk 14:9,Lk 19:13,Ga 1:15,1 Pe 5:10
καλεῖ	καλέω	pres	actv	indicative	3p	—	—	sg	verb	Mt 22:43,Mt 22:45,Lk 20:44,1 Co 10:27
κεκλημένων	καλέω	perfect	pass	participle	—	mas	gen	pl	verb	Lk 14:24
