Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ἀγαπῶσιν	ἀγαπάω	pres	actv	participle	—	mas	dat	pl	verb	Ro 8:28,1 Co 2:9,Jas 1:12,Jas 2:5
ἠγάπησάς	ἀγαπάω	aor	actv	indicative	2p	—	—	sg	verb	Jn 17:24,Jn 17:26
ἀγαπῶ	ἀγαπάω	pres	actv	indicative	1p	—	—	sg	verb	Jn 14:31,2 Co 11:11,1 Jn 4:20,2 Jn 1,3 Jn 1
ἠγαπημένῳ	ἀγαπάω	perfect	pass	participle	—	mas	dat	sg	verb	Eph 1:6
ἀγαπῶντας	ἀγαπάω	pres	actv	participle	—	mas	acc	pl	verb	Mt 5:46,Lk 6:32,Lk 6:32
ἠγάπησα	ἀγαπάω	aor	actv	indicative	1p	—	—	sg	verb	Jn 13:34,Jn 15:9,Jn 15:12,Ro 9:13
ἀγαπῶμεν	ἀγαπάω	pres	actv	indicative	1p	—	—	pl	verb	1 Jn 3:14,1 Jn 5:2
ἀγαπήσαντος	ἀγαπάω	aor	actv	participle	—	mas	gen	sg	verb	Ro 8:37
ἀγαπώντων	ἀγαπάω	pres	actv	participle	—	mas	gen	pl	verb	Eph 6:24
ἠγαπημένην	ἀγαπάω	perfect	pass	participle	—	fem	acc	sg	verb	Ro 9:25,Ro 9:25,Re 20:9
ἀγαπῶμεν	ἀγαπάω	pres	actv	subjunctive	1p	—	—	pl	verb	1 Jn 3:11,1 Jn 3:18,1 Jn 3:23,1 Jn 4:7,1 Jn 4:12,2 Jn 5
ἀγαπῶντι	ἀγαπάω	pres	actv	participle	—	mas	dat	sg	verb	Re 1:5
ἀγαπῶσιν	ἀγαπάω	pres	actv	indicative	3p	—	—	pl	verb	Lk 6:32
ἀγαπῶμαι	ἀγαπάω	pres	pass	indicative	1p	—	—	sg	verb	2 Co 12:15
