Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ἀγαπᾶτε	ἀγαπάω	pres	actv	subjunctive	2p	—	—	pl	verb	Jn 13:34,Jn 13:34,Jn 15:12,Jn 15:17
ἠγάπα	ἀγαπάω	impft	actv	indicative	3p	—	—	sg	verb	Jn 11:5,Jn 13:23,Jn 19:26,Jn 21:7,Jn 21:20
ἠγάπησαν	ἀγαπάω	aor	actv	indicative	3p	—	—	pl	verb	Jn 3:19,Jn 12:43,Re 12:11
ἀγαπᾶτέ	ἀγαπάω	pres	actv	subjunctive	2p	—	—	pl	verb	Jn 14:15
ἀγαπῶν	ἀγαπάω	pres	actv	participle	—	mas	nom	sg	verb	Jn 14:21,Jn 14:21,Jn 14:24,Ro 13:8,2 Co 12:15,Eph 5:28,1 Jn 2:10,1 Jn 3:10,1 Jn 3:14,1 Jn 4:7,1 Jn 4:8,1 Jn 4:20,1 Jn 4:21,1 Jn 5:1
ἠγαπημένοι	ἀγαπάω	perfect	pass	participle	—	mas	nom	pl	verb	Col 3:12,1 Th 1:4,2 Th 2:13
ἀγαπήσω	ἀγαπάω	futr	actv	indicative	1p	—	—	sg	verb	Jn 14:21
ἠγαπήκαμεν	ἀγαπάω	perfect	actv	indicative	1p	—	—	pl	verb	1 Jn 4:10
ἀγαπήσατε	ἀγαπάω	aor	actv	imperative	2p	—	—	pl	verb	1 Pe 1:22
ἀγαπήσαντός	ἀγαπάω	aor	actv	participle	—	mas	gen	sg	verb	Ga 2:20
ἀγαπᾷ	ἀγαπάω	pres	actv	indicative, subjunctive	3p	—	—	sg	verb	1 Jn 5:1
ἀγαπήσει	ἀγαπάω	futr	actv	indicative	3p	—	—	sg	verb	Mt 6:24,Lk 7:42,Lk 16:13,Jn 14:23
ἀγαπήσητε	ἀγαπάω	aor	actv	subjunctive	2p	—	—	pl	verb	Mt 5:46
ἠγαπημένοις	ἀγαπάω	perfect	pass	participle	—	mas	dat	pl	verb	Jud 1
ἀγαπᾶτε	ἀγαπάω	pres	actv	imperative	2p	—	—	pl	verb	Mt 5:44,Lk 6:27,Lk 6:35,Eph 5:25,Col 3:19,1 Pe 2:17,1 Jn 2:15
ἀγαπῶμεν	ἀγαπάω	pres	actv	indicative, subjunctive	1p	—	—	pl	verb	1 Jn 4:19
ἀγαπηθήσεται	ἀγαπάω	futr	pass	indicative	3p	—	—	sg	verb	Jn 14:21
ἠγάπησέν	ἀγαπάω	aor	actv	indicative	3p	—	—	sg	verb	Jn 15:9
ἀγαπῶμεν	ἀγαπάω	pres	actv	subjunctive, indicative	1p	—	—	pl	verb	1 Jn 5:2
ἀγαπήσας	ἀγαπάω	aor	actv	participle	—	mas	nom	sg	verb	Jn 13:1,2 Th 2:16,2 Ti 4:10
ἀγαπήσεις	ἀγαπάω	futr	actv	indicative	2p	—	—	sg	verb	Mt 5:43,Mt 19:19,Mt 22:37,Mt 22:39,Mk 12:30,Mk 12:31,Lk 10:27,Ro 13:9,Ga 5:14,Jas 2:8
ἠγαπᾶτέ	ἀγαπάω	impft	actv	indicative	2p	—	—	pl	verb	Jn 14:28
ἀγαπᾶτε	ἀγαπάω	pres	actv	indicative	2p	—	—	pl	verb	Lk 6:32,Lk 11:43,1 Pe 1:8
ἠγάπησεν	ἀγαπάω	aor	actv	indicative	3p	—	—	sg	verb	Mk 10:21,Lk 7:47,Jn 3:16,Jn 13:1,Eph 2:4,Eph 5:2,Eph 5:25,2 Pe 2:15,1 Jn 4:10,1 Jn 4:11,1 Jn 4:19
ἠγαπᾶτε	ἀγαπάω	impft	actv	indicative	2p	—	—	pl	verb	Jn 8:42
ἠγαπηκόσιν	ἀγαπάω	perfect	actv	participle	—	mas	dat	pl	verb	2 Ti 4:8
ἀγαπᾶν	ἀγαπάω	pres	actv	infinitive	—	—	—	—	verb	Mk 12:33,Mk 12:33,Ro 13:8,Eph 5:28,1 Th 4:9,1 Pe 3:10,1 Jn 4:11,1 Jn 4:20
ἀγαπάτω	ἀγαπάω	pres	actv	imperative	3p	—	—	sg	verb	Eph 5:33
ἀγαπᾷ	ἀγαπάω	pres	actv	subjunctive	3p	—	—	sg	verb	Jn 14:23,1 Jn 2:15,1 Jn 4:21
ἠγάπησά	ἀγαπάω	aor	actv	indicative	1p	—	—	sg	verb	Re 3:9
ἠγάπησας	ἀγαπάω	aor	actv	indicative	2p	—	—	sg	verb	Jn 17:23,Jn 17:23,Heb 1:9
ἀγαπᾷς	ἀγαπάω	pres	actv	indicative	2p	—	—	sg	verb	Jn 21:15,Jn 21:16
ἀγαπᾷ	ἀγαπάω	pres	actv	indicative	3p	—	—	sg	verb	Lk 7:5,Lk 7:47,Jn 3:35,Jn 10:17,1 Co 8:3,2 Co 9:7,Eph 5:28,Heb 12:6
