Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
φοβηθέντες	φοβέομαι	aor	pass	participle	—	mas	nom	pl	verb	Lk 8:25
φοβῆται	φοβέομαι	pres	either middle or passive	subjunctive	3p	—	—	sg	verb	Eph 5:33
φοβηθεῖσα	φοβέομαι	aor	pass	participle	—	fem	nom	sg	verb	Mk 5:33
ἐφοβήθησαν	φοβέομαι	aor	pass	indicative	3p	—	—	pl	verb	Mt 9:8,Mt 17:6,Mt 21:46,Mt 27:54,Mk 4:41,Mk 5:15,Mk 12:12,Lk 2:9,Lk 8:35,Lk 9:34,Lk 20:19,Jn 6:19,Ac 16:38,Heb 11:23
Φοβηθῶμεν	φοβέομαι	aor	pass	subjunctive	1p	—	—	pl	verb	Heb 4:1
ἐφοβήθη	φοβέομαι	aor	pass	indicative	3p	—	—	sg	verb	Mt 2:22,Mt 14:5,Mt 14:30,Jn 19:8,Ac 22:29
φοβηθήσομαι	φοβέομαι	futr	pass	indicative	1p	—	—	sg	verb	Heb 13:6
φοβούμενοι	φοβέομαι	pres	either middle or passive	participle	—	mas	nom	pl	verb	Col 3:22
ἐφοβεῖτο	φοβέομαι	impft	either middle or passive	indicative	3p	—	—	sg	verb	Mk 6:20
ἐφοβούμην	φοβέομαι	impft	either middle or passive	indicative	1p	—	—	sg	verb	Lk 19:21
φοβηθῆτε	φοβέομαι	aor	pass	subjunctive, imperative	2p	—	—	pl	verb	Mt 10:26,Lk 12:4,1 Pe 3:14
φοβῇ	φοβέομαι	pres	either middle or passive	indicative	2p	—	—	sg	verb	Lk 23:40
ἐφοβοῦντο	φοβέομαι	impft	either middle or passive	indicative	3p	—	—	pl	verb	Mk 9:32,Mk 10:32,Mk 11:18,Mk 11:32,Mk 16:8,Lk 9:45,Lk 22:2,Jn 9:22,Ac 5:26,Ac 9:26
φοβηθεὶς	φοβέομαι	aor	pass	participle	—	mas	nom	sg	verb	Mt 25:25,Ac 23:10,Heb 11:27
φοβήθητε	φοβέομαι	aor	pass	imperative	2p	—	—	pl	verb	Lk 12:5,Lk 12:5,Re 14:7
φοβουμένοις	φοβέομαι	pres	either middle or passive	participle	—	mas	dat	pl	verb	Lk 1:50,Re 11:18
φοβεῖσθε	φοβέομαι	pres	either middle or passive	imperative	2p	—	—	pl	verb	Mt 10:28,Mt 10:28,Mt 10:31,Mt 14:27,Mt 17:7,Mt 28:5,Mt 28:10,Mk 6:50,Lk 2:10,Lk 12:7,Jn 6:20,1 Pe 2:17
φοβηθῇς	φοβέομαι	aor	pass	subjunctive	2p	—	—	sg	verb	Mt 1:20
φοβηθῆτε	φοβέομαι	aor	pass	subjunctive	2p	—	—	pl	verb	Lk 12:5
φοβούμενοι	φοβέομαι	pres	either middle or passive	participle	—	mas	vocative, nominative	pl	verb	Ac 13:16,Ac 13:26,Re 19:5
φοβοῦ	φοβέομαι	pres	either middle or passive	imperative	2p	—	—	sg	verb	Mk 5:36,Lk 1:13,Lk 1:30,Lk 5:10,Lk 8:50,Lk 12:32,Jn 12:15,Ac 18:9,Ac 27:24,Ro 11:20,Ro 13:4,Re 1:17,Re 2:10
φοβηθῇ	φοβέομαι	aor	pass	subjunctive	3p	—	—	sg	verb	Re 15:4
φοβοῦμαι	φοβέομαι	pres	either middle or passive	indicative	1p	—	—	sg	verb	Lk 18:4,2 Co 11:3,2 Co 12:20,Ga 4:11
φοβούμεναι	φοβέομαι	pres	either middle or passive	participle	—	fem	nom	pl	verb	1 Pe 3:6
φοβούμεθα	φοβέομαι	pres	either middle or passive	indicative	1p	—	—	pl	verb	Mt 21:26
φοβεῖσθαι	φοβέομαι	pres	either middle or passive	infinitive	—	—	—	—	verb	Ro 13:3
φοβούμενοί	φοβέομαι	pres	either middle or passive	participle	—	mas	nom	pl	verb	Ac 27:17,Ac 27:29
φοβούμενος	φοβέομαι	pres	either middle or passive	participle	—	mas	nom	sg	verb	Lk 18:2,Ac 10:2,Ac 10:22,Ac 10:35,Ga 2:12,1 Jn 4:18
