Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
καταβαῖνον	καταβαίνω	pres	actv	participle	—	neu	nom	sg	verb	Jas 1:17
καταβέβηκα	καταβαίνω	perfect	actv	indicative	1p	—	—	sg	verb	Jn 6:38,Jn 6:42
καταβαινόντων	καταβαίνω	pres	actv	participle	—	mas	gen	pl	verb	Mt 17:9,Mk 9:9
καταβάντες	καταβαίνω	aor	actv	participle	—	mas	nom	pl	verb	Mk 3:22,Ac 8:15
καταβαίνειν	καταβαίνω	pres	actv	infinitive	—	—	—	—	verb	Re 13:13
καταβάς	καταβαίνω	aor	actv	participle	—	mas	nom	sg	verb	Jn 3:13,Jn 6:51,Jn 6:58
καταβαίνοντας	καταβαίνω	pres	actv	participle	—	mas	acc	pl	verb	Jn 1:51
Καταβάντος	καταβαίνω	aor	actv	participle	—	mas	gen	sg	verb	Mt 8:1
καταβεβηκότες	καταβαίνω	perfect	actv	participle	—	mas	nom	pl	verb	Ac 25:7
καταβὰς	καταβαίνω	aor	actv	participle	—	mas	nom	sg	verb	Mt 14:29,Mt 28:2,Mk 15:30,Lk 6:17,Jn 6:41,Ac 10:21,Ac 20:10,Ac 25:6,Eph 4:10
κατέβησαν	καταβαίνω	aor	actv	indicative	3p	—	—	pl	verb	Jn 6:16,Ac 8:38,Ac 14:11,Ac 14:25,Ac 16:8
καταβήσεται	καταβαίνω	futr	mid	indicative	3p	—	—	sg	verb	Ro 10:7,1 Th 4:16
καταβαίνοντα	καταβαίνω	pres	actv	participle	—	mas	acc	sg	verb	Re 10:1,Re 18:1,Re 20:1
καταβαίνοντος	καταβαίνω	pres	actv	participle	—	mas	gen	sg	verb	Jn 4:51
κατέβην	καταβαίνω	aor	actv	indicative	1p	—	—	sg	verb	Ac 7:34
καταβαίνουσα	καταβαίνω	pres	actv	participle	—	fem	nom	sg	verb	Re 3:12
καταβῆναι	καταβαίνω	aor	actv	infinitive	—	—	—	—	verb	Lk 3:22,Lk 9:54
καταβῇ	καταβαίνω	aor	actv	subjunctive	3p	—	—	sg	verb	Jn 4:47,Ac 24:22
κατάβηθι	καταβαίνω	aor	actv	imperative	2p	—	—	sg	verb	Mt 27:40,Lk 19:5,Jn 4:49,Ac 10:20
καταβαίνουσαν	καταβαίνω	pres	actv	participle	—	fem	acc	sg	verb	Ac 8:26,Re 21:2,Re 21:10
καταβαίνοντες	καταβαίνω	pres	actv	participle	—	mas	nom	pl	verb	Lk 22:44
καταβάτω	καταβαίνω	aor	actv	imperative	3p	—	—	sg	verb	Mt 24:17,Mt 27:42,Mk 13:15,Mk 15:32,Lk 17:31
καταβαῖνον	καταβαίνω	pres	actv	participle	—	neu	acc	sg	verb	Mt 3:16,Mk 1:10,Jn 1:32,Jn 1:33,Ac 10:11,Ac 11:5
καταβὰν	καταβαίνω	aor	actv	participle	—	neu	acc	sg	verb	Ac 23:10
κατέβη	καταβαίνω	aor	actv	indicative	3p	—	—	sg	verb	Mt 7:25,Mt 7:27,Lk 2:51,Lk 8:23,Lk 18:14,Lk 19:6,Jn 2:12,Ac 7:15,Ac 18:22,Ac 24:1,Eph 4:9,Re 12:12,Re 20:9
καταβαίνει	καταβαίνω	pres	actv	indicative	3p	—	—	sg	verb	Jn 5:7,Re 16:21
καταβήσῃ	καταβαίνω	futr	mid	indicative	2p	—	—	sg	verb	Mt 11:23,Lk 10:15
κατέβαινεν	καταβαίνω	impft	actv	indicative	3p	—	—	sg	verb	Lk 10:30,Lk 10:31
καταβαίνων	καταβαίνω	pres	actv	participle	—	mas	nom	sg	verb	Jn 6:33,Jn 6:50
