Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ἁμαρτήσει	ἁμαρτάνω	futr	actv	indicative	3p	—	—	sg	verb	Mt 18:21
ἡμαρτήκαμεν	ἁμαρτάνω	perfect	actv	indicative	1p	—	—	pl	verb	1 Jn 1:10
ἁμαρτήσαντος	ἁμαρτάνω	aor	actv	participle	—	mas	gen	sg	verb	Ro 5:16
ἁμαρτάνει	ἁμαρτάνω	pres	actv	indicative	3p	—	—	sg	verb	1 Co 6:18,1 Co 7:36,Tt 3:11,1 Jn 3:6,1 Jn 3:8,1 Jn 5:18
ἁμαρτάνοντες	ἁμαρτάνω	pres	actv	participle	—	mas	nom	pl	verb	1 Co 8:12,1 Pe 2:20
ἁμαρτήσωμεν	ἁμαρτάνω	aor	actv	subjunctive	1p	—	—	pl	verb	Ro 6:15
ἥμαρτες	ἁμαρτάνω	aor	actv	indicative	2p	—	—	sg	verb	1 Co 7:28
ἁμαρτησάντων	ἁμαρτάνω	aor	actv	participle	—	mas	gen	pl	verb	2 Pe 2:4
ἁμάρτανε	ἁμαρτάνω	pres	actv	imperative	2p	—	—	sg	verb	Jn 5:14,Jn 8:11
ἁμαρτάνουσιν	ἁμαρτάνω	pres	actv	participle	—	mas	dat	pl	verb	1 Jn 5:16
ἁμαρτάνετε	ἁμαρτάνω	pres	actv	imperative	2p	—	—	pl	verb	1 Co 15:34,Eph 4:26
ἁμαρτήσασιν	ἁμαρτάνω	aor	actv	participle	—	mas	dat	pl	verb	Heb 3:17
ἁμαρτάνοντα	ἁμαρτάνω	pres	actv	participle	—	mas	acc	sg	verb	1 Jn 5:16
ἁμαρτάνειν	ἁμαρτάνω	pres	actv	infinitive	—	—	—	—	verb	1 Jn 3:9
ἥμαρτον	ἁμαρτάνω	aor	actv	indicative	1p	—	—	sg	verb	Mt 27:4,Lk 15:18,Lk 15:21,Ac 25:8
ἁμαρτήσῃ	ἁμαρτάνω	aor	actv	subjunctive	3p	—	—	sg	verb	Mt 18:15,Lk 17:4
ἁμαρτάνετε	ἁμαρτάνω	pres	actv	indicative	2p	—	—	pl	verb	1 Co 8:12
ἥμαρτεν	ἁμαρτάνω	aor	actv	indicative	3p	—	—	sg	verb	Jn 9:2,Jn 9:3,1 Co 7:28
ἁμαρτάνων	ἁμαρτάνω	pres	actv	participle	—	mas	nom	sg	verb	1 Jn 3:6
ἁμαρτάνοντας	ἁμαρτάνω	pres	actv	participle	—	mas	acc	pl	verb	1 Ti 5:20
ἁμάρτητε	ἁμαρτάνω	aor	actv	subjunctive	2p	—	—	pl	verb	1 Jn 2:1
ἁμαρτανόντων	ἁμαρτάνω	pres	actv	participle	—	mas	gen	pl	verb	Heb 10:26
ἥμαρτον	ἁμαρτάνω	aor	actv	indicative	3p	—	—	pl	verb	Ro 2:12,Ro 2:12,Ro 3:23,Ro 5:12
ἁμαρτήσαντας	ἁμαρτάνω	aor	actv	participle	—	mas	acc	pl	verb	Ro 5:14
ἁμάρτῃ	ἁμαρτάνω	aor	actv	subjunctive	3p	—	—	sg	verb	Lk 17:3,1 Jn 2:1
