Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
γνῶσιν	γινώσκω	aor	actv	subjunctive	3p	—	—	pl	verb	Re 3:9
γνώσονται	γινώσκω	futr	mid	indicative	3p	—	—	pl	verb	Jn 13:35,Ac 21:24,Re 2:23
γνόντες	γινώσκω	aor	actv	participle	—	mas	nom	pl	verb	Mk 6:38,Lk 9:11,Ro 1:21,Ga 2:9,Ga 4:9
γνώσεσθε	γινώσκω	futr	mid	indicative	2p	—	—	pl	verb	Mk 4:13,Jn 8:28,Jn 8:32,Jn 14:7,Jn 14:20,2 Co 13:6
γινώσκω	γινώσκω	pres	actv	indicative	1p	—	—	sg	verb	Lk 1:34,Jn 10:14,Jn 10:15,Jn 10:27,Ac 19:15,Ro 7:15,1 Co 13:12
γνωσθέντες	γινώσκω	aor	pass	participle	—	mas	nom	pl	verb	Ga 4:9
γνῷς	γινώσκω	aor	actv	subjunctive	2p	—	—	sg	verb	Re 3:3
ἐγνώκατέ	γινώσκω	perfect	actv	indicative	2p	—	—	pl	verb	Jn 14:7
ἔγνωκάς	γινώσκω	perfect	actv	indicative	2p	—	—	sg	verb	Jn 14:9
γνοῖ	γινώσκω	aor	actv	subjunctive	3p	—	—	sg	verb	Mk 5:43,Mk 9:30,Lk 19:15
ἔγνων	γινώσκω	aor	actv	indicative	1p	—	—	sg	verb	Mt 7:23,Mt 25:24,Lk 8:46,Lk 16:4,Jn 17:25,Ro 7:7
γινώσκετε	γινώσκω	pres	actv	indicative, imperative	2p	—	—	pl	verb	Mt 24:33,Mt 24:43,Jn 13:12,Jn 15:18,Ga 3:7,1 Jn 4:2
γνῶ	γινώσκω	aor	actv	subjunctive	1p	—	—	sg	verb	2 Co 2:9
γινώσκει	γινώσκω	pres	actv	indicative	3p	—	—	sg	verb	Mt 24:50,Lk 10:22,Lk 12:46,Lk 16:15,Jn 7:27,Jn 10:15,Jn 14:17,Ac 19:35,1 Co 3:20,1 Jn 3:1,1 Jn 3:20,1 Jn 4:7
Γνοὺς	γινώσκω	aor	actv	participle	—	mas	nom	sg	verb	Mt 26:10,Ac 23:6
ἐγνώσθη	γινώσκω	aor	pass	indicative	3p	—	—	sg	verb	Lk 24:35,Ac 9:24
ἐγνώκαμεν	γινώσκω	perfect	actv	indicative	1p	—	—	pl	verb	Jn 6:69,Jn 8:52,2 Co 5:16,1 Jn 2:3,1 Jn 3:16,1 Jn 4:16
γνῶναί	γινώσκω	aor	actv	infinitive	—	—	—	—	verb	Eph 3:19
γνῶτε	γινώσκω	aor	actv	imperative	2p	—	—	pl	verb	Lk 21:20
γνόντα	γινώσκω	aor	actv	participle	—	mas	acc	sg	verb	2 Co 5:21
