Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ἔγνωκεν	γινώσκω	perfect	actv	indicative	3p	—	—	sg	verb	1 Co 2:8,1 Co 2:11,1 Jn 3:6
γνωσόμεθα	γινώσκω	futr	mid	indicative	1p	—	—	pl	verb	1 Jn 3:19
γνῶθι	γινώσκω	aor	actv	imperative	2p	—	—	sg	verb	Heb 8:11
ἐγνώκειτε	γινώσκω	pluperfect	actv	indicative	2p	—	—	pl	verb	Mt 12:7
γινώσκεις	γινώσκω	pres	actv	indicative	2p	—	—	sg	verb	Jn 1:48,Jn 3:10,Jn 21:17,Ac 8:30,Ac 21:37,Ro 2:18,2 Ti 1:18
γινώσκῃ	γινώσκω	pres	actv	subjunctive	3p	—	—	sg	verb	Jn 17:23
γινώσκομεν	γινώσκω	pres	actv	indicative	1p	—	—	pl	verb	1 Co 13:9,2 Co 5:16,1 Jn 2:3,1 Jn 2:5,1 Jn 2:18,1 Jn 3:24,1 Jn 4:6,1 Jn 4:13,1 Jn 5:2
γινώσκετε	γινώσκω	pres	actv	imperative	2p	—	—	pl	verb	Mk 13:29,Lk 10:11,Lk 12:39,Lk 21:31
ἐγνωκέναι	γινώσκω	perfect	actv	infinitive	—	—	—	—	verb	1 Co 8:2
γνώτω	γινώσκω	aor	actv	imperative	3p	—	—	sg	verb	Mt 6:3
ἐγίνωσκον	γινώσκω	impft	actv	indicative	3p	—	—	pl	verb	Lk 18:34
ἔγνωκα	γινώσκω	perfect	actv	indicative	1p	—	—	sg	verb	Jn 5:42,1 Jn 2:4
γινώσκωσιν	γινώσκω	pres	actv	subjunctive	3p	—	—	pl	verb	Jn 17:3
γνοὺς	γινώσκω	aor	actv	participle	—	mas	nom	sg	verb	Mt 12:15,Mt 16:8,Mt 22:18,Mk 8:17,Mk 15:45,Lk 12:47,Jn 5:6,Jn 6:15,Php 2:19
γνωσθήσεται	γινώσκω	futr	pass	indicative	3p	—	—	sg	verb	Mt 10:26,Lk 12:2,1 Co 14:7,1 Co 14:9
γνῶναι	γινώσκω	aor	actv	infinitive	—	—	—	—	verb	Mt 13:11,Mk 7:24,Lk 8:10,Ac 1:7,Ac 17:19,Ac 17:20,Ac 21:34,Ac 22:14,Ac 22:30,1 Co 2:14,1 Co 8:2,Php 3:10,1 Th 3:5,Jas 2:20
γνωσθῇ	γινώσκω	aor	pass	subjunctive	3p	—	—	sg	verb	Lk 8:17
Γινώσκετε	γινώσκω	pres	actv	indicative, imperative	2p	—	—	pl	verb	Heb 13:23
γινώσκειν	γινώσκω	pres	actv	infinitive	—	—	—	—	verb	Jn 2:24
Γινώσκειν	γινώσκω	pres	actv	infinitive	—	—	—	—	verb	Php 1:12
Ἔγνω	γινώσκω	aor	actv	indicative	3p	—	—	sg	verb	Jn 12:9,Jn 16:19
γινώσκων	γινώσκω	pres	actv	participle	—	mas	nom	sg	verb	Jn 7:49,1 Jn 4:6
ἔγνω	γινώσκω	aor	actv	indicative	3p	—	—	sg	verb	Mk 5:29,Jn 1:10,Jn 4:1,Jn 4:53,Jn 13:28,Jn 17:25,Ro 10:19,Ro 11:34,1 Co 1:21,1 Co 2:16,1 Co 8:2,2 Ti 2:19,1 Jn 3:1,1 Jn 4:8
γινώσκωμεν	γινώσκω	pres	actv	subjunctive	1p	—	—	pl	verb	1 Jn 5:20
γινωσκομένη	γινώσκω	pres	pass	participle	—	fem	nom	sg	verb	2 Co 3:2
γνωσθήτω	γινώσκω	aor	pass	imperative	3p	—	—	sg	verb	Php 4:5
ἔγνωσαν	γινώσκω	aor	actv	indicative	3p	—	—	pl	verb	Mt 21:45,Mt 24:39,Mk 12:12,Lk 2:43,Lk 20:19,Jn 7:26,Jn 8:27,Jn 10:6,Jn 12:16,Jn 16:3,Jn 17:8,Jn 17:25,Ac 17:13,Ro 3:17,1 Co 2:8,Heb 3:10,Re 2:24
γνῷ	γινώσκω	aor	actv	subjunctive	3p	—	—	sg	verb	Jn 7:51,Jn 11:57,Jn 14:31
ἐγνώκατε	γινώσκω	perfect	actv	indicative	2p	—	—	pl	verb	Jn 8:55,1 Jn 2:13,1 Jn 2:14,1 Jn 2:14
γινώσκουσίν	γινώσκω	pres	actv	indicative	3p	—	—	pl	verb	Jn 10:14
γινώσκουσιν	γινώσκω	pres	actv	participle	—	mas	dat	pl	verb	Ro 7:1
γνῶτε	γινώσκω	aor	actv	subjunctive	2p	—	—	pl	verb	Jn 10:38,Jn 19:4,2 Co 2:4,Eph 6:22,Col 4:8
γνώσῃ	γινώσκω	futr	mid	indicative	2p	—	—	sg	verb	Jn 13:7
ἔγνωκαν	γινώσκω	perfect	actv	indicative	3p	—	—	pl	verb	Jn 17:7
γινώσκοντες	γινώσκω	pres	actv	participle	—	mas	nom	pl	verb	Ro 6:6,Eph 5:5,Heb 10:34,Jas 1:3,2 Pe 1:20,2 Pe 3:3
γινώσκετε	γινώσκω	pres	actv	indicative	2p	—	—	pl	verb	Mt 16:3,Mt 24:32,Mk 13:28,Lk 21:30,Jn 8:43,Jn 14:7,Jn 14:17,Ac 20:34,2 Co 8:9,Php 2:22,1 Jn 2:29
γινωσκέτω	γινώσκω	pres	actv	imperative	3p	—	—	sg	verb	Mt 9:30,Ac 2:36,Jas 5:20
γίνωσκε	γινώσκω	pres	actv	imperative	2p	—	—	sg	verb	2 Ti 3:1
γνούς	γινώσκω	aor	actv	participle	—	mas	nom	sg	verb	Lk 12:48
ἔγνως	γινώσκω	aor	actv	indicative	2p	—	—	sg	verb	Lk 19:42,Lk 19:44,Lk 24:18
γνώσεται	γινώσκω	futr	mid	indicative	3p	—	—	sg	verb	Jn 7:17
γνώσομαι	γινώσκω	futr	mid	indicative	1p	—	—	sg	verb	Lk 1:18,1 Co 4:19
γινώσκητε	γινώσκω	pres	actv	subjunctive	2p	—	—	pl	verb	Jn 10:38
γινώσκεται	γινώσκω	pres	pass	indicative	3p	—	—	sg	verb	Mt 12:33,Lk 6:44
ἐγνωκότες	γινώσκω	perfect	actv	participle	—	mas	nom	pl	verb	2 Jn 1
ἐγίνωσκεν	γινώσκω	impft	actv	indicative	3p	—	—	sg	verb	Mt 1:25,Mk 15:10,Lk 7:39,Jn 2:25
ἔγνωσται	γινώσκω	perfect	pass	indicative	3p	—	—	sg	verb	1 Co 8:3
