Result	Lemma	Gender	Case	Number	Part of Speech	Reference
ῥήματά	ῥῆμα	neu	nom	pl	noun	Jn 15:7
ῥήματί	ῥῆμα	neu	dat	sg	noun	Lk 5:5
ῥήματα	ῥῆμα	neu	nom	pl	noun	Lk 1:65,Lk 24:11,Jn 6:63,Jn 10:21,Ro 10:18
ῥήματος	ῥῆμα	neu	gen	sg	noun	Mt 26:75,Lk 2:17,Lk 9:45,Lk 20:26,Lk 22:61,Ac 11:16,Ro 10:17
ῥήματά	ῥῆμα	neu	acc	pl	noun	Jn 12:48,Ac 2:14
ῥήματα	ῥῆμα	neu	acc	pl	noun	Lk 2:19,Lk 2:51,Lk 7:1,Jn 6:68,Jn 8:20,Jn 14:10,Jn 17:8,Ac 5:20,Ac 6:11,Ac 6:13,Ac 10:22,Ac 10:44,Ac 11:14,Ac 13:42,Ac 16:38,Ac 26:25,2 Co 12:4,Jn 3:34,Jn 8:47
ῥημάτων	ῥῆμα	neu	gen	pl	noun	Lk 24:8,Jn 12:47,Ac 5:32,Heb 12:19,2 Pe 3:2,Jud 17
ῥῆμα	ῥῆμα	neu	nom	sg	noun	Mt 12:36,Mt 18:16,Lk 1:37,Lk 18:34,Ro 10:8,2 Co 13:1,1 Pe 1:25,Lk 3:2,Eph 6:17,1 Pe 1:25
ῥῆμα	ῥῆμα	neu	acc	sg	noun	Mt 27:14,Mk 9:32,Mk 14:72,Lk 2:15,Lk 2:50,Lk 9:45,Ac 10:37,Ac 28:25,Heb 6:5
ῥῆμά	ῥῆμα	neu	acc	sg	noun	Lk 1:38,Lk 2:29
ῥῆμά	ῥῆμα	neu	nom	sg	noun	Ro 10:8
ῥήματι	ῥῆμα	neu	dat	sg	noun	Mt 4:4,Eph 5:26,Heb 1:3,Heb 11:3
ῥήμασιν	ῥῆμα	neu	dat	pl	noun	Jn 5:47
