Reference	Result	Lemma	Part of Speech	Adverb/particle Type
Lk 24:21,1 Co 9:2	ἀλλά	ἀλλά	conjunction	—
Ac 9:6,Ac 10:20,Ac 26:16	ἀλλʼ	ἀλλά	particle, conjunction	emphatic
Php 1:18	Ἀλλὰ	ἀλλά	particle, conjunction	emphatic
Jn 21:23	ἀλλʹ	ἀλλά	conjunction	—
Mt 4:4,Mt 5:15,Mt 5:39,Mt 7:21,Mt 8:4,Mt 9:12,Mt 9:13,Mt 9:18,Mt 16:12,Mt 16:17,Mt 17:12,Mt 18:22,Mt 18:30,Mt 19:11,Mt 20:23,Mt 20:26,Mt 22:30,Mt 24:6,Mt 26:39,Mk 1:44,Mk 1:45,Mk 2:17,Mk 2:17,Mk 2:22,Mk 3:27,Mk 3:29,Mk 4:22,Mk 6:9,Mk 6:52,Mk 7:19,Mk 7:25,Mk 9:22,Mk 10:27,Mk 10:40,Mk 10:43,Mk 11:32,Mk 12:14,Mk 12:25,Mk 13:7,Mk 13:11,Mk 14:29,Mk 14:36,Mk 14:49,Mk 16:7,Lk 5:14,Lk 5:31,Lk 5:32,Lk 5:38,Lk 7:7,Lk 8:16,Lk 8:27,Lk 11:33,Lk 11:42,Lk 12:51,Lk 13:3,Lk 13:5,Lk 14:10,Lk 14:13,Lk 16:30,Lk 17:8,Lk 18:13,Lk 20:21,Lk 21:9,Lk 22:26,Lk 22:53,Lk 23:15,Lk 24:6,Jn 1:8,Jn 1:13,Jn 1:31,Jn 1:33,Jn 3:8,Jn 3:16,Jn 3:17,Jn 3:28,Jn 3:36,Jn 4:2,Jn 4:23,Jn 5:42,Jn 6:26,Jn 6:32,Jn 6:39,Jn 6:64,Jn 7:10,Jn 7:22,Jn 7:28,Jn 7:44,Jn 7:49,Jn 8:12,Jn 8:16,Jn 8:26,Jn 8:42,Jn 8:55,Jn 9:3,Jn 9:9,Jn 9:31,Jn 10:1,Jn 10:8,Jn 10:18,Jn 10:26,Jn 11:4,Jn 11:15,Jn 11:30,Jn 11:51,Jn 11:52,Jn 11:54,Jn 12:6,Jn 12:9,Jn 12:16,Jn 12:44,Jn 12:47,Jn 12:49,Jn 13:10,Jn 13:10,Jn 13:18,Jn 14:31,Jn 15:16,Jn 15:19,Jn 15:25,Jn 16:2,Jn 16:6,Jn 16:7,Jn 16:12,Jn 16:13,Jn 16:20,Jn 17:15,Jn 19:21,Jn 19:34,Jn 21:8,Ac 4:17,Ac 4:32,Ac 5:13,Ac 7:39,Ac 7:48,Ac 10:35,Ac 13:25,Ac 15:20,Ac 16:37,Ac 18:21,Ac 19:2,Ac 20:24,Ac 26:25,Ro 1:21,Ro 2:13,Ro 2:29,Ro 2:29,Ro 4:2,Ro 4:10,Ro 4:20,Ro 5:14,Ro 6:14,Ro 6:15,Ro 7:13,Ro 7:15,Ro 7:17,Ro 7:19,Ro 7:20,Ro 8:9,Ro 8:15,Ro 8:26,Ro 8:32,Ro 8:37,Ro 9:7,Ro 9:12,Ro 9:32,Ro 10:2,Ro 11:18,Ro 12:20,Ro 13:14,1 Co 1:17,1 Co 2:4,1 Co 2:5,1 Co 2:13,1 Co 3:1,1 Co 3:2,1 Co 3:6,1 Co 3:7,1 Co 4:3,1 Co 4:4,1 Co 4:14,1 Co 4:15,1 Co 4:20,1 Co 5:8,1 Co 6:6,1 Co 6:8,1 Co 6:11,1 Co 6:11,1 Co 6:11,1 Co 6:12,1 Co 6:12,1 Co 7:4,1 Co 7:4,1 Co 7:7,1 Co 7:10,1 Co 7:21,1 Co 8:6,1 Co 9:12,1 Co 9:21,1 Co 9:27,1 Co 10:20,1 Co 10:23,1 Co 10:23,1 Co 11:17,1 Co 14:17,1 Co 14:19,1 Co 14:33,1 Co 14:34,1 Co 15:10,1 Co 15:39,1 Co 15:40,1 Co 15:46,2 Co 1:9,2 Co 1:9,2 Co 1:12,2 Co 1:13,2 Co 2:5,2 Co 2:13,2 Co 2:17,2 Co 2:17,2 Co 3:3,2 Co 3:5,2 Co 3:14,2 Co 3:15,2 Co 4:2,2 Co 4:5,2 Co 4:8,2 Co 4:8,2 Co 4:9,2 Co 4:9,2 Co 4:16,2 Co 4:16,2 Co 5:4,2 Co 5:12,2 Co 6:4,2 Co 7:5,2 Co 7:6,2 Co 7:9,2 Co 7:11,2 Co 7:11,2 Co 7:11,2 Co 7:11,2 Co 7:12,2 Co 7:14,2 Co 8:5,2 Co 8:13,2 Co 10:12,2 Co 10:18,2 Co 11:6,2 Co 11:6,2 Co 11:17,2 Co 12:14,2 Co 12:14,2 Co 12:16,2 Co 13:7,2 Co 13:8,Ga 1:17,Ga 2:3,Ga 2:14,Ga 3:12,Ga 3:16,Ga 4:2,Ga 4:7,Ga 4:14,Ga 4:17,Ga 4:23,Ga 4:29,Eph 2:19,Eph 4:29,Eph 5:15,Eph 5:24,Eph 5:27,Eph 5:29,Eph 6:4,Eph 6:6,Php 1:20,Php 2:7,Php 2:27,Php 4:6,Php 4:17,Col 3:22,1 Th 1:8,1 Th 2:7,1 Th 4:7,1 Th 5:9,2 Th 2:12,2 Th 3:8,2 Th 3:9,1 Ti 1:13,1 Ti 2:10,1 Ti 2:12,1 Ti 3:3,1 Ti 5:23,1 Ti 6:17,2 Ti 1:12,2 Ti 2:9,2 Ti 2:24,2 Ti 3:9,Phm 16,Heb 3:16,Heb 4:2,Heb 5:5,Heb 9:24,Heb 10:3,Jas 1:26,Jas 3:15,1 Pe 1:23,1 Pe 2:16,1 Pe 2:20,1 Pe 2:25,1 Pe 3:4,1 Pe 3:14,1 Pe 5:2,2 Pe 1:16,2 Pe 1:21,2 Pe 2:5,1 Jn 2:7,1 Jn 2:16,1 Jn 2:19,1 Jn 2:19,1 Jn 2:21,1 Jn 2:27,1 Jn 3:18,1 Jn 4:10,1 Jn 4:18,1 Jn 5:6,1 Jn 5:18,2 Jn 5,2 Jn 12,3 Jn 9,3 Jn 13,Jud 6,Jud 9,Re 2:4,Re 2:14,Re 2:20,Re 3:4,Re 9:5,Re 10:7,Re 10:9,Re 17:12,Re 20:6	ἀλλʼ	ἀλλά	conjunction	—
Ga 4:8	Ἀλλὰ	ἀλλά	conjunction	—
Mk 13:24,Lk 6:27,Jn 6:36,Ro 5:15,Ro 10:16,1 Co 8:7,1 Co 10:5,1 Co 12:24,1 Co 15:35,2 Co 8:7,Php 2:17,Php 3:7,Jas 2:18	Ἀλλʼ	ἀλλά	conjunction	—
Mt 5:17,Mt 6:13,Mt 6:18,Mt 8:8,Mt 9:17,Mt 9:24,Mt 10:20,Mt 10:34,Mt 11:8,Mt 11:9,Mt 13:21,Mt 15:11,Mt 16:23,Mt 19:6,Mt 20:28,Mt 21:21,Mt 22:32,Mt 27:24,Mk 3:26,Mk 4:17,Mk 5:19,Mk 5:26,Mk 5:39,Mk 7:5,Mk 7:15,Mk 8:33,Mk 9:8,Mk 9:13,Mk 9:37,Mk 10:8,Mk 10:45,Mk 11:23,Mk 12:27,Mk 13:11,Mk 13:20,Mk 14:28,Mk 14:36,Lk 1:60,Lk 7:25,Lk 7:26,Lk 8:52,Lk 12:7,Lk 16:21,Lk 20:38,Lk 22:36,Lk 22:42,Lk 24:22,Jn 4:14,Jn 5:18,Jn 5:22,Jn 5:24,Jn 5:30,Jn 5:34,Jn 6:9,Jn 6:22,Jn 6:27,Jn 6:38,Jn 7:12,Jn 7:16,Jn 7:24,Jn 7:27,Jn 8:28,Jn 8:37,Jn 8:49,Jn 10:5,Jn 10:33,Jn 11:11,Jn 11:22,Jn 11:42,Jn 12:27,Jn 12:30,Jn 12:42,Jn 13:9,Jn 14:24,Jn 15:21,Jn 16:4,Jn 16:25,Jn 16:33,Jn 17:9,Jn 17:20,Jn 18:28,Jn 18:40,Jn 19:24,Jn 20:7,Jn 20:27,Ac 1:4,Ac 1:8,Ac 2:16,Ac 5:4,Ac 10:41,Ac 15:11,Ac 18:9,Ac 19:26,Ac 19:27,Ac 21:13,Ac 21:24,Ac 26:20,Ac 26:29,Ac 27:10,Ro 1:32,Ro 3:27,Ro 3:31,Ro 4:4,Ro 4:12,Ro 4:13,Ro 4:16,Ro 4:24,Ro 5:3,Ro 5:11,Ro 6:5,Ro 6:13,Ro 7:7,Ro 8:4,Ro 8:20,Ro 8:23,Ro 9:8,Ro 9:10,Ro 9:16,Ro 9:24,Ro 10:8,Ro 10:18,Ro 10:19,Ro 11:4,Ro 11:11,Ro 11:20,Ro 12:2,Ro 12:3,Ro 12:16,Ro 12:19,Ro 12:21,Ro 13:3,Ro 13:5,Ro 14:13,Ro 14:17,Ro 14:20,Ro 15:3,Ro 15:21,Ro 16:4,Ro 16:18,1 Co 1:27,1 Co 2:7,1 Co 2:9,1 Co 2:12,1 Co 4:19,1 Co 6:13,1 Co 7:19,1 Co 7:35,1 Co 9:12,1 Co 10:13,1 Co 10:24,1 Co 10:29,1 Co 10:33,1 Co 11:8,1 Co 11:9,1 Co 12:14,1 Co 12:22,1 Co 12:25,1 Co 14:2,1 Co 14:20,1 Co 14:22,1 Co 14:22,1 Co 15:10,1 Co 15:37,1 Co 15:46,2 Co 1:19,2 Co 1:24,2 Co 2:4,2 Co 3:3,2 Co 3:6,2 Co 4:2,2 Co 4:18,2 Co 5:15,2 Co 5:16,2 Co 7:7,2 Co 7:11,2 Co 7:11,2 Co 8:8,2 Co 8:10,2 Co 8:19,2 Co 8:21,2 Co 9:12,2 Co 10:4,2 Co 10:13,2 Co 11:1,2 Co 13:3,2 Co 13:4,2 Co 13:4,Ga 1:1,Ga 1:8,Ga 1:12,Ga 2:7,Ga 3:22,Ga 4:30,Ga 4:31,Ga 5:6,Ga 5:13,Ga 6:13,Ga 6:15,Eph 1:21,Eph 5:4,Eph 5:17,Eph 5:18,Eph 6:12,Php 1:29,Php 2:3,Php 2:4,Php 2:12,Php 2:27,Php 3:8,Php 3:9,Col 2:5,Col 3:11,1 Th 1:5,1 Th 2:2,1 Th 2:4,1 Th 2:4,1 Th 2:8,1 Th 2:13,1 Th 4:8,1 Th 5:6,1 Th 5:15,2 Th 3:11,2 Th 3:15,1 Ti 1:16,1 Ti 4:12,1 Ti 5:1,1 Ti 5:13,1 Ti 6:2,1 Ti 6:4,2 Ti 1:7,2 Ti 1:8,2 Ti 1:9,2 Ti 1:17,2 Ti 2:20,2 Ti 4:3,2 Ti 4:8,2 Ti 4:16,Tt 1:8,Tt 1:15,Tt 2:10,Tt 3:5,Phm 14,Heb 2:16,Heb 3:13,Heb 5:4,Heb 7:16,Heb 10:25,Heb 10:39,Heb 11:13,Heb 12:11,Heb 12:22,Heb 12:26,Heb 13:14,Jas 1:25,Jas 4:11,1 Pe 1:15,1 Pe 1:19,1 Pe 2:18,1 Pe 3:16,1 Pe 3:21,1 Pe 4:2,1 Pe 4:13,1 Pe 5:2,1 Pe 5:3,2 Pe 2:4,2 Pe 3:9,2 Pe 3:9,1 Jn 2:2,1 Jn 4:1,2 Jn 1,2 Jn 8,3 Jn 11,Re 2:6,Re 2:9,Re 2:9,Re 3:9	ἀλλὰ	ἀλλά	conjunction	—
