Result	Lemma	Gender	Case	Number	Part of Speech	Reference
γραφὴ	γραφή	fem	nom	sg	noun	Lk 4:21,Jn 7:42,Jn 13:18,Jn 17:12,Jn 19:24,Jn 19:36,Jn 19:37,Ro 4:3,Ro 9:17,Ga 3:8,Ga 3:22,2 Ti 3:16,Jas 2:23,Jas 4:5
γραφαὶ	γραφή	fem	nom	pl	noun	Mt 26:54,Mt 26:56
γραφῶν	γραφή	fem	gen	pl	noun	Ac 17:2,Ac 18:28,Ro 15:4,Ro 16:26
γραφῆς	γραφή	fem	gen	sg	noun	Ac 8:32,Ac 8:35,2 Pe 1:20
γραφή	γραφή	fem	nom	sg	noun	Jn 7:38,Jn 10:35,Jn 19:28,Ro 10:11,Ro 11:2,Ga 4:30,1 Ti 5:18
γραφὰς	γραφή	fem	acc	pl	noun	Mt 22:29,Mk 12:24,Ac 17:11,1 Co 15:3,1 Co 15:4,2 Pe 3:16
γραφαί	γραφή	fem	nom	pl	noun	Mk 14:49
γραφὴν	γραφή	fem	acc	sg	noun	Mk 12:10,Jn 20:9,Ac 1:16
γραφῇ	γραφή	fem	dat	sg	noun	Jn 2:22,1 Pe 2:6
γραφάς	γραφή	fem	acc	pl	noun	Lk 24:32,Lk 24:45,Jn 5:39
γραφήν	γραφή	fem	acc	sg	noun	Jas 2:8
γραφαῖς	γραφή	fem	dat	pl	noun	Mt 21:42,Lk 24:27,Ac 18:24,Ro 1:2
