Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
συνήχθη	συνάγω	aor	pass	indicative	3p	—	—	sg	verb	Mk 5:21,Lk 22:66,Jn 18:2,Ac 13:44
συνηγμένοι	συνάγω	perfect	pass	participle	—	mas	nom	pl	verb	Mt 18:20,Ac 4:31,Ac 20:8
συναχθέντες	συνάγω	aor	pass	participle	—	mas	nom	pl	verb	Mt 28:12
Συνήγαγον	συνάγω	aor	actv	indicative	3p	—	—	pl	verb	Jn 11:47
συνάξω	συνάγω	futr	actv	indicative	1p	—	—	sg	verb	Lk 12:17,Lk 12:18
συναγάγετε	συνάγω	aor	actv	imperative	2p	—	—	pl	verb	Mt 13:30,Jn 6:12
συνηγμένων	συνάγω	perfect	pass	participle	—	mas	gen	pl	verb	Mt 27:17,Ac 20:7
Συνήχθησάν	συνάγω	aor	pass	indicative	3p	—	—	pl	verb	Ac 15:6
συνάχθητε	συνάγω	aor	pass	imperative	2p	—	—	pl	verb	Re 19:17
συνάξει	συνάγω	futr	actv	indicative	3p	—	—	sg	verb	Mt 3:12
συνήχθησαν	συνάγω	aor	pass	indicative	3p	—	—	pl	verb	Mt 13:2,Mt 22:34,Mt 26:3,Mt 26:57,Mt 27:62,Mk 2:2,Ac 4:26,Ac 4:27
συναχθῆναι	συνάγω	aor	pass	infinitive	—	—	—	—	verb	Ac 4:5,Ac 11:26
συνήγαγεν	συνάγω	aor	actv	indicative	3p	—	—	sg	verb	Re 16:16
συνάγονται	συνάγω	pres	pass	indicative	3p	—	—	pl	verb	Mk 6:30,Mk 7:1
συναγάγῃ	συνάγω	aor	actv	subjunctive	3p	—	—	sg	verb	Jn 11:52
συναγαγεῖν	συνάγω	aor	actv	infinitive	—	—	—	—	verb	Lk 3:17,Re 16:14,Re 20:8
συναγαγόντες	συνάγω	aor	actv	participle	—	mas	nom	pl	verb	Ac 14:27,Ac 15:30
συνήγαγον	συνάγω	aor	actv	indicative	3p	—	—	pl	verb	Mt 22:10,Mt 27:27,Jn 6:13
συνηγάγομεν	συνάγω	aor	actv	indicative	1p	—	—	pl	verb	Mt 25:38
συναγαγούσῃ	συνάγω	aor	actv	participle	—	fem	dat	sg	verb	Mt 13:47
συνάγεται	συνάγω	pres	pass	indicative	3p	—	—	sg	verb	Mk 4:1
Συνηγμένων	συνάγω	perfect	pass	participle	—	mas	gen	pl	verb	Mt 22:41
συνάγων	συνάγω	pres	actv	participle	—	mas	nom	sg	verb	Mt 12:30,Mt 25:24,Lk 11:23
συναχθέντων	συνάγω	aor	pass	participle	—	mas	gen	pl	verb	1 Co 5:4
συνάγω	συνάγω	pres	actv	indicative	1p	—	—	sg	verb	Mt 25:26
συνηγάγετέ	συνάγω	aor	actv	indicative	2p	—	—	pl	verb	Mt 25:35,Mt 25:43
συνάγουσιν	συνάγω	pres	actv	indicative	3p	—	—	pl	verb	Mt 6:26,Jn 15:6
συναχθήσονται	συνάγω	futr	pass	indicative	3p	—	—	pl	verb	Mt 24:28,Mt 25:32
συναγαγὼν	συνάγω	aor	actv	participle	—	mas	nom	sg	verb	Mt 2:4,Lk 15:13
συνηγμένα	συνάγω	perfect	pass	participle	—	neu	acc	pl	verb	Re 19:19
συνάγει	συνάγω	pres	actv	indicative	3p	—	—	sg	verb	Jn 4:36
