Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
Ἀσπάζεται	ἀσπάζομαι	pres	either middle or passive	indicative	3p	—	—	sg	verb	Ro 16:21,Col 4:10
ἀσπάζονται	ἀσπάζομαι	pres	either middle or passive	indicative	3p	—	—	pl	verb	Ro 16:16,1 Co 16:20,Php 4:21,Php 4:22
ἠσπάσατο	ἀσπάζομαι	aor	mid	indicative	3p	—	—	sg	verb	Lk 1:40
ἀσπάσησθε	ἀσπάζομαι	aor	mid	subjunctive	2p	—	—	pl	verb	Mt 5:47,Lk 10:4
Ἀσπάσασθε	ἀσπάζομαι	aor	mid	imperative	2p	—	—	pl	verb	Ro 16:3,1 Co 16:20,2 Co 13:12,Php 4:21,Col 4:15,1 Th 5:26,Heb 13:24
ἄσπασαι	ἀσπάζομαι	aor	mid	imperative	2p	—	—	sg	verb	Tt 3:15
Ἀσπάζεταί	ἀσπάζομαι	pres	either middle or passive	indicative	3p	—	—	sg	verb	2 Ti 4:21,Phm 23,2 Jn 13
Ἀσπάζονταί	ἀσπάζομαι	pres	either middle or passive	indicative	3p	—	—	pl	verb	Tt 3:15
ἀσπασάμενος	ἀσπάζομαι	aor	mid	participle	—	mas	nom	sg	verb	Ac 18:22,Ac 20:1,Ac 21:19
ἀσπάσασθε	ἀσπάζομαι	aor	mid	imperative	2p	—	—	pl	verb	Mt 10:12,Ro 16:5,Ro 16:6,Ro 16:7,Ro 16:8,Ro 16:9,Ro 16:10,Ro 16:10,Ro 16:11,Ro 16:11,Ro 16:12,Ro 16:12,Ro 16:13,Ro 16:14,Ro 16:15,Ro 16:16,1 Pe 5:14
Ἄσπασαι	ἀσπάζομαι	aor	mid	imperative	2p	—	—	sg	verb	2 Ti 4:19
ἀσπάζου	ἀσπάζομαι	pres	either middle or passive	imperative	2p	—	—	sg	verb	3 Jn 15
Ἀσπάζονται	ἀσπάζομαι	pres	either middle or passive	indicative	3p	—	—	pl	verb	1 Co 16:19,2 Co 13:12,Heb 13:24
ἀσπάζονταί	ἀσπάζομαι	pres	either middle or passive	indicative	3p	—	—	pl	verb	3 Jn 15
ἀσπάζεται	ἀσπάζομαι	pres	either middle or passive	indicative	3p	—	—	sg	verb	Ro 16:23,Ro 16:23,1 Co 16:19,Col 4:12,Col 4:14,1 Pe 5:13
ἀσπάζεσθαι	ἀσπάζομαι	pres	either middle or passive	infinitive	—	—	—	—	verb	Mk 15:18
ἠσπάζοντο	ἀσπάζομαι	impft	either middle or passive	indicative	3p	—	—	pl	verb	Mk 9:15
ἀσπασάμενοι	ἀσπάζομαι	aor	mid	participle	—	mas	nom	pl	verb	Ac 21:7,Ac 25:13,Heb 11:13
ἀσπάζομαι	ἀσπάζομαι	pres	either middle or passive	indicative	1p	—	—	sg	verb	Ro 16:22
