Result	Lemma	Part of Speech	Reference
περί	περί	preposition	Ac 25:19
περὶ	περί	preposition	Mt 2:8,Mt 3:4,Mt 4:6,Mt 6:28,Mt 8:18,Mt 9:36,Mt 11:7,Mt 11:10,Mt 12:36,Mt 15:7,Mt 16:11,Mt 17:13,Mt 18:6,Mt 18:19,Mt 19:17,Mt 20:3,Mt 20:5,Mt 20:6,Mt 20:9,Mt 20:24,Mt 21:45,Mt 22:16,Mt 22:31,Mt 22:42,Mt 26:24,Mt 26:28,Mt 27:46,Mk 1:6,Mk 1:30,Mk 1:44,Mk 3:8,Mk 3:32,Mk 3:34,Mk 4:10,Mk 4:19,Mk 5:16,Mk 5:27,Mk 6:48,Mk 7:6,Mk 7:25,Mk 8:30,Mk 9:14,Mk 9:42,Mk 10:10,Mk 10:41,Mk 12:14,Mk 12:26,Mk 14:21,Mk 16:8,Lk 1:1,Lk 1:4,Lk 2:17,Lk 2:17,Lk 2:18,Lk 2:27,Lk 2:33,Lk 2:38,Lk 3:15,Lk 3:19,Lk 3:19,Lk 4:10,Lk 4:14,Lk 4:37,Lk 4:38,Lk 5:14,Lk 5:15,Lk 6:28,Lk 7:3,Lk 7:17,Lk 7:18,Lk 7:24,Lk 7:27,Lk 9:9,Lk 9:11,Lk 9:45,Lk 10:40,Lk 10:41,Lk 11:53,Lk 12:26,Lk 13:1,Lk 13:8,Lk 16:2,Lk 17:2,Lk 19:37,Lk 21:5,Lk 22:32,Lk 22:37,Lk 22:49,Lk 23:8,Lk 24:4,Lk 24:14,Lk 24:19,Lk 24:27,Lk 24:44,Jn 1:7,Jn 1:8,Jn 1:15,Jn 1:22,Jn 1:47,Jn 2:21,Jn 2:25,Jn 3:25,Jn 5:31,Jn 5:32,Jn 5:32,Jn 5:36,Jn 5:37,Jn 5:39,Jn 5:46,Jn 6:41,Jn 6:61,Jn 7:7,Jn 7:12,Jn 7:13,Jn 7:17,Jn 7:32,Jn 7:39,Jn 8:13,Jn 8:14,Jn 8:18,Jn 8:18,Jn 8:26,Jn 8:46,Jn 9:17,Jn 9:18,Jn 9:21,Jn 10:13,Jn 10:25,Jn 10:33,Jn 10:33,Jn 10:41,Jn 11:13,Jn 11:13,Jn 11:19,Jn 12:6,Jn 12:41,Jn 13:18,Jn 13:22,Jn 13:24,Jn 15:22,Jn 15:26,Jn 16:8,Jn 16:8,Jn 16:8,Jn 16:9,Jn 16:10,Jn 16:11,Jn 16:19,Jn 16:25,Jn 16:26,Jn 17:9,Jn 17:9,Jn 17:9,Jn 17:20,Jn 17:20,Jn 18:19,Jn 18:19,Jn 18:23,Jn 18:34,Jn 19:24,Jn 21:24,Ac 1:1,Ac 1:3,Ac 1:16,Ac 2:29,Ac 2:31,Ac 5:24,Ac 7:52,Ac 8:12,Ac 8:15,Ac 8:34,Ac 8:34,Ac 8:34,Ac 9:13,Ac 10:3,Ac 10:9,Ac 10:19,Ac 11:22,Ac 12:5,Ac 13:13,Ac 13:29,Ac 15:2,Ac 15:6,Ac 17:32,Ac 18:15,Ac 18:25,Ac 19:8,Ac 19:23,Ac 19:25,Ac 19:40,Ac 19:40,Ac 19:40,Ac 21:21,Ac 21:24,Ac 21:25,Ac 22:6,Ac 22:6,Ac 22:10,Ac 22:18,Ac 23:6,Ac 23:11,Ac 23:15,Ac 23:20,Ac 23:29,Ac 24:8,Ac 24:10,Ac 24:13,Ac 24:21,Ac 24:21,Ac 24:22,Ac 24:24,Ac 24:25,Ac 25:9,Ac 25:15,Ac 25:16,Ac 25:18,Ac 25:19,Ac 25:20,Ac 25:20,Ac 25:24,Ac 25:26,Ac 26:1,Ac 26:7,Ac 26:26,Ac 28:7,Ac 28:15,Ac 28:21,Ac 28:21,Ac 28:22,Ac 28:23,Ac 28:31,Ro 1:3,Ro 1:8,Ro 8:3,Ro 14:12,Ro 15:14,Ro 15:21,1 Co 1:4,1 Co 1:11,1 Co 7:37,2 Co 10:8,Eph 6:18,Eph 6:22,Php 1:27,Php 2:19,Php 2:20,Php 2:23,Col 1:3,Col 4:3,Col 4:8,Col 4:10,1 Th 1:2,1 Th 1:9,1 Th 3:9,1 Th 4:6,1 Th 4:13,1 Th 5:25,2 Th 1:3,2 Th 1:11,2 Th 2:13,2 Th 3:1,1 Ti 1:7,1 Ti 1:19,1 Ti 6:4,1 Ti 6:21,2 Ti 1:3,2 Ti 2:18,2 Ti 3:8,Tt 2:7,Tt 2:8,Tt 3:8,Phm 10,Heb 2:5,Heb 4:4,Heb 4:8,Heb 5:3,Heb 5:3,Heb 5:3,Heb 6:9,Heb 7:14,Heb 9:5,Heb 10:6,Heb 10:7,Heb 10:8,Heb 10:18,Heb 10:26,Heb 11:7,Heb 11:20,Heb 11:22,Heb 11:22,Heb 11:32,Heb 11:40,Heb 13:11,Heb 13:18,1 Pe 1:10,1 Pe 1:10,1 Pe 3:15,1 Pe 3:18,1 Pe 5:7,2 Pe 1:12,2 Pe 3:16,1 Jn 1:1,1 Jn 2:2,1 Jn 2:2,1 Jn 2:2,1 Jn 2:26,1 Jn 2:27,1 Jn 4:10,1 Jn 5:9,1 Jn 5:10,1 Jn 5:16,3 Jn 2,Jud 3,Jud 7,Jud 9,Jud 15,Jud 15,Re 15:6
Περὶ	περί	preposition	Mt 24:36,Mk 13:32,Ac 26:2,1 Co 7:1,1 Co 7:25,1 Co 8:1,1 Co 8:4,1 Co 12:1,1 Co 16:1,1 Co 16:12,2 Co 9:1,1 Th 4:9,1 Th 5:1,Heb 5:11
