Result	Lemma	Part of Speech	Reference
σύν	σύν	preposition	Ac 25:23
σὺν	σύν	preposition	Mt 25:27,Mt 26:35,Mt 27:38,Mt 27:44,Mk 2:26,Mk 4:10,Mk 8:34,Mk 9:4,Mk 15:27,Mk 15:32,Lk 1:56,Lk 2:5,Lk 2:13,Lk 5:9,Lk 5:19,Lk 7:6,Lk 7:12,Lk 8:1,Lk 8:38,Lk 8:51,Lk 9:32,Lk 19:23,Lk 20:1,Lk 22:14,Lk 22:56,Lk 23:11,Lk 23:32,Lk 24:10,Lk 24:21,Lk 24:24,Lk 24:29,Lk 24:33,Lk 24:44,Jn 12:2,Jn 18:1,Jn 21:3,Ac 1:14,Ac 1:22,Ac 2:14,Ac 3:4,Ac 3:8,Ac 4:13,Ac 4:14,Ac 4:27,Ac 5:1,Ac 5:17,Ac 5:21,Ac 5:26,Ac 7:35,Ac 8:20,Ac 8:31,Ac 10:2,Ac 10:20,Ac 10:23,Ac 11:12,Ac 13:7,Ac 14:4,Ac 14:4,Ac 14:5,Ac 14:13,Ac 14:20,Ac 14:28,Ac 15:22,Ac 15:22,Ac 15:25,Ac 16:3,Ac 16:32,Ac 17:34,Ac 18:8,Ac 18:18,Ac 19:38,Ac 20:36,Ac 21:5,Ac 21:16,Ac 21:18,Ac 21:24,Ac 21:26,Ac 21:29,Ac 22:9,Ac 23:15,Ac 23:27,Ac 23:32,Ac 24:24,Ac 26:13,Ac 27:2,Ac 28:16,Ro 6:8,Ro 8:32,Ro 16:14,Ro 16:15,1 Co 1:2,1 Co 5:4,1 Co 10:13,1 Co 11:32,1 Co 15:10,1 Co 16:4,1 Co 16:19,2 Co 1:1,2 Co 1:21,2 Co 4:14,2 Co 4:14,2 Co 8:19,2 Co 9:4,2 Co 13:4,Ga 1:2,Ga 2:3,Ga 3:9,Ga 5:24,Eph 3:18,Eph 4:31,Php 1:1,Php 1:23,Php 2:22,Php 4:21,Col 2:5,Col 2:13,Col 2:20,Col 3:3,Col 3:4,Col 3:9,Col 4:9,1 Th 4:14,1 Th 4:17,1 Th 4:17,1 Th 5:10,Jas 1:11,2 Pe 1:18
