Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
χαίρειν	χαίρω	pres	actv	infinitive	—	—	—	—	verb	Ac 15:23,Ac 23:26,Ro 12:15,2 Co 2:3,Jas 1:1,2 Jn 10,2 Jn 11
χαρῆναι	χαίρω	aor	pass	infinitive	—	—	—	—	verb	Lk 15:32,2 Co 7:7
χαίρων	χαίρω	pres	actv	participle	—	mas	nom	sg	verb	Lk 15:5,Lk 19:6,Ac 8:39,Col 2:5
χαίρωμεν	χαίρω	pres	actv	subjunctive	1p	—	—	pl	verb	Re 19:7
χαρῆτε	χαίρω	aor	pass	subjunctive	2p	—	—	pl	verb	Php 2:28,1 Pe 4:13
χαιρόντων	χαίρω	pres	actv	participle	—	mas	gen	pl	verb	Ro 12:15
χαρήσονται	χαίρω	futr	pass	indicative	3p	—	—	pl	verb	Lk 1:14
χαῖρε	χαίρω	pres	actv	imperative	2p	—	—	sg	verb	Mt 26:49,Mt 27:29,Mk 15:18,Lk 1:28,Jn 19:3
ἐχάρητε	χαίρω	aor	pass	indicative	2p	—	—	pl	verb	Jn 14:28
χαίρει	χαίρω	pres	actv	indicative	3p	—	—	sg	verb	Mt 18:13,Jn 3:29,1 Co 13:6
χαρήσομαι	χαίρω	futr	pass	indicative	1p	—	—	sg	verb	Php 1:18
Ἐχάρην	χαίρω	aor	pass	indicative	1p	—	—	sg	verb	Php 4:10,2 Jn 4
ἐχάρησαν	χαίρω	aor	pass	indicative	3p	—	—	pl	verb	Mt 2:10,Mk 14:11,Lk 22:5,Jn 20:20,Ac 15:31
Χαίρετε	χαίρω	pres	actv	imperative	2p	—	—	pl	verb	Php 4:4
χαίρομεν	χαίρω	pres	actv	indicative	1p	—	—	pl	verb	2 Co 13:9,1 Th 3:9
ἐχάρη	χαίρω	aor	pass	indicative	3p	—	—	sg	verb	Lk 23:8,Jn 8:56,Ac 11:23
χαίρουσιν	χαίρω	pres	actv	indicative	3p	—	—	pl	verb	Re 11:10
χάρητε	χαίρω	aor	pass	imperative	2p	—	—	pl	verb	Lk 6:23
χαίροντες	χαίρω	pres	actv	participle	—	mas	nom	pl	verb	Lk 19:37,Ac 5:41,Ro 12:12,1 Co 7:30,1 Co 7:30,2 Co 6:10
ἐχάρην	χαίρω	aor	pass	indicative	1p	—	—	sg	verb	3 Jn 3
ἔχαιρον	χαίρω	impft	actv	indicative	3p	—	—	pl	verb	Ac 13:48
ἐχάρημεν	χαίρω	aor	pass	indicative	1p	—	—	pl	verb	2 Co 7:13
χαίρω	χαίρω	pres	actv	indicative	1p	—	—	sg	verb	Jn 11:15,Ro 16:19,1 Co 16:17,2 Co 7:9,2 Co 7:16,Php 1:18,Php 2:17,Col 1:24
ἔχαιρεν	χαίρω	impft	actv	indicative	3p	—	—	sg	verb	Lk 13:17
χαίρῃ	χαίρω	pres	actv	subjunctive	3p	—	—	sg	verb	Jn 4:36
χαρήσεται	χαίρω	futr	pass	indicative	3p	—	—	sg	verb	Jn 16:20,Jn 16:22
χαίρετε	χαίρω	pres	actv	imperative	2p	—	—	pl	verb	Mt 5:12,Mt 28:9,Lk 10:20,Lk 10:20,2 Co 13:11,Php 2:18,Php 3:1,Php 4:4,1 Th 5:16,1 Pe 4:13
