Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ὑπῆρχεν	ὑπάρχω	impft	actv	indicative	3p	—	—	sg	verb	Lk 8:41,Ac 5:4,Ac 10:12,Ac 16:3,Ac 28:7
ὑπάρχει	ὑπάρχω	pres	actv	indicative	3p	—	—	sg	verb	Ac 3:6,Ac 27:34,Php 3:20
ὑπάρχοντας	ὑπάρχω	pres	actv	participle	—	mas	acc	pl	verb	Ac 16:37
ὑπάρχουσιν	ὑπάρχω	pres	actv	indicative	3p	—	—	pl	verb	Ac 21:20
ὑπαρχόντων	ὑπάρχω	pres	actv	participle	—	neu	gen	pl	verb	Lk 8:3,Lk 12:15,Lk 19:8,Ac 4:32,Heb 10:34
ὑπαρχούσης	ὑπάρχω	pres	actv	participle	—	fem	gen	sg	verb	Ac 27:21
ὑπάρχουσιν	ὑπάρχω	pres	actv	participle	—	neu	dat	pl	verb	Mt 24:47,Lk 12:44,Lk 14:33
ὑπάρχωσιν	ὑπάρχω	pres	actv	subjunctive	3p	—	—	pl	verb	Jas 2:15
ὑπάρχοντά	ὑπάρχω	pres	actv	participle	—	neu	acc	pl	verb	1 Co 13:3
ὑπάρχοντα	ὑπάρχω	pres	actv	participle	—	mas	acc	sg	verb	Ac 17:27
ὑπάρχοντος	ὑπάρχω	pres	actv	participle	—	neu	gen	sg	verb	Ac 19:40
ὑπάρχοντες	ὑπάρχω	pres	actv	participle	—	mas	nom	pl	verb	Lk 7:25,Lk 11:13,Lk 16:14,Ac 16:20,Ac 17:29,2 Pe 2:19
ὑπάρχοντα	ὑπάρχω	pres	actv	participle	—	neu	nom	pl	verb	Lk 11:21,2 Pe 1:8
ὑπάρχων	ὑπάρχω	pres	actv	participle	—	mas	nom	sg	verb	Lk 9:48,Lk 16:23,Lk 23:50,Ac 2:30,Ac 3:2,Ac 7:55,Ac 17:24,Ac 22:3,Ro 4:19,1 Co 11:7,2 Co 8:17,2 Co 12:16,Ga 1:14,Ga 2:14,Php 2:6
ὑπῆρχον	ὑπάρχω	impft	actv	indicative	3p	—	—	pl	verb	Ac 4:34,Ac 8:16
ὑπάρχοντα	ὑπάρχω	pres	actv	participle	—	neu	acc	pl	verb	Mt 19:21,Mt 25:14,Lk 12:33,Lk 16:1
ὑπάρχοντος	ὑπάρχω	pres	actv	participle	—	mas	gen	sg	verb	Ac 4:37,Ac 27:12
ὑπάρχειν	ὑπάρχω	pres	actv	infinitive	—	—	—	—	verb	Ac 19:36,Ac 28:18,1 Co 7:26,1 Co 11:18,1 Co 12:22,2 Pe 3:11
