Result	Lemma	Gender	Case	Number	Part of Speech	Reference
βασιλεῖς	βασιλεύς	mas	acc	pl	noun	Mt 10:18,Lk 21:12,Re 16:14,Re 19:19
βασιλέως	βασιλεύς	mas	gen	sg	noun	Mt 2:1,Mt 2:9,Mt 5:35,Lk 1:5,Ac 7:10,Ac 12:20,2 Co 11:32,Heb 11:23,Heb 11:27
βασιλεῖς	βασιλεύς	mas	nom	pl	noun	Mt 17:25,Lk 10:24,Lk 22:25,Ac 4:26,Re 6:15,Re 17:2,Re 17:9,Re 17:12,Re 17:12,Re 18:3,Re 18:9,Re 21:24
Βασιλεὺς	βασιλεύς	mas	nom	sg	noun	Re 19:16
βασιλέων	βασιλεύς	mas	gen	pl	noun	Mt 11:8,Mk 13:9,Ac 9:15,1 Ti 2:2,Heb 7:1,Re 1:5,Re 16:12,Re 17:14,Re 17:18,Re 19:16,Re 19:18
βασιλεὺς	βασιλεύς	mas	nom	sg	noun	Mt 2:2,Mt 2:3,Mt 14:9,Mt 22:7,Mt 22:11,Mt 22:13,Mt 25:34,Mt 25:40,Mt 27:11,Mt 27:37,Mt 27:42,Mk 6:14,Mk 6:22,Mk 6:26,Mk 6:27,Mk 15:2,Mk 15:26,Mk 15:32,Lk 14:31,Lk 19:38,Lk 23:3,Lk 23:37,Lk 23:38,Jn 1:49,Jn 12:13,Jn 18:33,Jn 18:37,Jn 19:3,Jn 19:14,Jn 19:19,Jn 19:21,Ac 7:18,Ac 12:1,Ac 25:13,Ac 26:26,Ac 26:30,1 Ti 6:15,Heb 7:1,Heb 7:2,Heb 7:2,Heb 7:2,Re 15:3,Re 17:14
βασιλέα	βασιλεύς	mas	acc	sg	noun	Mt 1:6,Mk 6:25,Mk 15:9,Mk 15:12,Lk 23:2,Jn 6:15,Jn 18:39,Jn 19:12,Jn 19:15,Jn 19:15,Ac 13:21,Ac 13:22,Ac 17:7,1 Pe 2:17,Re 9:11
βασιλεύς	βασιλεύς	mas	nom	sg	noun	Mt 21:5,Jn 12:15,Jn 18:37,Jn 19:21
βασιλεῦσιν	βασιλεύς	mas	dat	pl	noun	Re 10:11
βασιλεῖ	βασιλεύς	mas	dat	sg	noun	Mt 18:23,Mt 22:2,Lk 14:31,Ac 25:14,1 Ti 1:17,1 Pe 2:13
βασιλεῦ	βασιλεύς	mas	voc	sg	noun	Mt 27:29,Mk 15:18,Ac 25:24,Ac 25:26,Ac 26:2,Ac 26:7,Ac 26:13,Ac 26:19,Ac 26:27
