Result	Lemma	Gender	Case	Number	Part of Speech	Reference
ἐθνῶν	ἔθνος	neu	gen	pl	noun	Mt 4:15,Mt 10:5,Mt 20:25,Mt 24:9,Mk 10:42,Lk 2:32,Lk 21:24,Lk 21:24,Lk 21:25,Lk 22:25,Ac 7:45,Ac 9:15,Ac 13:47,Ac 14:2,Ac 14:5,Ac 15:3,Ac 15:14,Ac 15:19,Ac 15:23,Ac 21:11,Ac 21:25,Ac 26:17,Ro 3:29,Ro 3:29,Ro 4:17,Ro 4:18,Ro 9:24,Ro 11:12,Ro 11:13,Ro 11:25,Ro 15:12,Ro 15:16,Ro 15:18,Ro 16:4,2 Co 11:26,Ga 2:12,Ga 2:15,Eph 3:1,1 Ti 2:7,1 Pe 4:3,Re 2:26,Re 11:9,Re 15:3,Re 16:19,Re 21:26,Re 22:2
ἔθνος	ἔθνος	neu	acc	sg	noun	Mt 24:7,Mk 13:8,Lk 7:5,Lk 21:10,Lk 23:2,Jn 11:48,Ac 7:7,Ac 8:9,Ac 17:26,Ac 24:17,Re 13:7,Re 14:6
ἔθνους	ἔθνος	neu	gen	sg	noun	Jn 11:51,Jn 11:52,Ac 2:5,Ac 10:22,Ac 28:19,Re 5:9,Re 7:9
ἔθνη	ἔθνος	neu	voc	pl	noun	Ro 15:10
ἔθνη	ἔθνος	neu	accusative, nominative	pl	noun	Ro 15:9
ἔθνη	ἔθνος	neu	nom	pl	noun	Mt 6:32,Mt 12:21,Mt 25:32,Lk 12:30,Ac 4:25,Ac 11:1,Ac 13:48,Ac 15:17,Ro 2:14,Ro 9:30,Ro 15:12,Ro 15:27,1 Co 12:2,Ga 3:8,Eph 2:11,Eph 4:17,1 Th 4:5,2 Ti 4:17,Re 11:18,Re 15:4,Re 17:15,Re 18:3,Re 18:23,Re 21:24
ἔθνος	ἔθνος	neu	nom	sg	noun	Mt 24:7,Mk 13:8,Lk 21:10,Jn 11:50,Jn 18:35,1 Pe 2:9
ἔθνεσιν	ἔθνος	neu	dat	pl	noun	Mt 10:18,Mt 12:18,Mt 20:19,Mt 24:14,Mk 10:33,Mk 11:17,Lk 18:32,Ac 4:27,Ac 11:18,Ac 14:27,Ac 15:12,Ac 21:19,Ac 26:20,Ac 26:23,Ac 28:28,Ro 1:5,Ro 1:13,Ro 2:24,Ro 11:11,Ro 11:13,Ro 15:9,1 Co 1:23,1 Co 5:1,Ga 1:16,Ga 2:2,Eph 3:8,Col 1:27,1 Th 2:16,1 Ti 3:16,1 Pe 2:12,Re 10:11,Re 11:2
ἔθνη	ἔθνος	neu	acc	pl	noun	Mt 28:19,Mk 13:10,Lk 21:24,Lk 24:47,Ac 10:45,Ac 13:19,Ac 13:46,Ac 14:16,Ac 15:7,Ac 18:6,Ac 21:21,Ac 22:21,Ro 15:16,Ro 16:26,Ga 2:8,Ga 2:9,Ga 2:14,Ga 3:8,Ga 3:14,Eph 3:6,Re 12:5,Re 14:8,Re 19:15,Re 20:3,Re 20:8
ἔθνει	ἔθνος	neu	dat	sg	noun	Mt 21:43,Ac 10:35,Ac 24:2,Ac 24:10,Ac 26:4,Ro 10:19,Ro 10:19
ἔθνη	ἔθνος	neu	vocative, nominative	pl	noun	Ro 15:11
