Result	Lemma	Gender	Case	Number	Reference
καρδίαν	καρδία	fem	acc	sg	Mk 7:19,Mk 8:17,Jn 12:40,Jn 13:2,Jn 16:6,Ac 2:37,Ac 5:3,Ac 7:23,Ac 13:22,Ac 16:14,Ac 21:13,Ro 2:5,1 Co 2:9,2 Co 3:15,Heb 13:9,Jas 1:26,2 Pe 2:14,1 Jn 3:19
καρδίᾳ	καρδία	fem	dat	sg	Mt 5:8,Mt 5:28,Mt 11:29,Mt 12:40,Mt 13:15,Mt 13:19,Mt 22:37,Mt 24:48,Mk 11:23,Lk 1:66,Lk 2:19,Lk 2:51,Lk 8:15,Lk 12:45,Lk 24:25,Lk 24:38,Jn 12:40,Ac 5:4,Ac 28:27,Ro 9:2,Ro 10:6,Ro 10:8,Ro 10:9,Ro 10:10,1 Co 7:37,1 Co 7:37,2 Co 5:12,2 Co 8:16,2 Co 9:7,Eph 5:19,Php 1:7,1 Th 2:17,Heb 3:10,Jas 3:14,Re 18:7
καρδία	καρδία	fem	nom	sg	Mt 6:21,Mt 13:15,Mt 15:8,Mk 6:52,Mk 7:6,Lk 12:34,Lk 24:32,Jn 14:1,Jn 14:27,Jn 16:22,Ac 2:26,Ac 4:32,Ac 8:21,Ac 28:27,Ro 1:21,2 Co 6:11,Heb 3:12,1 Jn 3:20,1 Jn 3:21
καρδιῶν	καρδία	fem	gen	pl	Mt 18:35,Lk 2:35,Ro 1:24,1 Co 4:5
καρδίας	καρδία	fem	gen	sg	Mt 12:34,Mt 15:18,Mt 15:19,Mk 3:5,Mk 7:21,Mk 12:30,Mk 12:33,Lk 1:51,Lk 6:45,Lk 6:45,Lk 8:12,Lk 9:47,Lk 10:27,Ac 2:46,Ac 8:22,Ac 11:23,Ro 2:29,Ro 6:17,Ro 10:1,1 Co 14:25,2 Co 2:4,Eph 1:18,Eph 4:18,Eph 6:5,Col 3:22,1 Ti 1:5,2 Ti 2:22,Heb 4:12,Heb 10:22,1 Pe 1:22,1 Pe 3:4,1 Jn 3:20
καρδίας	καρδία	fem	acc	pl	Lk 1:17,Lk 16:15,Ac 14:17,Ac 15:9,Ro 8:27,Ro 16:18,Ga 4:6,Eph 6:22,Php 4:7,Col 4:8,1 Th 2:4,1 Th 3:13,2 Th 2:17,2 Th 3:5,Heb 3:8,Heb 3:15,Heb 4:7,Heb 8:10,Heb 10:16,Heb 10:22,Jas 4:8,Jas 5:5,Jas 5:8,Re 2:23,Re 17:17
καρδίαι	καρδία	fem	nom	pl	Lk 21:34,Col 2:2
καρδίαις	καρδία	fem	dat	pl	Mt 9:4,Mk 2:6,Mk 2:8,Lk 3:15,Lk 5:22,Lk 21:14,Ac 7:39,Ac 7:51,Ac 7:54,Ro 2:15,Ro 5:5,2 Co 1:22,2 Co 3:2,2 Co 3:3,2 Co 4:6,2 Co 7:3,Eph 3:17,Col 3:15,Col 3:16,1 Pe 3:15,2 Pe 1:19
