Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
θεωρήσαντες	θεωρέω	aor	actv	participle	—	mas	nom	pl	verb	Lk 23:48
ἐθεώρουν	θεωρέω	impft	actv	indicative	1p	—	—	singular, plural	verb	Lk 10:18
θεωρῶ	θεωρέω	pres	actv	indicative	1p	—	—	sg	verb	Jn 4:19,Ac 7:56,Ac 17:22,Ac 27:10
θεωρεῖ	θεωρέω	pres	actv	indicative	3p	—	—	sg	verb	Mk 5:38,Jn 10:12,Jn 12:45,Jn 14:17,Jn 14:19,Jn 20:6,Jn 20:12,Jn 20:14,Ac 10:11
θεωρῇ	θεωρέω	pres	actv	subjunctive	3p	—	—	sg	verb	1 Jn 3:17
θεωρήσῃ	θεωρέω	aor	actv	subjunctive	3p	—	—	sg	verb	Jn 8:51
ἐθεώρουν	θεωρέω	impft	actv	indicative	3p	—	—	pl	verb	Mk 3:11,Mk 15:47,Jn 6:2
θεωροῦσιν	θεωρέω	pres	actv	indicative	3p	—	—	pl	verb	Mk 5:15,Mk 16:4,Jn 6:19
θεωρῶν	θεωρέω	pres	actv	participle	—	mas	nom	sg	verb	Lk 23:35,Jn 6:40,Jn 12:45,Ac 8:13
ἐθεώρει	θεωρέω	impft	actv	indicative	3p	—	—	sg	verb	Mk 12:41
θεωρῆσαι	θεωρέω	aor	actv	infinitive	—	—	—	—	verb	Mt 28:1
θεωρεῖν	θεωρέω	pres	actv	infinitive	—	—	—	—	verb	Lk 24:37,Ac 20:38
θεωρεῖτε	θεωρέω	pres	actv	indicative, imperative	2p	—	—	pl	verb	Jn 12:19,Ac 25:24
θεωρήσουσιν	θεωρέω	futr	actv	indicative	3p	—	—	pl	verb	Jn 7:3
Θεωρεῖτε	θεωρέω	pres	actv	imperative, indicative	2p	—	—	pl	verb	Heb 7:4
θεωρούντων	θεωρέω	pres	actv	participle	—	mas	gen	pl	verb	Ac 28:6
θεωρεῖτέ	θεωρέω	pres	actv	indicative	2p	—	—	pl	verb	Jn 14:19,Jn 16:10,Jn 16:16,Jn 16:17,Jn 16:19
θεωρεῖς	θεωρέω	pres	actv	indicative	2p	—	—	sg	verb	Ac 21:20
Θεωροῦντες	θεωρέω	pres	actv	participle	—	mas	nom	pl	verb	Ac 4:13
θεωρῶσιν	θεωρέω	pres	actv	subjunctive	3p	—	—	pl	verb	Jn 17:24
θεωροῦντας	θεωρέω	pres	actv	participle	—	mas	acc	pl	verb	Re 11:11
θεωροῦντες	θεωρέω	pres	actv	participle	—	mas	nom	pl	verb	Lk 14:29,Jn 2:23,Jn 9:8,Ac 9:7
θεωρῆτε	θεωρέω	pres	actv	subjunctive	2p	—	—	pl	verb	Jn 6:62
θεωρεῖτε	θεωρέω	pres	actv	indicative	2p	—	—	pl	verb	Lk 21:6,Lk 24:39,Ac 3:16,Ac 19:26
θεωροῦσαι	θεωρέω	pres	actv	participle	—	fem	nom	pl	verb	Mt 27:55,Mk 15:40
θεωροῦντος	θεωρέω	pres	actv	participle	—	mas	gen	sg	verb	Ac 17:16
ἐθεώρησαν	θεωρέω	aor	actv	indicative	3p	—	—	pl	verb	Re 11:12
