Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
παρακαλέσαι	παρακαλέω	aor	actv	infinitive	—	—	—	—	verb	Mt 26:53,2 Co 2:7,2 Co 8:6,2 Co 9:5,1 Th 3:2
Παρακαλοῦμεν	παρακαλέω	pres	actv	indicative	1p	—	—	pl	verb	1 Th 4:10,1 Th 5:14
παρακαλούμεθα	παρακαλέω	pres	pass	indicative	1p	—	—	pl	verb	2 Co 1:4,2 Co 1:6
παρακαλεῖσθε	παρακαλέω	pres	pass	imperative	2p	—	—	pl	verb	2 Co 13:11
παρεκάλει	παρακαλέω	impft	actv	indicative	3p	—	—	sg	verb	Mt 18:29,Mk 5:10,Mk 5:18,Lk 8:41,Lk 15:28,Ac 2:40,Ac 11:23,Ac 27:33
παρεκάλεσα	παρακαλέω	aor	actv	indicative	1p	—	—	sg	verb	1 Co 16:12,2 Co 12:8,2 Co 12:18,Ac 28:20
παρακαλῶν	παρακαλέω	pres	actv	participle	—	mas	nom	sg	verb	Mt 8:5,Mk 1:40,Lk 3:18,Ac 16:9,Ro 12:8,2 Co 1:4,2 Co 7:6,1 Pe 5:12,Jud 3
παρακαλεῖτε	παρακαλέω	pres	actv	imperative	2p	—	—	pl	verb	1 Th 4:18,1 Th 5:11,Heb 3:13
παρακάλεσον	παρακαλέω	aor	actv	imperative	2p	—	—	sg	verb	2 Ti 4:2
παρεκλήθησαν	παρακαλέω	aor	pass	indicative	3p	—	—	pl	verb	Ac 20:12
παρακαλεῖ	παρακαλέω	pres	actv	indicative	3p	—	—	sg	verb	Mk 5:23
παρακαλέσαι	παρακαλέω	aor	actv	optative	3p	—	—	sg	verb	2 Th 2:17
παρεκάλεσαν	παρακαλέω	aor	actv	indicative	3p	—	—	pl	verb	Mt 8:34,Mk 5:12,Lk 8:32,Ac 15:32,Ac 16:39,Ac 16:40
παρακληθῆναι	παρακαλέω	aor	pass	infinitive	—	—	—	—	verb	Mt 2:18
παρακαλεῖται	παρακαλέω	pres	pass	indicative	3p	—	—	sg	verb	Lk 16:25
παρεκλήθημεν	παρακαλέω	aor	pass	indicative	1p	—	—	pl	verb	Ac 28:14,1 Th 3:7
παρακαλοῦντες	παρακαλέω	pres	actv	participle	—	mas	nom	pl	verb	Ac 9:38,Ac 14:22,1 Th 2:12,Heb 10:25
παρεκάλεσά	παρακαλέω	aor	actv	indicative	1p	—	—	sg	verb	1 Ti 1:3
παρακαλέσῃ	παρακαλέω	aor	actv	subjunctive	3p	—	—	sg	verb	Eph 6:22,Col 4:8
παρακαλοῦσιν	παρακαλέω	pres	actv	indicative	3p	—	—	pl	verb	Mk 7:32,Mk 8:22
παρακληθήσονται	παρακαλέω	futr	pass	indicative	3p	—	—	pl	verb	Mt 5:4
παρεκάλουν	παρακαλέω	impft	actv	indicative	3p	—	—	pl	verb	Mt 8:31,Mt 14:36,Mk 6:56,Lk 7:4,Lk 8:31,Ac 13:42,Ac 19:31,Ac 25:2
παρεκαλοῦμεν	παρακαλέω	impft	actv	indicative	1p	—	—	pl	verb	Ac 21:12
παρακαλοῦντος	παρακαλέω	pres	actv	participle	—	mas	gen	sg	verb	2 Co 5:20
παρεκλήθη	παρακαλέω	aor	pass	indicative	3p	—	—	sg	verb	2 Co 7:7
παρακληθῶσιν	παρακαλέω	aor	pass	subjunctive	3p	—	—	pl	verb	Col 2:2
παρεκάλεσάς	παρακαλέω	aor	actv	indicative	2p	—	—	sg	verb	Mt 18:32
παρεκάλεσέν	παρακαλέω	aor	actv	indicative	3p	—	—	sg	verb	Ac 8:31
παρακαλέσας	παρακαλέω	aor	actv	participle	—	mas	nom	sg	verb	Ac 20:1,Ac 20:2
παρακάλει	παρακαλέω	pres	actv	imperative	2p	—	—	sg	verb	1 Ti 5:1,1 Ti 6:2,Tt 2:6,Tt 2:15
παρεκάλεσεν	παρακαλέω	aor	actv	indicative	3p	—	—	sg	verb	Ac 16:15,2 Co 7:6
παρακαλοῦμεν	παρακαλέω	pres	actv	indicative	1p	—	—	pl	verb	1 Co 4:13,2 Co 6:1,1 Th 4:1,2 Th 3:12
Παρακαλῶ	παρακαλέω	pres	actv	indicative	1p	—	—	sg	verb	Ro 12:1,Ro 15:30,Ro 16:17,1 Co 1:10,1 Co 4:16,1 Co 16:15,Eph 4:1,1 Ti 2:1,Heb 13:22
παρακαλῶνται	παρακαλέω	pres	pass	subjunctive	3p	—	—	pl	verb	1 Co 14:31
παρακεκλήμεθα	παρακαλέω	perfect	pass	indicative	1p	—	—	pl	verb	2 Co 7:13
παρακαλεῖν	παρακαλέω	pres	actv	infinitive	—	—	—	—	verb	Mk 5:17,2 Co 1:4,Tt 1:9
παρακαλῶ	παρακαλέω	pres	actv	indicative	1p	—	—	sg	verb	Ac 24:4,Ac 27:34,2 Co 2:8,2 Co 10:1,Php 4:2,Php 4:2,Phm 9,Phm 10,Heb 13:19,1 Pe 2:11,1 Pe 5:1
