Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ζήσωμεν	ζάω	aor	actv	subjunctive	1p	—	—	pl	verb	1 Th 5:10,Tt 2:12,1 Pe 2:24,1 Jn 4:9
ζήσω	ζάω	aor	actv	subjunctive	1p	—	—	sg	verb	Ga 2:19
ζῶσιν	ζάω	pres	actv	subjunctive	3p	—	—	pl	verb	2 Co 5:15,1 Pe 4:6
ζῶντα	ζάω	pres	actv	participle	—	mas	acc	sg	verb	Lk 24:5,Ac 1:3,Ac 14:15,Ac 20:12,1 Pe 2:4
ἔζησεν	ζάω	aor	actv	indicative	3p	—	—	sg	verb	Lk 15:32,Ro 14:9,Re 2:8,Re 13:14
ζῶν	ζάω	pres	actv	participle	—	mas	nom	sg	verb	Mt 27:63,Lk 15:13,Jn 6:51,Jn 6:57,Jn 11:26,Heb 7:25,Re 1:18,Re 1:18
ζήσῃ	ζάω	futr	middle, active	indicative	2p	—	—	sg	verb	Lk 10:28
ζῶντος	ζάω	pres	actv	participle	—	mas	gen	sg	verb	Mt 16:16,Mt 26:63,Ro 7:3,Ro 9:26,2 Co 3:3,2 Co 6:16,1 Ti 3:15,Heb 3:12,Heb 10:31,Heb 12:22,1 Pe 1:23,Re 7:2,Re 15:7
ζῶμεν	ζάω	pres	actv	subjunctive	1p	—	—	pl	verb	Ro 14:8,Ro 14:8
ζῶσιν	ζάω	pres	actv	indicative	3p	—	—	pl	verb	Lk 20:38
ζῶσαν	ζάω	pres	actv	participle	—	fem	acc	sg	verb	Ac 9:41,Ro 12:1,Heb 10:20,1 Pe 1:3,1 Co 15:45
ζῶντες	ζάω	pres	actv	participle	—	mas	nom	pl	verb	2 Co 4:11,2 Co 5:15,Col 2:20,1 Th 4:15,1 Th 4:17,1 Pe 2:5,Re 19:20
Ζῶν	ζάω	pres	actv	participle	—	mas	nom	sg	verb	Heb 4:12
ἔζησα	ζάω	aor	actv	indicative	1p	—	—	sg	verb	Ac 26:5
ζῆτε	ζάω	pres	actv	indicative	2p	—	—	pl	verb	Ro 8:13
ζῶντα	ζάω	pres	actv	participle	—	neu	acc	pl	verb	Ac 7:38
ζώντων	ζάω	pres	actv	participle	—	mas	gen	pl	verb	Mt 22:32,Mk 12:27,Lk 20:38,Ac 10:42,Ro 14:9
ἔζησαν	ζάω	aor	actv	indicative	3p	—	—	pl	verb	Re 20:4,Re 20:5
ζῇ	ζάω	pres	actv	indicative	3p	—	—	sg	verb	Mk 16:11,Jn 4:50,Jn 4:51,Jn 4:53,Ro 6:10,Ro 6:10,Ro 7:1,Ro 14:7,1 Co 7:39,2 Co 13:4,Ga 2:20,Heb 7:8,Heb 9:17
ζήσεσθε	ζάω	futr	mid	indicative	2p	—	—	pl	verb	Ro 8:13
ζῶμεν	ζάω	pres	actv	indicative	1p	—	—	pl	verb	Ac 17:28,Ro 14:8,2 Co 6:9,Ga 5:25,1 Th 3:8
ζῶν	ζάω	pres	actv	participle	—	neu	acc	sg	verb	Jn 4:10,Jn 4:11
ζῶσα	ζάω	pres	actv	participle	—	fem	nom	sg	verb	1 Ti 5:6
ζήσετε	ζάω	futr	actv	indicative	2p	—	—	pl	verb	Jn 14:19
ζῆν	ζάω	pres	actv	infinitive	—	—	—	—	verb	Lk 24:23,Ac 22:22,Ac 25:19,Ac 25:24,Ac 28:4,Ro 8:12,1 Co 9:14,2 Co 1:8,Php 1:21,Php 1:22,2 Ti 3:12,Heb 2:15
ζήσουσιν	ζάω	futr	actv	indicative	3p	—	—	pl	verb	Jn 5:25
ζῶ	ζάω	pres	actv	indicative	1p	—	—	sg	verb	Jn 6:57,Jn 14:19,Ro 14:11,Ga 2:20,Ga 2:20,Ga 2:20
ἐζῆτε	ζάω	impft	actv	indicative	2p	—	—	pl	verb	Col 3:7
ζήσει	ζάω	futr	actv	indicative	3p	—	—	sg	verb	Jn 6:51,Jn 6:57,Jn 6:58
ἔζων	ζάω	impft	actv	indicative	1p	—	—	sg	verb	Ro 7:9
ζῶντος	ζάω	pres	actv	participle	—	neu	gen	sg	verb	Jn 7:38
ζήσεται	ζάω	futr	mid	indicative	3p	—	—	sg	verb	Mt 4:4,Mt 9:18,Lk 4:4,Jn 11:25,Ro 1:17,Ro 10:5,Ga 3:11,Ga 3:12,Heb 10:38
ζῇς	ζάω	pres	actv	indicative	2p	—	—	sg	verb	Ga 2:14,Re 3:1
ζήσομεν	ζάω	futr	actv	indicative	1p	—	—	pl	verb	Ro 6:2,2 Co 13:4,Heb 12:9,Jas 4:15
ζῶντι	ζάω	pres	actv	participle	—	mas	dat	sg	verb	Ro 7:2,1 Th 1:9,1 Ti 4:10,Heb 9:14,Re 4:9,Re 4:10,Re 10:6
ζήσασα	ζάω	aor	actv	participle	—	fem	nom	sg	verb	Lk 2:36
ζῶντας	ζάω	pres	actv	participle	—	mas	acc	pl	verb	Ro 6:11,Ro 6:13,2 Ti 4:1,1 Pe 4:5
ζήσῃ	ζάω	aor	actv	subjunctive	3p	—	—	sg	verb	Mk 5:23
