Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
προσευχόμεθα	προσεύχομαι	pres	either middle or passive	indicative	1p	—	—	pl	verb	2 Th 1:11
προσευχέσθω	προσεύχομαι	pres	either middle or passive	imperative	3p	—	—	sg	verb	1 Co 14:13,Jas 5:13
προσεύξωμαι	προσεύχομαι	aor	mid	subjunctive	1p	—	—	sg	verb	Mt 26:36,Mk 14:32
προσηύξαντο	προσεύχομαι	aor	mid	indicative	3p	—	—	pl	verb	Ac 8:15
προσεύχωμαι	προσεύχομαι	pres	either middle or passive	subjunctive	1p	—	—	sg	verb	1 Co 14:14
προσεύχεσθε	προσεύχομαι	pres	either middle or passive	imperative	2p	—	—	pl	verb	Mt 5:44,Mt 6:9,Mt 24:20,Mt 26:41,Mk 13:18,Mk 14:38,Lk 6:28,Lk 22:40,Lk 22:46,1 Th 5:17,1 Th 5:25,2 Th 3:1
προσευξώμεθα	προσεύχομαι	aor	mid	subjunctive	1p	—	—	pl	verb	Ro 8:26
προσευξάσθωσαν	προσεύχομαι	aor	mid	imperative	3p	—	—	pl	verb	Jas 5:14
προσευχόμενον	προσεύχομαι	pres	either middle or passive	participle	—	mas	acc	sg	verb	Lk 9:18,Lk 11:1
προσεύξασθαι	προσεύχομαι	aor	mid	infinitive	—	—	—	—	verb	Mt 14:23,Mk 6:46,Lk 6:12,Lk 9:28,Lk 18:10,Ac 10:9
πρόσευξαι	προσεύχομαι	aor	mid	imperative	2p	—	—	sg	verb	Mt 6:6
προσεύξηται	προσεύχομαι	aor	mid	subjunctive	3p	—	—	sg	verb	Mt 19:13
προσεύχεται	προσεύχομαι	pres	either middle or passive	indicative	3p	—	—	sg	verb	Ac 9:11,1 Co 14:14
προσευχομένη	προσεύχομαι	pres	either middle or passive	participle	—	fem	nom	sg	verb	1 Co 11:5
Προσευχόμενοι	προσεύχομαι	pres	either middle or passive	participle	—	mas	nom	pl	verb	Mt 6:7
προσευχομένου	προσεύχομαι	pres	either middle or passive	participle	—	mas	gen	sg	verb	Lk 3:21,Ac 22:17
προσευξάμενος	προσεύχομαι	aor	mid	participle	—	mas	nom	sg	verb	Ac 28:8
προσεύχησθε	προσεύχομαι	pres	either middle or passive	subjunctive	2p	—	—	pl	verb	Mt 6:5,Lk 11:2
προσεύχῃ	προσεύχομαι	pres	either middle or passive	subjunctive	2p	—	—	sg	verb	Mt 6:6
προσεύχονται	προσεύχομαι	pres	either middle or passive	indicative	3p	—	—	pl	verb	Lk 20:47
προσεύχεσθε	προσεύχομαι	pres	either middle or passive	indicative, imperative	2p	—	—	pl	verb	Mk 11:24
προσηύχετο	προσεύχομαι	impft	either middle or passive	indicative	3p	—	—	sg	verb	Mk 1:35,Mk 14:35,Lk 18:11,Lk 22:41,Lk 22:44
προσηύξατο	προσεύχομαι	aor	mid	indicative	3p	—	—	sg	verb	Mt 26:42,Mt 26:44,Mk 14:39,Ac 9:40,Ac 20:36,Jas 5:17,Jas 5:18
Προσεύχεσθε	προσεύχομαι	pres	either middle or passive	imperative	2p	—	—	pl	verb	Heb 13:18
προσευχόμενοι	προσεύχομαι	pres	either middle or passive	participle	—	mas	nom	pl	verb	Mk 11:25,Mk 12:40,Ac 12:12,Ac 16:25,Eph 6:18,Col 1:3,Col 1:9,Col 4:3,Jud 20
προσευξάμενοι	προσεύχομαι	aor	mid	participle	—	mas	nom	pl	verb	Ac 1:24,Ac 6:6,Ac 13:3,Ac 14:23,Ac 21:5
προσεύχεσθαι	προσεύχομαι	pres	either middle or passive	infinitive	—	—	—	—	verb	Mt 6:5,Lk 9:29,Lk 11:1,Lk 18:1,1 Co 11:13,1 Ti 2:8
προσεύχομαι	προσεύχομαι	pres	either middle or passive	indicative	1p	—	—	sg	verb	Php 1:9
προσεύξομαι	προσεύχομαι	futr	mid	indicative	1p	—	—	sg	verb	1 Co 14:15,1 Co 14:15
προσευχόμενον	προσεύχομαι	pres	either middle or passive	participle	—	neu	nom	sg	verb	Lk 1:10
προσευχόμενος	προσεύχομαι	pres	either middle or passive	participle	—	mas	nom	sg	verb	Mt 26:39,Lk 5:16,Ac 10:30,Ac 11:5,1 Co 11:4
