Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
θέλοντα	θέλω	pres	actv	participle	—	mas	acc	sg	verb	Mt 5:42
θέλει	θέλω	pres	actv	indicative	3p	—	—	sg	verb	Mt 16:24,Mt 27:43,Mk 8:34,Mk 9:35,Lk 5:39,Lk 9:23,Lk 13:31,Jn 3:8,Jn 5:21,Ac 2:12,Ac 17:20,Ro 9:18,Ro 9:18,1 Co 7:36,1 Co 7:39,2 Th 3:10,1 Ti 2:4,Re 2:21,Re 11:5
Θέλεις	θέλω	pres	actv	indicative	2p	—	—	sg	verb	Jas 2:20
θέλων	θέλω	pres	actv	participle	—	mas	nom	sg	verb	Mt 1:19,Mt 14:5,Lk 10:29,Lk 14:28,Lk 23:8,Lk 23:20,Ac 24:27,Ac 25:9,Ro 9:22,Col 2:18,Heb 12:17,1 Pe 3:10,Re 22:17
θέλω	θέλω	pres	actv	indicative	1p	—	—	sg	verb	Mt 8:3,Mt 9:13,Mt 12:7,Mt 15:32,Mt 20:14,Mt 20:15,Mt 21:29,Mt 26:39,Mk 1:41,Mk 6:25,Mk 14:36,Lk 5:13,Lk 12:49,Jn 17:24,Ro 1:13,Ro 7:15,Ro 7:16,Ro 7:19,Ro 7:19,Ro 7:20,Ro 11:25,Ro 16:19,1 Co 7:7,1 Co 10:1,1 Co 10:20,1 Co 12:1,1 Co 14:5,1 Co 14:19,1 Co 16:7,2 Co 12:20,Ga 3:2,3 Jn 13
θέλωσιν	θέλω	pres	actv	subjunctive	3p	—	—	pl	verb	Ac 26:5
ἠθέλησαν	θέλω	aor	actv	indicative	3p	—	—	pl	verb	Mt 17:12,Lk 10:24,Ac 7:39
θέλοντος	θέλω	pres	actv	participle	—	mas	gen	sg	verb	Ac 18:21,Ro 9:16
ἤθελες	θέλω	impft	actv	indicative	2p	—	—	sg	verb	Jn 21:18
θελήσω	θέλω	aor	actv	subjunctive	1p	—	—	sg	verb	2 Co 12:6
θέλοντές	θέλω	pres	actv	participle	—	mas	nom	pl	verb	Lk 8:20
ἠθέλησεν	θέλω	aor	actv	indicative	3p	—	—	sg	verb	Mt 18:23,Mt 27:34,Mk 6:26,Jn 1:43,Ac 16:3,1 Co 12:18,1 Co 15:38,Col 1:27
θέλετε	θέλω	pres	actv	indicative	2p	—	—	pl	verb	Mt 11:14,Mt 20:32,Mt 27:17,Mt 27:21,Mk 15:9,Mk 15:12,Lk 6:31,Jn 5:40,Jn 6:67,Jn 8:44,Jn 9:27,Jn 9:27,1 Co 4:21,1 Co 10:27,2 Co 12:20,Ga 4:9
θελήσαντάς	θέλω	aor	actv	participle	—	mas	acc	pl	verb	Lk 19:27
θέλητε	θέλω	pres	actv	subjunctive	2p	—	—	pl	verb	Mt 7:12,Mk 14:7,Jn 15:7,Ga 5:17
θέλοντί	θέλω	pres	actv	participle	—	mas	dat	sg	verb	Mt 5:40
θέλομεν	θέλω	pres	actv	indicative	1p	—	—	pl	verb	Mt 12:38,Mk 10:35,Lk 19:14,Jn 12:21,2 Co 1:8,2 Co 5:4,1 Th 4:13
θελήσῃ	θέλω	aor	actv	subjunctive	3p	—	—	sg	verb	1 Co 4:19,Jas 4:15,Re 11:5
θέλετέ	θέλω	pres	actv	indicative	2p	—	—	pl	verb	Mt 26:15,Mk 10:36
ἠθέλησα	θέλω	aor	actv	indicative	1p	—	—	sg	verb	Mt 23:37,Lk 13:34,Phm 14
θέλοντι	θέλω	pres	actv	participle	—	mas	dat	sg	verb	Ro 7:21
ἤθελον	θέλω	impft	actv	indicative	3p	—	—	pl	verb	Mt 22:3,Mt 27:15,Mk 9:13,Jn 6:11,Jn 6:21,Jn 7:44,Jn 16:19
θέλῃ	θέλω	pres	actv	subjunctive	3p	—	—	sg	verb	Mt 16:25,Mt 20:26,Mt 20:27,Mk 8:35,Mk 10:43,Mk 10:44,Lk 9:24,Jn 7:17
ἠθελήσαμεν	θέλω	aor	actv	indicative	1p	—	—	pl	verb	1 Th 2:18
θέλοι	θέλω	pres	actv	optative	3p	—	—	sg	verb	Lk 1:62,Ac 17:18,1 Pe 3:17
θελόντων	θέλω	pres	actv	participle	—	mas	gen	pl	verb	Mk 12:38,Lk 20:46,2 Co 11:12
θέλειν	θέλω	pres	actv	infinitive	—	—	—	—	verb	Ro 7:18,2 Co 8:10,2 Co 8:11,Php 2:13
ἠθέλησας	θέλω	aor	actv	indicative	2p	—	—	sg	verb	Heb 10:5,Heb 10:8
ἠθελήσατε	θέλω	aor	actv	indicative	2p	—	—	pl	verb	Mt 23:37,Lk 13:34,Jn 5:35
θέλοντες	θέλω	pres	actv	participle	—	mas	nom	pl	verb	Lk 16:26,Ga 1:7,Ga 4:21,1 Ti 1:7,2 Ti 3:12,Heb 13:18
θελήσωσιν	θέλω	aor	actv	subjunctive	3p	—	—	pl	verb	Re 11:6
ἤθελον	θέλω	impft	actv	indicative	1p	—	—	sg	verb	Ga 4:20
ἤθελεν	θέλω	impft	actv	indicative	3p	—	—	sg	verb	Mt 2:18,Mt 18:30,Mk 3:13,Mk 6:19,Mk 6:48,Mk 7:24,Mk 9:30,Lk 15:28,Lk 18:4,Lk 18:13,Jn 7:1,Ac 10:10,Ac 14:13,Ac 19:33
Θέλω	θέλω	pres	actv	indicative	1p	—	—	sg	verb	1 Co 7:32,1 Co 11:3,Col 2:1
θέλουσιν	θέλω	pres	actv	indicative	3p	—	—	pl	verb	Mt 23:4,1 Co 14:35,Ga 4:17,Ga 6:12,Ga 6:13,1 Ti 5:11
θέλοντας	θέλω	pres	actv	participle	—	mas	acc	pl	verb	2 Pe 3:5
θέλεις	θέλω	pres	actv	indicative	2p	—	—	sg	verb	Mt 13:28,Mt 15:28,Mt 17:4,Mt 19:17,Mt 19:21,Mt 20:21,Mt 26:17,Mk 10:51,Mk 14:12,Lk 9:54,Lk 18:41,Lk 22:9,Jn 5:6,Jn 21:18,Ac 7:28,Ac 25:9,Ro 13:3
θέλῃς	θέλω	pres	actv	subjunctive	2p	—	—	sg	verb	Mt 8:2,Mk 1:40,Mk 6:22,Lk 5:12
θέλω	θέλω	pres	actv	subjunctive	1p	—	—	sg	verb	Lk 4:6,Jn 21:22,Jn 21:23
