Reference	Result	Lemma	Part of Speech
1 Co 10:12,1 Co 11:27,1 Co 11:33,1 Co 14:39,1 Co 15:58,2 Co 5:16,Php 2:12,Php 4:1,1 Th 4:18	Ὥστε	ὥστε	conjunction
Mt 8:24,Mt 8:28,Mt 10:1,Mt 12:12,Mt 12:22,Mt 13:2,Mt 13:32,Mt 13:54,Mt 15:31,Mt 15:33,Mt 19:6,Mt 23:31,Mt 24:24,Mt 27:1,Mt 27:14,Mk 1:27,Mk 1:45,Mk 2:2,Mk 2:12,Mk 2:28,Mk 3:10,Mk 3:20,Mk 4:1,Mk 4:32,Mk 4:37,Mk 9:26,Mk 10:8,Mk 15:5,Lk 4:29,Lk 5:7,Lk 12:1,Lk 20:20,Jn 3:16,Ac 1:19,Ac 5:15,Ac 14:1,Ac 15:39,Ac 16:26,Ac 19:10,Ac 19:12,Ac 19:16,Ro 7:4,Ro 7:6,Ro 7:12,Ro 13:2,Ro 15:19,1 Co 1:7,1 Co 3:7,1 Co 3:21,1 Co 4:5,1 Co 5:1,1 Co 5:8,1 Co 7:38,1 Co 13:2,1 Co 14:22,2 Co 1:8,2 Co 2:7,2 Co 3:7,2 Co 4:12,2 Co 5:17,2 Co 7:7,Ga 2:13,Ga 3:9,Ga 3:24,Ga 4:7,Ga 4:16,Php 1:13,1 Th 1:7,1 Th 1:8,2 Th 1:4,2 Th 2:4,Heb 13:6,1 Pe 1:21,1 Pe 4:19	ὥστε	ὥστε	conjunction
