Reference	Result	Lemma	Part of Speech	Adverb/particle Type
2 Co 7:8,Ga 4:6,1 Jn 3:11,2 Jn 7	Ὅτι	ὅτι	conjunction	—
Mk 2:16	ὅτι	ὅτι	adverb, conjunction	interrogative
Mk 9:11,Mk 9:28	ὅτι	ὅτι	adverb	interrogative
Mt 2:16,Mt 2:18,Mt 2:22,Mt 2:23,Mt 3:9,Mt 4:6,Mt 4:12,Mt 5:3,Mt 5:4,Mt 5:5,Mt 5:6,Mt 5:7,Mt 5:8,Mt 5:9,Mt 5:10,Mt 5:12,Mt 5:17,Mt 5:20,Mt 5:21,Mt 5:22,Mt 5:23,Mt 5:27,Mt 5:28,Mt 5:32,Mt 5:33,Mt 5:34,Mt 5:35,Mt 5:35,Mt 5:36,Mt 5:38,Mt 5:43,Mt 5:45,Mt 6:5,Mt 6:7,Mt 6:26,Mt 6:29,Mt 6:32,Mt 7:13,Mt 7:23,Mt 8:11,Mt 8:27,Mt 9:6,Mt 9:18,Mt 9:28,Mt 9:36,Mt 10:7,Mt 10:34,Mt 11:20,Mt 11:21,Mt 11:23,Mt 11:24,Mt 11:25,Mt 11:26,Mt 11:29,Mt 12:5,Mt 12:6,Mt 12:36,Mt 12:41,Mt 12:42,Mt 13:11,Mt 13:13,Mt 13:16,Mt 13:16,Mt 13:17,Mt 14:5,Mt 14:26,Mt 15:12,Mt 15:17,Mt 15:23,Mt 15:32,Mt 16:7,Mt 16:8,Mt 16:11,Mt 16:12,Mt 16:17,Mt 16:18,Mt 16:20,Mt 16:21,Mt 16:23,Mt 16:28,Mt 17:10,Mt 17:12,Mt 17:13,Mt 17:15,Mt 18:10,Mt 18:13,Mt 18:19,Mt 19:4,Mt 19:8,Mt 19:9,Mt 19:23,Mt 19:28,Mt 20:7,Mt 20:10,Mt 20:15,Mt 20:25,Mt 20:30,Mt 21:3,Mt 21:16,Mt 21:31,Mt 21:43,Mt 21:45,Mt 22:16,Mt 22:34,Mt 23:10,Mt 23:13,Mt 23:15,Mt 23:23,Mt 23:25,Mt 23:27,Mt 23:29,Mt 23:31,Mt 24:32,Mt 24:33,Mt 24:34,Mt 24:42,Mt 24:43,Mt 24:44,Mt 24:47,Mt 25:8,Mt 25:13,Mt 25:24,Mt 25:26,Mt 26:2,Mt 26:21,Mt 26:34,Mt 26:53,Mt 26:54,Mt 26:72,Mt 26:74,Mt 26:75,Mt 27:3,Mt 27:18,Mt 27:24,Mt 27:43,Mt 27:47,Mt 27:63,Mt 28:5,Mt 28:7,Mt 28:13,Mk 1:15,Mk 1:34,Mk 1:37,Mk 1:40,Mk 2:1,Mk 2:8,Mk 2:10,Mk 2:12,Mk 2:16,Mk 2:17,Mk 3:11,Mk 3:21,Mk 3:22,Mk 3:22,Mk 3:28,Mk 3:30,Mk 4:29,Mk 4:38,Mk 4:41,Mk 5:9,Mk 5:23,Mk 5:28,Mk 5:29,Mk 5:35,Mk 6:4,Mk 6:14,Mk 6:15,Mk 6:15,Mk 6:17,Mk 6:18,Mk 6:34,Mk 6:35,Mk 6:49,Mk 6:55,Mk 7:2,Mk 7:6,Mk 7:18,Mk 7:19,Mk 7:20,Mk 8:2,Mk 8:4,Mk 8:16,Mk 8:17,Mk 8:24,Mk 8:28,Mk 8:28,Mk 8:31,Mk 8:33,Mk 9:1,Mk 9:11,Mk 9:13,Mk 9:25,Mk 9:26,Mk 9:31,Mk 9:38,Mk 9:41,Mk 9:41,Mk 10:33,Mk 10:42,Mk 10:47,Mk 11:17,Mk 11:23,Mk 11:23,Mk 11:24,Mk 11:32,Mk 12:6,Mk 12:7,Mk 12:12,Mk 12:14,Mk 12:19,Mk 12:26,Mk 12:28,Mk 12:29,Mk 12:32,Mk 12:34,Mk 12:35,Mk 12:43,Mk 13:6,Mk 13:28,Mk 13:29,Mk 13:30,Mk 14:14,Mk 14:18,Mk 14:21,Mk 14:25,Mk 14:27,Mk 14:27,Mk 14:30,Mk 14:58,Mk 14:58,Mk 14:69,Mk 14:71,Mk 14:72,Mk 15:10,Mk 15:39,Mk 16:4,Mk 16:7,Mk 16:11,Mk 16:14,Lk 1:22,Lk 1:25,Lk 1:37,Lk 1:45,Lk 1:48,Lk 1:49,Lk 1:58,Lk 1:61,Lk 1:68,Lk 2:11,Lk 2:23,Lk 2:30,Lk 2:49,Lk 2:49,Lk 3:8,Lk 4:4,Lk 4:6,Lk 4:10,Lk 4:11,Lk 4:12,Lk 4:21,Lk 4:24,Lk 4:32,Lk 4:36,Lk 4:41,Lk 4:41,Lk 4:43,Lk 4:43,Lk 5:8,Lk 5:24,Lk 5:26,Lk 5:36,Lk 6:19,Lk 6:20,Lk 6:21,Lk 6:21,Lk 6:24,Lk 6:25,Lk 6:25,Lk 6:35,Lk 7:4,Lk 7:16,Lk 7:16,Lk 7:37,Lk 7:39,Lk 7:43,Lk 7:47,Lk 8:25,Lk 8:30,Lk 8:37,Lk 8:42,Lk 8:47,Lk 8:49,Lk 8:53,Lk 9:7,Lk 9:8,Lk 9:8,Lk 9:12,Lk 9:19,Lk 9:22,Lk 9:38,Lk 9:49,Lk 9:53,Lk 10:11,Lk 10:12,Lk 10:13,Lk 10:20,Lk 10:20,Lk 10:21,Lk 10:21,Lk 10:24,Lk 10:40,Lk 11:18,Lk 11:31,Lk 11:32,Lk 11:38,Lk 11:42,Lk 11:43,Lk 11:44,Lk 11:46,Lk 11:47,Lk 11:48,Lk 11:52,Lk 12:15,Lk 12:17,Lk 12:24,Lk 12:30,Lk 12:32,Lk 12:37,Lk 12:39,Lk 12:40,Lk 12:44,Lk 12:51,Lk 12:54,Lk 12:55,Lk 13:2,Lk 13:2,Lk 13:4,Lk 13:14,Lk 13:14,Lk 13:24,Lk 13:31,Lk 13:33,Lk 14:11,Lk 14:14,Lk 14:17,Lk 14:24,Lk 14:30,Lk 15:2,Lk 15:6,Lk 15:7,Lk 15:9,Lk 15:24,Lk 15:27,Lk 15:27,Lk 15:32,Lk 16:3,Lk 16:8,Lk 16:8,Lk 16:15,Lk 16:24,Lk 16:25,Lk 17:9,Lk 17:10,Lk 17:15,Lk 18:8,Lk 18:9,Lk 18:11,Lk 18:14,Lk 18:29,Lk 18:37,Lk 19:3,Lk 19:4,Lk 19:7,Lk 19:9,Lk 19:11,Lk 19:17,Lk 19:21,Lk 19:22,Lk 19:26,Lk 19:31,Lk 19:34,Lk 19:42,Lk 19:43,Lk 20:5,Lk 20:19,Lk 20:21,Lk 20:37,Lk 21:3,Lk 21:5,Lk 21:20,Lk 21:22,Lk 21:30,Lk 21:31,Lk 21:32,Lk 22:16,Lk 22:18,Lk 22:22,Lk 22:37,Lk 22:61,Lk 22:70,Lk 23:5,Lk 23:7,Lk 23:29,Lk 23:31,Lk 23:40,Lk 24:7,Lk 24:21,Lk 24:29,Lk 24:34,Lk 24:39,Lk 24:39,Lk 24:44,Lk 24:46,Jn 1:15,Jn 1:16,Jn 1:17,Jn 1:20,Jn 1:30,Jn 1:32,Jn 1:34,Jn 1:50,Jn 1:50,Jn 2:17,Jn 2:18,Jn 2:22,Jn 2:25,Jn 3:2,Jn 3:7,Jn 3:11,Jn 3:18,Jn 3:19,Jn 3:21,Jn 3:23,Jn 3:28,Jn 3:28,Jn 3:28,Jn 3:33,Jn 4:1,Jn 4:1,Jn 4:17,Jn 4:19,Jn 4:20,Jn 4:21,Jn 4:22,Jn 4:25,Jn 4:27,Jn 4:35,Jn 4:35,Jn 4:37,Jn 4:39,Jn 4:42,Jn 4:42,Jn 4:44,Jn 4:47,Jn 4:51,Jn 4:52,Jn 4:53,Jn 5:6,Jn 5:15,Jn 5:16,Jn 5:18,Jn 5:24,Jn 5:25,Jn 5:27,Jn 5:28,Jn 5:30,Jn 5:32,Jn 5:36,Jn 5:38,Jn 5:39,Jn 5:42,Jn 5:45,Jn 6:2,Jn 6:5,Jn 6:14,Jn 6:15,Jn 6:22,Jn 6:22,Jn 6:24,Jn 6:26,Jn 6:26,Jn 6:36,Jn 6:38,Jn 6:41,Jn 6:42,Jn 6:46,Jn 6:61,Jn 6:65,Jn 6:69,Jn 7:1,Jn 7:7,Jn 7:7,Jn 7:8,Jn 7:12,Jn 7:22,Jn 7:23,Jn 7:26,Jn 7:29,Jn 7:30,Jn 7:35,Jn 7:39,Jn 7:42,Jn 7:52,Jn 8:14,Jn 8:16,Jn 8:17,Jn 8:20,Jn 8:22,Jn 8:24,Jn 8:24,Jn 8:27,Jn 8:28,Jn 8:29,Jn 8:33,Jn 8:34,Jn 8:37,Jn 8:37,Jn 8:43,Jn 8:44,Jn 8:44,Jn 8:45,Jn 8:47,Jn 8:48,Jn 8:52,Jn 8:54,Jn 8:55,Jn 9:8,Jn 9:9,Jn 9:9,Jn 9:11,Jn 9:16,Jn 9:17,Jn 9:17,Jn 9:18,Jn 9:19,Jn 9:20,Jn 9:20,Jn 9:22,Jn 9:23,Jn 9:24,Jn 9:25,Jn 9:29,Jn 9:30,Jn 9:31,Jn 9:32,Jn 9:35,Jn 9:41,Jn 10:4,Jn 10:5,Jn 10:7,Jn 10:13,Jn 10:17,Jn 10:26,Jn 10:33,Jn 10:34,Jn 10:36,Jn 10:36,Jn 10:38,Jn 10:41,Jn 11:6,Jn 11:9,Jn 11:10,Jn 11:13,Jn 11:15,Jn 11:20,Jn 11:22,Jn 11:24,Jn 11:27,Jn 11:31,Jn 11:31,Jn 11:40,Jn 11:41,Jn 11:42,Jn 11:42,Jn 11:47,Jn 11:50,Jn 11:51,Jn 11:56,Jn 12:6,Jn 12:6,Jn 12:9,Jn 12:11,Jn 12:12,Jn 12:16,Jn 12:18,Jn 12:19,Jn 12:34,Jn 12:34,Jn 12:39,Jn 12:41,Jn 12:49,Jn 12:50,Jn 13:1,Jn 13:3,Jn 13:3,Jn 13:11,Jn 13:19,Jn 13:21,Jn 13:29,Jn 13:33,Jn 13:35,Jn 14:2,Jn 14:10,Jn 14:11,Jn 14:12,Jn 14:17,Jn 14:17,Jn 14:19,Jn 14:20,Jn 14:22,Jn 14:28,Jn 14:28,Jn 14:28,Jn 14:31,Jn 15:5,Jn 15:15,Jn 15:15,Jn 15:18,Jn 15:19,Jn 15:21,Jn 15:25,Jn 15:27,Jn 16:3,Jn 16:4,Jn 16:4,Jn 16:6,Jn 16:9,Jn 16:10,Jn 16:11,Jn 16:14,Jn 16:15,Jn 16:17,Jn 16:19,Jn 16:19,Jn 16:20,Jn 16:21,Jn 16:21,Jn 16:26,Jn 16:27,Jn 16:27,Jn 16:30,Jn 16:30,Jn 16:32,Jn 17:7,Jn 17:8,Jn 17:8,Jn 17:8,Jn 17:9,Jn 17:14,Jn 17:21,Jn 17:23,Jn 17:24,Jn 17:25,Jn 18:2,Jn 18:8,Jn 18:9,Jn 18:14,Jn 18:18,Jn 18:37,Jn 19:4,Jn 19:7,Jn 19:10,Jn 19:20,Jn 19:21,Jn 19:28,Jn 19:35,Jn 19:42,Jn 20:9,Jn 20:13,Jn 20:14,Jn 20:15,Jn 20:18,Jn 20:29,Jn 20:31,Jn 21:4,Jn 21:7,Jn 21:12,Jn 21:15,Jn 21:16,Jn 21:17,Jn 21:17,Jn 21:23,Jn 21:23,Jn 21:24,Ac 1:5,Ac 1:17,Ac 2:6,Ac 2:13,Ac 2:25,Ac 2:27,Ac 2:29,Ac 2:30,Ac 2:31,Ac 2:36,Ac 3:10,Ac 3:17,Ac 3:22,Ac 4:10,Ac 4:13,Ac 4:13,Ac 4:16,Ac 4:21,Ac 5:4,Ac 5:9,Ac 5:23,Ac 5:25,Ac 5:38,Ac 5:41,Ac 6:1,Ac 6:11,Ac 6:14,Ac 7:6,Ac 7:25,Ac 8:14,Ac 8:18,Ac 8:20,Ac 8:33,Ac 9:15,Ac 9:20,Ac 9:22,Ac 9:26,Ac 9:27,Ac 9:38,Ac 10:14,Ac 10:20,Ac 10:34,Ac 10:38,Ac 10:42,Ac 10:45,Ac 11:1,Ac 11:3,Ac 11:8,Ac 11:24,Ac 12:3,Ac 12:9,Ac 12:11,Ac 13:33,Ac 13:34,Ac 13:34,Ac 13:38,Ac 13:41,Ac 14:9,Ac 14:22,Ac 14:27,Ac 15:1,Ac 15:5,Ac 15:7,Ac 15:24,Ac 16:3,Ac 16:10,Ac 16:19,Ac 16:36,Ac 16:38,Ac 17:3,Ac 17:3,Ac 17:6,Ac 17:13,Ac 17:18,Ac 18:13,Ac 19:21,Ac 19:25,Ac 19:26,Ac 19:26,Ac 19:34,Ac 20:23,Ac 20:23,Ac 20:25,Ac 20:26,Ac 20:29,Ac 20:31,Ac 20:34,Ac 20:35,Ac 20:35,Ac 20:38,Ac 21:21,Ac 21:22,Ac 21:24,Ac 21:29,Ac 21:31,Ac 22:2,Ac 22:15,Ac 22:19,Ac 22:21,Ac 22:29,Ac 22:29,Ac 23:5,Ac 23:5,Ac 23:6,Ac 23:20,Ac 23:22,Ac 23:27,Ac 23:34,Ac 24:11,Ac 24:14,Ac 24:21,Ac 24:26,Ac 25:8,Ac 25:16,Ac 26:5,Ac 26:27,Ac 26:31,Ac 27:10,Ac 27:25,Ac 28:1,Ac 28:22,Ac 28:25,Ac 28:28,Ro 1:8,Ro 1:13,Ro 1:32,Ro 2:2,Ro 2:3,Ro 2:4,Ro 3:2,Ro 3:8,Ro 3:10,Ro 3:19,Ro 4:17,Ro 4:21,Ro 4:23,Ro 5:3,Ro 5:5,Ro 5:8,Ro 6:3,Ro 6:6,Ro 6:8,Ro 6:9,Ro 6:15,Ro 6:16,Ro 6:17,Ro 7:1,Ro 7:14,Ro 7:16,Ro 7:18,Ro 7:21,Ro 8:16,Ro 8:18,Ro 8:21,Ro 8:22,Ro 8:27,Ro 8:28,Ro 8:29,Ro 8:36,Ro 8:38,Ro 9:2,Ro 9:6,Ro 9:7,Ro 9:12,Ro 9:17,Ro 9:30,Ro 9:32,Ro 10:2,Ro 10:5,Ro 10:9,Ro 10:9,Ro 11:25,Ro 11:36,Ro 13:11,Ro 14:11,Ro 14:14,Ro 14:23,Ro 15:14,Ro 15:29,1 Co 1:5,1 Co 1:11,1 Co 1:12,1 Co 1:14,1 Co 1:15,1 Co 1:25,1 Co 1:26,1 Co 2:14,1 Co 3:13,1 Co 3:16,1 Co 3:20,1 Co 4:9,1 Co 5:6,1 Co 6:2,1 Co 6:3,1 Co 6:7,1 Co 6:9,1 Co 6:15,1 Co 6:16,1 Co 6:19,1 Co 7:26,1 Co 8:1,1 Co 8:4,1 Co 8:4,1 Co 9:10,1 Co 9:13,1 Co 9:24,1 Co 10:1,1 Co 10:17,1 Co 10:19,1 Co 10:19,1 Co 10:20,1 Co 11:2,1 Co 11:3,1 Co 11:14,1 Co 11:15,1 Co 11:17,1 Co 11:23,1 Co 12:2,1 Co 12:3,1 Co 12:15,1 Co 12:16,1 Co 14:21,1 Co 14:23,1 Co 14:25,1 Co 14:37,1 Co 15:3,1 Co 15:4,1 Co 15:4,1 Co 15:5,1 Co 15:12,1 Co 15:12,1 Co 15:15,1 Co 15:15,1 Co 15:27,1 Co 15:27,1 Co 15:50,1 Co 15:58,1 Co 16:15,1 Co 16:17,2 Co 1:5,2 Co 1:7,2 Co 1:8,2 Co 1:10,2 Co 1:12,2 Co 1:13,2 Co 1:14,2 Co 1:18,2 Co 1:23,2 Co 1:24,2 Co 2:3,2 Co 2:15,2 Co 3:3,2 Co 3:5,2 Co 3:14,2 Co 4:6,2 Co 4:14,2 Co 5:1,2 Co 5:6,2 Co 5:14,2 Co 5:19,2 Co 6:16,2 Co 7:3,2 Co 7:8,2 Co 7:9,2 Co 7:9,2 Co 7:13,2 Co 7:14,2 Co 7:16,2 Co 8:2,2 Co 8:3,2 Co 8:9,2 Co 8:17,2 Co 9:2,2 Co 9:12,2 Co 10:7,2 Co 10:10,2 Co 10:11,2 Co 11:7,2 Co 11:10,2 Co 11:11,2 Co 11:21,2 Co 11:31,2 Co 12:4,2 Co 12:13,2 Co 12:19,2 Co 13:2,2 Co 13:5,2 Co 13:6,2 Co 13:6,Ga 1:6,Ga 1:11,Ga 1:13,Ga 1:20,Ga 1:23,Ga 2:7,Ga 2:11,Ga 2:14,Ga 2:16,Ga 2:16,Ga 3:7,Ga 3:8,Ga 3:8,Ga 3:10,Ga 3:11,Ga 3:11,Ga 3:13,Ga 4:12,Ga 4:13,Ga 4:15,Ga 4:20,Ga 4:22,Ga 4:27,Ga 5:2,Ga 5:3,Ga 5:10,Ga 5:21,Ga 6:8,Eph 2:11,Eph 2:12,Eph 2:18,Eph 3:3,Eph 4:9,Eph 4:25,Eph 5:5,Eph 5:16,Eph 5:23,Eph 5:30,Eph 6:8,Eph 6:9,Eph 6:12,Php 1:6,Php 1:12,Php 1:16,Php 1:18,Php 1:19,Php 1:20,Php 1:25,Php 1:27,Php 1:29,Php 2:11,Php 2:16,Php 2:22,Php 2:24,Php 2:26,Php 2:30,Php 3:12,Php 4:10,Php 4:11,Php 4:15,Php 4:16,Php 4:17,Col 1:16,Col 1:19,Col 2:9,Col 3:24,Col 4:1,Col 4:13,1 Th 1:5,1 Th 2:1,1 Th 2:13,1 Th 2:14,1 Th 3:3,1 Th 3:4,1 Th 3:6,1 Th 3:8,1 Th 4:14,1 Th 4:15,1 Th 4:16,1 Th 5:2,1 Th 5:9,2 Th 1:3,2 Th 1:10,2 Th 2:2,2 Th 2:3,2 Th 2:4,2 Th 2:5,2 Th 2:13,2 Th 3:4,2 Th 3:7,2 Th 3:9,2 Th 3:10,1 Ti 1:8,1 Ti 1:9,1 Ti 1:12,1 Ti 1:13,1 Ti 1:15,1 Ti 4:1,1 Ti 4:4,1 Ti 4:10,1 Ti 5:12,1 Ti 6:2,1 Ti 6:2,1 Ti 6:7,2 Ti 1:5,2 Ti 1:12,2 Ti 1:15,2 Ti 1:16,2 Ti 2:23,2 Ti 3:1,2 Ti 3:15,Tt 3:11,Phm 7,Phm 19,Phm 21,Phm 22,Heb 2:6,Heb 2:6,Heb 3:19,Heb 7:8,Heb 7:14,Heb 7:17,Heb 8:9,Heb 8:10,Heb 8:11,Heb 8:12,Heb 10:8,Heb 11:6,Heb 11:13,Heb 11:14,Heb 11:18,Heb 11:19,Heb 12:17,Heb 13:18,Jas 1:3,Jas 1:7,Jas 1:10,Jas 1:12,Jas 1:13,Jas 1:23,Jas 2:19,Jas 2:20,Jas 2:22,Jas 2:24,Jas 3:1,Jas 4:4,Jas 4:5,Jas 5:8,Jas 5:11,Jas 5:20,1 Pe 1:12,1 Pe 1:16,1 Pe 1:18,1 Pe 2:3,1 Pe 2:15,1 Pe 2:21,1 Pe 3:9,1 Pe 3:12,1 Pe 3:18,1 Pe 4:1,1 Pe 4:8,1 Pe 4:14,1 Pe 4:17,1 Pe 5:5,1 Pe 5:7,2 Pe 1:14,2 Pe 1:20,2 Pe 3:3,2 Pe 3:5,2 Pe 3:8,1 Jn 1:5,1 Jn 1:6,1 Jn 1:8,1 Jn 1:10,1 Jn 2:3,1 Jn 2:4,1 Jn 2:5,1 Jn 2:8,1 Jn 2:11,1 Jn 2:12,1 Jn 2:13,1 Jn 2:13,1 Jn 2:14,1 Jn 2:14,1 Jn 2:14,1 Jn 2:16,1 Jn 2:18,1 Jn 2:18,1 Jn 2:19,1 Jn 2:21,1 Jn 2:21,1 Jn 2:21,1 Jn 2:22,1 Jn 2:29,1 Jn 2:29,1 Jn 3:1,1 Jn 3:2,1 Jn 3:2,1 Jn 3:5,1 Jn 3:8,1 Jn 3:9,1 Jn 3:9,1 Jn 3:12,1 Jn 3:14,1 Jn 3:14,1 Jn 3:15,1 Jn 3:16,1 Jn 3:19,1 Jn 3:20,1 Jn 3:20,1 Jn 3:22,1 Jn 3:24,1 Jn 4:1,1 Jn 4:3,1 Jn 4:4,1 Jn 4:7,1 Jn 4:8,1 Jn 4:9,1 Jn 4:10,1 Jn 4:10,1 Jn 4:13,1 Jn 4:13,1 Jn 4:14,1 Jn 4:15,1 Jn 4:17,1 Jn 4:18,1 Jn 4:19,1 Jn 4:20,1 Jn 5:1,1 Jn 5:2,1 Jn 5:4,1 Jn 5:5,1 Jn 5:6,1 Jn 5:7,1 Jn 5:9,1 Jn 5:9,1 Jn 5:10,1 Jn 5:11,1 Jn 5:13,1 Jn 5:14,1 Jn 5:15,1 Jn 5:15,1 Jn 5:18,1 Jn 5:19,1 Jn 5:20,2 Jn 4,3 Jn 12,Jud 5,Jud 11,Jud 18,Re 2:2,Re 2:4,Re 2:6,Re 2:14,Re 2:20,Re 2:23,Re 3:1,Re 3:1,Re 3:4,Re 3:8,Re 3:9,Re 3:10,Re 3:15,Re 3:16,Re 3:17,Re 3:17,Re 3:17,Re 4:11,Re 5:4,Re 5:9,Re 6:17,Re 7:17,Re 8:11,Re 10:6,Re 11:2,Re 11:10,Re 11:17,Re 12:10,Re 12:12,Re 12:12,Re 12:13,Re 13:4,Re 14:7,Re 14:15,Re 14:15,Re 14:18,Re 15:1,Re 15:4,Re 15:4,Re 15:4,Re 16:5,Re 16:6,Re 16:21,Re 17:8,Re 17:14,Re 18:3,Re 18:5,Re 18:7,Re 18:7,Re 18:8,Re 18:10,Re 18:11,Re 18:17,Re 18:19,Re 18:20,Re 18:23,Re 18:23,Re 19:2,Re 19:2,Re 19:6,Re 19:7,Re 21:4,Re 21:5,Re 22:5	ὅτι	ὅτι	conjunction	—
