Result	Lemma	Gender	Case	Number	Part of Speech	Reference
οἶκος	οἶκος	mas	vocative, nominative	sg	noun	Ac 7:42
οἴκου	οἶκος	mas	gen	sg	noun	Mt 10:6,Mt 15:24,Lk 1:27,Lk 2:4,Lk 11:51,Jn 2:17,Ac 19:16,1 Ti 3:4,1 Ti 3:5,Heb 3:3,Heb 11:7,1 Pe 4:17
οἴκους	οἶκος	mas	acc	pl	noun	Lk 16:4,Ac 8:3,Ac 20:20,Tt 1:11
οἶκόν	οἶκος	mas	acc	sg	noun	Mt 9:6,Mt 12:44,Mk 2:11,Mk 5:19,Lk 5:24,Lk 8:39,Lk 9:61,Lk 11:24,Lk 14:1,Ac 16:15,Phm 2
οἶκός	οἶκος	mas	nom	sg	noun	Mt 21:13,Mk 11:17,Lk 19:46,Ac 11:14,Ac 16:31,Heb 3:6
οἴκῳ	οἶκος	mas	dat	sg	noun	Mk 2:1,Lk 1:69,Lk 10:5,Lk 12:52,Lk 19:5,Lk 19:9,Jn 11:20,Ac 7:20,Ac 7:46,Ac 10:2,Ac 10:30,Ac 11:13,Ac 18:8,1 Co 11:34,1 Co 14:35,2 Ti 1:16,Heb 3:2,Heb 3:5,Heb 8:10,1 Ti 3:15
οἴκοις	οἶκος	mas	dat	pl	noun	Mt 11:8
οἶκον	οἶκος	mas	acc	sg	noun	Mt 9:7,Mk 3:20,Mk 5:38,Mk 7:17,Mk 7:30,Mk 8:3,Mk 8:26,Mk 9:28,Lk 1:23,Lk 1:33,Lk 1:40,Lk 1:56,Lk 5:25,Lk 7:10,Lk 7:36,Lk 8:41,Lk 11:17,Lk 12:39,Lk 15:6,Lk 16:27,Lk 18:14,Jn 2:16,Jn 2:16,Jn 7:53,Ac 2:2,Ac 2:46,Ac 5:42,Ac 7:47,Ac 7:49,Ac 10:22,Ac 11:12,Ac 16:34,Ac 21:8,Ro 16:5,1 Co 1:16,1 Co 16:19,Col 4:15,1 Ti 5:4,2 Ti 4:19,Heb 3:6,Heb 8:8,Heb 8:8,Mt 12:4,Mk 2:26,Lk 6:4,Ac 7:10,Heb 10:21
οἶκος	οἶκος	mas	nom	sg	noun	Mt 21:13,Mt 23:38,Mk 11:17,Lk 11:17,Lk 13:35,Lk 14:23,Lk 19:46,Ac 2:36,Ac 16:15,Heb 3:4,1 Pe 2:5
οἴκων	οἶκος	mas	gen	pl	noun	1 Ti 3:12
