Reference	Result	Lemma	Part of Speech
Mt 27:8,Lk 1:35,Lk 7:7,Ac 10:29,Ac 15:19,Ac 20:31,Ac 24:26,Ac 25:26,Ac 26:3,Ac 27:25,Ac 27:34,Ro 4:22,Ro 13:5,1 Co 12:3,2 Co 1:20,2 Co 2:8,2 Co 4:13,2 Co 4:13,2 Co 5:9,2 Co 6:17,2 Co 12:7,2 Co 12:10,Eph 3:13,Eph 4:8,Eph 5:14,Php 2:9,Heb 3:10,Heb 11:12,Heb 11:16,Jas 1:21,Jas 4:6,2 Pe 1:10	διὸ	διό	conjunction
Ro 1:24,Ro 2:1,Ro 15:7,Ro 15:22,1 Co 14:13,2 Co 4:16,Eph 2:11,Eph 4:25,1 Th 3:1,1 Th 5:11,Phm 8,Heb 6:1,Heb 10:5,Heb 12:12,Heb 12:28,Heb 13:12,1 Pe 1:13,2 Pe 1:12	Διὸ	διό	conjunction
Heb 3:7,2 Pe 3:14	Διό	διό	conjunction
Ga 4:31	διό	διό	conjunction
