Reference	Result	Lemma	Part of Speech
1 Co 10:31	Εἴτε	εἴτε	conjunction
Ro 12:6,Ro 12:7,Ro 12:7,Ro 12:8,1 Co 3:22,1 Co 3:22,1 Co 3:22,1 Co 3:22,1 Co 3:22,1 Co 3:22,1 Co 3:22,1 Co 3:22,1 Co 8:5,1 Co 8:5,1 Co 10:31,1 Co 10:31,1 Co 12:13,1 Co 12:13,1 Co 12:13,1 Co 12:13,1 Co 12:26,1 Co 12:26,1 Co 13:8,1 Co 13:8,1 Co 13:8,1 Co 14:7,1 Co 14:7,1 Co 14:27,1 Co 15:11,1 Co 15:11,2 Co 1:6,2 Co 1:6,2 Co 5:9,2 Co 5:9,2 Co 5:10,2 Co 5:10,2 Co 5:13,2 Co 5:13,2 Co 8:23,2 Co 8:23,2 Co 12:2,2 Co 12:2,2 Co 12:3,2 Co 12:3,Eph 6:8,Eph 6:8,Php 1:18,Php 1:18,Php 1:20,Php 1:20,Php 1:27,Php 1:27,Col 1:16,Col 1:16,Col 1:16,Col 1:16,Col 1:20,Col 1:20,1 Th 5:10,1 Th 5:10,2 Th 2:15,2 Th 2:15,1 Pe 2:13,1 Pe 2:14	εἴτε	εἴτε	conjunction
