Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
καθήμεναι	κάθημαι	pres	either middle or passive	participle	—	fem	nom	pl	verb	Mt 27:61
καθημένῳ	κάθημαι	pres	either middle or passive	participle	—	mas	dat	sg	verb	Mt 23:22,1 Co 14:30,Re 4:9,Re 5:13,Re 6:4,Re 7:10,Re 14:15,Re 19:4
καθήμενος	κάθημαι	pres	either middle or passive	participle	—	mas	nom	sg	verb	Mt 4:16,Lk 22:69,Jn 9:8,Jn 12:15,Ac 3:10,Ac 8:28,Col 3:1,Re 4:2,Re 4:3,Re 6:2,Re 6:5,Re 6:8,Re 7:15,Re 14:16,Re 19:11,Re 21:5
καθημένοις	κάθημαι	pres	either middle or passive	participle	—	neu	dat	pl	verb	Lk 7:32
κάθηται	κάθημαι	pres	either middle or passive	indicative	3p	—	—	sg	verb	Re 17:9,Re 17:15
καθημένου	κάθημαι	pres	either middle or passive	participle	—	mas	gen	sg	verb	Mk 13:3,Re 4:10,Re 5:1,Re 5:7,Re 6:16,Re 19:19,Re 19:21
καθήμενοι	κάθημαι	pres	either middle or passive	participle	—	mas	nom	pl	verb	Mt 20:30,Mt 27:36,Mk 2:6,Lk 5:17,Lk 10:13,Ac 2:2,Re 11:16
καθημένων	κάθημαι	pres	either middle or passive	participle	—	mas	gen	pl	verb	Re 19:18
καθήμενον	κάθημαι	pres	either middle or passive	participle	—	mas	acc	sg	verb	Mt 9:9,Mt 26:64,Mk 2:14,Mk 5:15,Mk 14:62,Mk 16:5,Lk 5:27,Lk 8:35,Lk 22:56,Re 14:14,Re 20:11
καθήσεσθε	κάθημαι	futr	mid	indicative	2p	—	—	pl	verb	Mt 19:28,Lk 22:30
καθημένοις	κάθημαι	pres	either middle or passive	participle	—	neuter, masculine	dat	pl	verb	Mt 11:16
καθῆσθαι	κάθημαι	pres	either middle or passive	infinitive	—	—	—	—	verb	Mt 13:2,Mk 4:1
καθημένους	κάθημαι	pres	either middle or passive	participle	—	mas	acc	pl	verb	Mk 3:34,Jn 2:14,Re 4:4,Re 9:17,Lk 21:35,Re 14:6
καθημένης	κάθημαι	pres	either middle or passive	participle	—	fem	gen	sg	verb	Re 17:1
καθημένοις	κάθημαι	pres	either middle or passive	participle	—	mas	dat	pl	verb	Mt 4:16,Lk 1:79
ἐκάθητο	κάθημαι	impft	either middle or passive	indicative	3p	—	—	sg	verb	Mt 13:1,Mt 15:29,Mt 26:58,Mt 26:69,Mt 28:2,Mk 3:32,Mk 10:46,Lk 18:35,Lk 22:55,Jn 6:3,Ac 14:8
κάθῃ	κάθημαι	pres	either middle or passive	indicative	2p	—	—	sg	verb	Ac 23:3
κάθου	κάθημαι	pres	either middle or passive	imperative	2p	—	—	sg	verb	Mt 22:44,Mk 12:36,Lk 20:42,Ac 2:34,Heb 1:13,Jas 2:3,Jas 2:3
καθημένην	κάθημαι	pres	either middle or passive	participle	—	fem	acc	sg	verb	Re 17:3
Καθημένου	κάθημαι	pres	either middle or passive	participle	—	mas	gen	sg	verb	Mt 24:3,Mt 27:19
κάθημαι	κάθημαι	pres	either middle or passive	indicative	1p	—	—	sg	verb	Re 18:7
