Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ἀπελθόντες	ἀπέρχομαι	aor	actv	participle	—	mas	nom	pl	verb	Mt 8:33,Mt 13:28,Mt 14:15,Mk 6:36,Mk 6:37,Mk 14:12,Mk 16:13,Lk 22:13
ἀπελθοῦσα	ἀπέρχομαι	aor	actv	participle	—	fem	nom	sg	verb	Mk 7:30
ἀπελεύσονται	ἀπέρχομαι	futr	mid	indicative	3p	—	—	pl	verb	Mt 25:46
ἀπελθὼν	ἀπέρχομαι	aor	actv	participle	—	mas	nom	sg	verb	Mt 13:46,Mt 18:30,Mt 25:18,Mt 25:25,Mt 26:36,Mt 26:42,Mt 26:44,Mt 27:5,Mk 6:27,Mk 14:39,Lk 5:14,Lk 9:60,Lk 22:4,Jn 9:11,Jn 12:36,Ac 5:26
ἀπῆλθον	ἀπέρχομαι	aor	actv	indicative	3p	—	—	pl	verb	Mt 8:32,Mt 20:5,Mt 22:5,Mk 1:20,Mk 3:13,Mk 6:32,Mk 11:4,Mk 12:12,Lk 2:15,Lk 10:30,Jn 6:22,Jn 11:46,Jn 20:10,Jn 6:66,Jn 18:6
ἀπῆλθεν	ἀπέρχομαι	aor	actv	indicative	3p	—	—	sg	verb	Mt 4:24,Mt 9:7,Mt 13:25,Mt 16:4,Mt 19:22,Mt 21:29,Mt 21:30,Mt 27:60,Mk 1:35,Mk 1:42,Mk 5:20,Mk 5:24,Mk 6:46,Mk 7:24,Mk 8:13,Mk 10:22,Mk 14:10,Lk 1:23,Lk 1:38,Lk 5:13,Lk 5:25,Lk 8:39,Lk 24:12,Jn 4:3,Jn 4:28,Jn 4:47,Jn 5:15,Jn 6:1,Jn 9:7,Jn 10:40,Jn 11:28,Jn 11:54,Ac 10:7,Re 9:12,Re 11:14,Re 12:17,Re 16:2,Re 18:14,Jn 12:19
ἀπελθοῦσαι	ἀπέρχομαι	aor	actv	participle	—	fem	nom	pl	verb	Mt 28:8,Jud 7
ἀπέλθητε	ἀπέρχομαι	aor	actv	subjunctive	2p	—	—	pl	verb	Mt 10:5,Lk 17:23
ἀπέρχῃ	ἀπέρχομαι	pres	either middle or passive	subjunctive	2p	—	—	sg	verb	Mt 8:19,Lk 9:57
ἀπέλθῃ	ἀπέρχομαι	aor	actv	subjunctive	3p	—	—	sg	verb	Mt 5:30
ἀπῆλθα	ἀπέρχομαι	aor	actv	indicative	1p	—	—	sg	verb	Re 10:9
Ἀπελθόντων	ἀπέρχομαι	aor	actv	participle	—	mas	gen	pl	verb	Lk 7:24
ἀπελεύσομαι	ἀπέρχομαι	futr	mid	indicative	1p	—	—	sg	verb	Ro 15:28
ἀπέλθωσιν	ἀπέρχομαι	aor	actv	subjunctive	3p	—	—	pl	verb	Mt 28:10
Ἀπελθόντες	ἀπέρχομαι	aor	actv	participle	—	mas	nom	pl	verb	Lk 19:32
ἀπεληλύθεισαν	ἀπέρχομαι	pluperfect	actv	indicative	3p	—	—	pl	verb	Jn 4:8
ἀπέλθω	ἀπέρχομαι	aor	actv	subjunctive	1p	—	—	sg	verb	Jn 16:7,Jn 16:7
ἀπελήλυθεν	ἀπέρχομαι	perfect	actv	indicative	3p	—	—	sg	verb	Jas 1:24
ἀπελθόντι	ἀπέρχομαι	aor	actv	participle	—	mas	dat	sg	verb	Lk 9:59
Ἀπῆλθεν	ἀπέρχομαι	aor	actv	indicative	3p	—	—	sg	verb	Ac 9:17
ἀπῆλθαν	ἀπέρχομαι	aor	actv	indicative	3p	—	—	pl	verb	Mt 22:22,Re 21:1,Re 21:4
ἀπέρχεσθαι	ἀπέρχομαι	pres	either middle or passive	infinitive	—	—	—	—	verb	Ac 23:32
ἀπῆλθον	ἀπέρχομαι	aor	actv	indicative	1p	—	—	sg	verb	Ga 1:17
ἀπερχομένων	ἀπέρχομαι	pres	either middle or passive	participle	—	fem	gen	pl	verb	Mt 25:10
ἀπῆλθόν	ἀπέρχομαι	aor	actv	indicative	3p	—	—	pl	verb	Lk 24:24
ἀπελευσόμεθα	ἀπέρχομαι	futr	mid	indicative	1p	—	—	pl	verb	Jn 6:68
ἀπελθεῖν	ἀπέρχομαι	aor	actv	infinitive	—	—	—	—	verb	Mt 2:22,Mt 8:18,Mt 8:21,Mt 14:16,Mt 16:21,Mk 5:17,Mk 9:43,Lk 8:31,Lk 8:37,Ac 4:15,Ac 16:39
