Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ἐγγίζοντες	ἐγγίζω	pres	actv	participle	—	mas	nom	pl	verb	Lk 15:1
ἐγγίζοντι	ἐγγίζω	pres	actv	participle	—	mas	dat	sg	verb	Ac 22:6
ἤγγιζεν	ἐγγίζω	impft	actv	indicative	3p	—	—	sg	verb	Ac 7:17
ἤγγισεν	ἐγγίζω	aor	actv	indicative	3p	—	—	sg	verb	Mt 21:34,Lk 7:12,Lk 15:25,Lk 19:29,Lk 19:41,Lk 22:47,Php 2:30
ἐγγίζουσαν	ἐγγίζω	pres	actv	participle	—	fem	acc	sg	verb	Heb 10:25
ἐγγίσαντος	ἐγγίζω	aor	actv	participle	—	mas	gen	sg	verb	Lk 18:40
ἤγγικεν	ἐγγίζω	perfect	actv	indicative	3p	—	—	sg	verb	Mt 3:2,Mt 4:17,Mt 10:7,Mt 26:45,Mt 26:46,Mk 1:15,Mk 14:42,Lk 10:9,Lk 10:11,Lk 21:8,Lk 21:20,Ro 13:12,Jas 5:8,1 Pe 4:7
ἐγγίζει	ἐγγίζω	pres	actv	indicative	3p	—	—	sg	verb	Lk 12:33,Lk 21:28
ἐγγίσατε	ἐγγίζω	aor	actv	imperative	2p	—	—	pl	verb	Jas 4:8
ἤγγισαν	ἐγγίζω	aor	actv	indicative	3p	—	—	pl	verb	Mt 21:1,Lk 24:28
ἐγγιεῖ	ἐγγίζω	futr	actv	indicative	3p	—	—	sg	verb	Jas 4:8
ἐγγίσας	ἐγγίζω	aor	actv	participle	—	mas	nom	sg	verb	Lk 24:15,Ac 21:33
ἐγγίζομεν	ἐγγίζω	pres	actv	indicative	1p	—	—	pl	verb	Heb 7:19
Ἤγγιζεν	ἐγγίζω	impft	actv	indicative	3p	—	—	sg	verb	Lk 22:1
ἐγγίζουσιν	ἐγγίζω	pres	actv	indicative	3p	—	—	pl	verb	Mk 11:1
ἐγγιζόντων	ἐγγίζω	pres	actv	participle	—	mas	gen	pl	verb	Ac 10:9
ἐγγίζειν	ἐγγίζω	pres	actv	infinitive	—	—	—	—	verb	Lk 18:35,Ac 9:3
Ἐγγίζοντος	ἐγγίζω	pres	actv	participle	—	mas	gen	sg	verb	Lk 19:37
ἐγγίσαι	ἐγγίζω	aor	actv	infinitive	—	—	—	—	verb	Ac 23:15
