Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ἑωρακὼς	ὁράω	perfect	actv	participle	—	mas	nom	sg	verb	Jn 14:9,Jn 19:35
ὁρῶμεν	ὁράω	pres	actv	indicative	1p	—	—	pl	verb	Heb 2:8
ἑόρακεν	ὁράω	perfect	actv	indicative	3p	—	—	sg	verb	Col 2:18
ἑωράκασιν	ὁράω	perfect	actv	indicative	3p	—	—	pl	verb	Jn 15:24
ἑόρακα	ὁράω	perfect	actv	indicative	1p	—	—	sg	verb	1 Co 9:1
ὀφθέντος	ὁράω	aor	pass	participle	—	mas	gen	sg	verb	Ac 7:35
ὀφθήσεται	ὁράω	futr	pass	indicative	3p	—	—	sg	verb	Heb 9:28
ὁρᾷ	ὁράω	pres	actv	indicative	3p	—	—	sg	verb	Lk 16:23
ὄψονται	ὁράω	futr	mid	indicative	3p	—	—	pl	verb	Mt 5:8,Mt 24:30,Mt 28:10,Mk 13:26,Lk 21:27,Jn 19:37,Ac 2:17,Ro 15:21,Re 22:4
ἑωράκαμεν	ὁράω	perfect	actv	indicative	1p	—	—	pl	verb	Jn 3:11,Jn 20:25,1 Jn 1:1,1 Jn 1:2,1 Jn 1:3
ὄψησθε	ὁράω	aor	mid	subjunctive	2p	—	—	pl	verb	Lk 13:28
ὀφθέντες	ὁράω	aor	pass	participle	—	mas	nom	pl	verb	Lk 9:31
ὁρῶ	ὁράω	pres	actv	indicative	1p	—	—	sg	verb	Mk 8:24,Ac 8:23
ἑωρακότες	ὁράω	perfect	actv	participle	—	mas	nom	pl	verb	Jn 4:45
ἑόρακαν	ὁράω	perfect	actv	indicative	3p	—	—	pl	verb	Col 2:1
ἑώρακάς	ὁράω	perfect	actv	indicative	2p	—	—	sg	verb	Jn 20:29
ἑώρακαν	ὁράω	perfect	actv	indicative	3p	—	—	pl	verb	Lk 9:36
ἑώρακα	ὁράω	perfect	actv	indicative	1p	—	—	sg	verb	Jn 1:34,Jn 8:38,Jn 20:18
ὀψόμεθα	ὁράω	futr	mid	indicative	1p	—	—	pl	verb	1 Jn 3:2
ὄψεται	ὁράω	futr	mid	indicative	3p	—	—	sg	verb	Lk 3:6,Jn 3:36,Heb 12:14,Re 1:7
ὁρᾶτε	ὁράω	pres	actv	imperative	2p	—	—	pl	verb	Mt 9:30,Mt 16:6,Mt 24:6,Mk 8:15,Lk 12:15,1 Th 5:15
ὄψεσθέ	ὁράω	futr	mid	indicative	2p	—	—	pl	verb	Jn 16:16,Jn 16:17,Jn 16:19
ὁρᾶτε	ὁράω	pres	actv	indicative, imperative	2p	—	—	pl	verb	Jas 2:24
ὀφθείς	ὁράω	aor	pass	participle	—	mas	nom	sg	verb	Ac 9:17
ὁρῶσαι	ὁράω	pres	actv	participle	—	fem	nom	pl	verb	Lk 23:49
ὤφθη	ὁράω	aor	pass	indicative	3p	—	—	sg	verb	Mt 17:3,Mk 9:4,Lk 1:11,Lk 22:43,Lk 24:34,Ac 7:2,Ac 7:26,Ac 7:30,Ac 13:31,Ac 16:9,1 Co 15:5,1 Co 15:6,1 Co 15:7,1 Co 15:8,1 Ti 3:16,Re 11:19,Re 12:1,Re 12:3
ὄψεσθε	ὁράω	futr	mid	indicative	2p	—	—	pl	verb	Mt 26:64,Mt 27:24,Mt 28:7,Mk 14:62,Mk 16:7,Lk 17:22,Jn 1:39,Jn 1:51,Ac 18:15,Ac 20:25
ὄψῃ	ὁράω	futr	mid	indicative	2p	—	—	sg	verb	Mt 27:4,Jn 1:50,Jn 11:40
Ὁρᾶτε	ὁράω	pres	actv	imperative	2p	—	—	pl	verb	Mt 18:10
ὤφθην	ὁράω	aor	pass	indicative	1p	—	—	sg	verb	Ac 26:16
ὄψομαι	ὁράω	futr	mid	indicative	1p	—	—	sg	verb	Jn 16:22,Heb 13:23
ἑώρακας	ὁράω	perfect	actv	indicative	2p	—	—	sg	verb	Jn 8:57,Jn 9:37,Ac 22:15
ὁρῶν	ὁράω	pres	actv	participle	—	mas	nom	sg	verb	Heb 11:27
ἑώρακέν	ὁράω	perfect	actv	indicative	3p	—	—	sg	verb	Jn 6:46
ἑωρακέναι	ὁράω	perfect	actv	infinitive	—	—	—	—	verb	Lk 24:23
ἑώρακεν	ὁράω	perfect	actv	indicative	3p	—	—	sg	verb	Lk 1:22,Jn 1:18,Jn 3:32,Jn 6:46,Jn 14:9,1 Jn 3:6,1 Jn 4:20,1 Jn 4:20,3 Jn 11
ὀφθήσομαί	ὁράω	futr	pass	indicative	1p	—	—	sg	verb	Ac 26:16
ἑωράκει	ὁράω	pluperfect	actv	indicative	3p	—	—	sg	verb	Ac 7:44
ἑωράκατε	ὁράω	perfect	actv	indicative	2p	—	—	pl	verb	Jn 5:37,Jn 14:7
ὤφθησαν	ὁράω	aor	pass	indicative	3p	—	—	pl	verb	Ac 2:3
ὁρῶντες	ὁράω	pres	actv	participle	—	mas	nom	pl	verb	1 Pe 1:8
ἑωράκατέ	ὁράω	perfect	actv	indicative	2p	—	—	pl	verb	Jn 6:36
ὅρα	ὁράω	pres	actv	imperative	2p	—	—	sg	verb	Mt 8:4,Mk 1:44,Heb 8:5,Re 19:10,Re 22:9
