Result	Lemma	Part of Speech	Reference
ἢ	ἤ	particle, conjunction	Mt 1:18,Lk 2:26,Ac 7:2,Ac 25:16,Ac 27:11
ἢ	ἤ	conjunction, adverb	Ga 4:27
ἢ	ἤ	preposition, conjunction	1 Co 14:5,2 Ti 3:4,1 Jn 4:4
Ἢ	ἤ	conjunction	Mt 12:33,Lk 14:31,Lk 15:8,Ro 7:1,1 Co 6:9,2 Co 11:7
ἤ	ἤ	conjunction	Mt 6:31,Mt 6:31,Mt 24:23,Lk 17:21,Lk 17:23,Ro 10:7,1 Co 9:15,1 Co 15:37,Eph 5:27
ἢ	ἤ	conjunction	Mt 5:17,Mt 5:18,Mt 5:36,Mt 6:24,Mt 6:24,Mt 6:25,Mt 7:4,Mt 7:9,Mt 7:10,Mt 7:16,Mt 9:5,Mt 10:11,Mt 10:14,Mt 10:15,Mt 10:19,Mt 10:37,Mt 10:37,Mt 11:3,Mt 11:22,Mt 11:24,Mt 12:5,Mt 12:25,Mt 12:29,Mt 13:21,Mt 15:4,Mt 15:5,Mt 16:14,Mt 16:26,Mt 17:25,Mt 17:25,Mt 18:8,Mt 18:8,Mt 18:8,Mt 18:8,Mt 18:9,Mt 18:13,Mt 18:16,Mt 18:16,Mt 18:20,Mt 19:24,Mt 19:29,Mt 19:29,Mt 19:29,Mt 19:29,Mt 19:29,Mt 19:29,Mt 20:15,Mt 20:15,Mt 21:25,Mt 22:17,Mt 23:17,Mt 23:19,Mt 25:37,Mt 25:38,Mt 25:39,Mt 25:44,Mt 25:44,Mt 25:44,Mt 25:44,Mt 25:44,Mt 26:53,Mt 27:17,Mk 2:9,Mk 3:4,Mk 3:4,Mk 4:17,Mk 4:21,Mk 4:30,Mk 6:56,Mk 6:56,Mk 7:10,Mk 7:11,Mk 7:12,Mk 9:43,Mk 9:45,Mk 9:47,Mk 10:25,Mk 10:29,Mk 10:29,Mk 10:29,Mk 10:29,Mk 10:29,Mk 10:29,Mk 10:38,Mk 10:40,Mk 11:28,Mk 11:30,Mk 12:14,Mk 12:14,Mk 13:32,Mk 13:35,Mk 14:30,Lk 2:24,Lk 5:23,Lk 6:9,Lk 6:9,Lk 7:19,Lk 7:20,Lk 8:16,Lk 9:13,Lk 9:25,Lk 10:12,Lk 10:14,Lk 11:12,Lk 12:11,Lk 12:11,Lk 12:14,Lk 12:41,Lk 12:47,Lk 12:51,Lk 13:4,Lk 13:15,Lk 14:3,Lk 14:5,Lk 14:12,Lk 15:7,Lk 16:13,Lk 16:17,Lk 17:2,Lk 17:7,Lk 18:11,Lk 18:25,Lk 18:29,Lk 18:29,Lk 18:29,Lk 18:29,Lk 20:2,Lk 20:4,Lk 20:22,Lk 21:15,Lk 22:27,Jn 2:6,Jn 3:19,Jn 4:1,Jn 4:27,Jn 6:19,Jn 7:48,Jn 8:14,Jn 9:2,Jn 9:21,Jn 13:29,Jn 18:34,Ac 1:7,Ac 3:12,Ac 3:12,Ac 4:7,Ac 4:19,Ac 4:34,Ac 5:29,Ac 5:38,Ac 7:49,Ac 8:34,Ac 10:28,Ac 10:28,Ac 11:8,Ac 17:21,Ac 17:21,Ac 17:29,Ac 17:29,Ac 18:14,Ac 19:12,Ac 20:33,Ac 20:33,Ac 20:35,Ac 23:9,Ac 23:29,Ac 24:12,Ac 24:20,Ac 24:21,Ac 25:6,Ac 26:31,Ac 28:6,Ac 28:17,Ac 28:21,Ro 1:21,Ro 2:4,Ro 2:15,Ro 3:1,Ro 3:29,Ro 4:9,Ro 4:10,Ro 4:13,Ro 6:3,Ro 8:35,Ro 8:35,Ro 8:35,Ro 8:35,Ro 8:35,Ro 8:35,Ro 9:11,Ro 9:21,Ro 11:2,Ro 11:34,Ro 11:35,Ro 13:11,Ro 14:4,Ro 14:10,Ro 14:13,1 Co 1:13,1 Co 2:1,1 Co 4:3,1 Co 4:21,1 Co 5:10,1 Co 5:10,1 Co 5:11,1 Co 5:11,1 Co 5:11,1 Co 5:11,1 Co 5:11,1 Co 6:2,1 Co 6:16,1 Co 6:19,1 Co 7:9,1 Co 7:11,1 Co 7:15,1 Co 7:16,1 Co 9:6,1 Co 9:7,1 Co 9:8,1 Co 9:10,1 Co 10:19,1 Co 10:22,1 Co 11:4,1 Co 11:5,1 Co 11:6,1 Co 11:22,1 Co 11:27,1 Co 12:21,1 Co 13:1,1 Co 14:6,1 Co 14:7,1 Co 14:19,1 Co 14:23,1 Co 14:24,1 Co 14:27,1 Co 14:29,1 Co 14:36,1 Co 14:36,1 Co 14:37,1 Co 16:6,2 Co 1:13,2 Co 1:13,2 Co 1:17,2 Co 3:1,2 Co 3:1,2 Co 6:14,2 Co 6:15,2 Co 9:7,2 Co 10:12,2 Co 11:4,2 Co 11:4,2 Co 12:6,2 Co 13:5,Ga 1:8,Ga 1:10,Ga 1:10,Ga 2:2,Ga 3:2,Ga 3:5,Ga 3:15,Eph 3:20,Eph 5:3,Eph 5:4,Eph 5:5,Eph 5:5,Eph 5:27,Php 3:12,Col 2:16,Col 2:16,Col 2:16,Col 3:17,1 Th 2:19,1 Th 2:19,1 Th 2:19,2 Th 2:4,1 Ti 1:4,1 Ti 2:9,1 Ti 2:9,1 Ti 5:4,1 Ti 5:19,Tt 1:6,Tt 3:12,Phm 18,Heb 2:6,Heb 10:28,Heb 11:25,Heb 12:16,Jas 1:17,Jas 2:3,Jas 2:15,Jas 3:12,Jas 4:5,Jas 4:11,Jas 4:13,Jas 4:15,1 Pe 1:11,1 Pe 1:18,1 Pe 3:3,1 Pe 3:9,1 Pe 3:17,1 Pe 4:15,1 Pe 4:15,1 Pe 4:15,2 Pe 2:21,Re 3:15,Re 13:16,Re 13:17,Re 13:17,Re 14:9,Mt 12:33,Mk 13:35,Mk 13:35,Mk 13:35,Lk 16:13,Jn 7:17,Ro 6:16,1 Co 14:6,1 Co 14:6,1 Co 14:6
