Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
πέμπω	πέμπω	pres	actv	indicative	1p	—	—	sg	verb	Jn 20:21
ἐπέμψατε	πέμπω	aor	actv	indicative	2p	—	—	pl	verb	Php 4:16
πέμποντα	πέμπω	pres	actv	participle	—	mas	acc	sg	verb	Ac 25:27
πεμπομένοις	πέμπω	pres	pass	participle	—	mas	dat	pl	verb	1 Pe 2:14
πέμψω	πέμπω	aorist, future	actv	subjunctive, indicative	1p	—	—	sg	verb	Tt 3:12
πέμψαντες	πέμπω	aor	actv	participle	—	mas	nom	pl	verb	Ac 19:31
πέμψαντα	πέμπω	aor	actv	participle	—	mas	acc	sg	verb	Jn 5:23
πέμψασιν	πέμπω	aor	actv	participle	—	mas	dat	pl	verb	Jn 1:22
ἔπεμψα	πέμπω	aor	actv	indicative	1p	—	—	sg	verb	Ac 10:33,Ac 23:30,1 Co 4:17,2 Co 9:3,Eph 6:22,Php 2:28,Col 4:8,1 Th 3:5,Re 22:16
πέμψουσιν	πέμπω	futr	actv	indicative	3p	—	—	pl	verb	Re 11:10
πέμψω	πέμπω	futr	actv	indicative	1p	—	—	sg	verb	Lk 20:13,Jn 15:26,Jn 16:7,1 Co 16:3
πέμψαι	πέμπω	aor	actv	infinitive	—	—	—	—	verb	Lk 20:11,Lk 20:12,Ac 11:29,Ac 15:22,Ac 15:25,Php 2:19,Php 2:23,Php 2:25
πεμφθέντες	πέμπω	aor	pass	participle	—	mas	nom	pl	verb	Lk 7:10
ἐπέμψαμεν	πέμπω	aor	actv	indicative	1p	—	—	pl	verb	1 Th 3:2
πέμψαντός	πέμπω	aor	actv	participle	—	mas	gen	sg	verb	Jn 4:34,Jn 5:30,Jn 6:38,Jn 6:39,Jn 7:16,Jn 9:4,Jn 14:24
πέμψῃς	πέμπω	aor	actv	subjunctive	2p	—	—	sg	verb	Lk 16:27
πέμψει	πέμπω	futr	actv	indicative	3p	—	—	sg	verb	Jn 14:26
πέμψω	πέμπω	aor	actv	subjunctive	1p	—	—	sg	verb	Jn 13:20
πέμψας	πέμπω	aor	actv	participle	—	mas	nom	sg	verb	Mt 2:8,Mt 11:2,Mt 14:10,Mt 22:7,Jn 1:33,Jn 5:37,Jn 6:44,Jn 7:28,Jn 8:16,Jn 8:18,Jn 8:26,Jn 8:29,Jn 12:49,Ac 20:17,Ro 8:3
πέμψαντά	πέμπω	aor	actv	participle	—	mas	acc	sg	verb	Jn 7:33,Jn 12:44,Jn 12:45,Jn 13:20,Jn 15:21,Jn 16:5
ἐπέμφθη	πέμπω	aor	pass	indicative	3p	—	—	sg	verb	Lk 4:26
πέμψον	πέμπω	aor	actv	imperative	2p	—	—	sg	verb	Mk 5:12,Lk 16:24,Ac 10:5,Ac 10:32,Re 1:11,Re 14:15,Re 14:18
πέμψαντί	πέμπω	aor	actv	participle	—	mas	dat	sg	verb	Jn 5:24
πέμπειν	πέμπω	pres	actv	infinitive	—	—	—	—	verb	Ac 25:25
πέμψαντος	πέμπω	aor	actv	participle	—	mas	gen	sg	verb	Jn 7:18,Jn 13:16
ἔπεμψεν	πέμπω	aor	actv	indicative	3p	—	—	sg	verb	Lk 7:6,Lk 7:19,Lk 15:15
πέμπει	πέμπω	pres	actv	indicative	3p	—	—	sg	verb	2 Th 2:11
