Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
διώκοντα	διώκω	pres	actv	participle	—	neu	nom	pl	verb	Ro 9:30
δίωκε	διώκω	pres	actv	imperative	2p	—	—	sg	verb	1 Ti 6:11,2 Ti 2:22
διώκωνται	διώκω	pres	pass	subjunctive	3p	—	—	pl	verb	Ga 6:12
δεδιωγμένοι	διώκω	perfect	pass	participle	—	mas	nom	pl	verb	Mt 5:10
ἐδίωκον	διώκω	impft	actv	indicative	1p	—	—	sg	verb	Ac 26:11,Ga 1:13
διωξάτω	διώκω	aor	actv	imperative	3p	—	—	sg	verb	1 Pe 3:11
διώκω	διώκω	pres	actv	indicative	1p	—	—	sg	verb	Php 3:12,Php 3:14
διωκόντων	διώκω	pres	actv	participle	—	mas	gen	pl	verb	Mt 5:44
διώκωμεν	διώκω	pres	actv	subjunctive	1p	—	—	pl	verb	Ro 14:19
διώξητε	διώκω	aor	actv	subjunctive	2p	—	—	pl	verb	Lk 17:23
διωχθήσονται	διώκω	futr	pass	indicative	3p	—	—	pl	verb	2 Ti 3:12
διώκομαι	διώκω	pres	pass	indicative	1p	—	—	sg	verb	Ga 5:11
ἐδίωκον	διώκω	impft	actv	indicative	3p	—	—	pl	verb	Jn 5:16
διώκετε	διώκω	pres	actv	imperative	2p	—	—	pl	verb	1 Th 5:15,Heb 12:14
Διώκετε	διώκω	pres	actv	imperative	2p	—	—	pl	verb	1 Co 14:1
διώκεις	διώκω	pres	actv	indicative	2p	—	—	sg	verb	Ac 9:4,Ac 9:5,Ac 22:7,Ac 22:8,Ac 26:14,Ac 26:15
διωκόμενοι	διώκω	pres	pass	participle	—	mas	nom	pl	verb	1 Co 4:12,2 Co 4:9
ἐδίωκεν	διώκω	impft	actv	indicative	3p	—	—	sg	verb	Ga 4:29
ἐδίωξα	διώκω	aor	actv	indicative	1p	—	—	sg	verb	Ac 22:4,1 Co 15:9
ἐδίωξεν	διώκω	aor	actv	indicative	3p	—	—	sg	verb	Re 12:13
ἐδίωξαν	διώκω	aor	actv	indicative	3p	—	—	pl	verb	Mt 5:12,Jn 15:20,Ac 7:52
διώξωσιν	διώκω	aor	actv	subjunctive	3p	—	—	pl	verb	Mt 5:11
διώκοντας	διώκω	pres	actv	participle	—	mas	acc	pl	verb	Ro 12:14
διώξουσιν	διώκω	futr	actv	indicative	3p	—	—	pl	verb	Lk 11:49,Lk 21:12,Jn 15:20
διώκων	διώκω	pres	actv	participle	—	mas	nom	sg	verb	Ro 9:31,Ga 1:23,Php 3:6
διώκοντες	διώκω	pres	actv	participle	—	mas	nom	pl	verb	Ro 12:13
διώξετε	διώκω	futr	actv	indicative	2p	—	—	pl	verb	Mt 23:34
διώκωσιν	διώκω	pres	actv	subjunctive	3p	—	—	pl	verb	Mt 10:23
