Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ἀκολουθοῦντι	ἀκολουθέω	pres	actv	participle	—	mas	dat	sg	verb	Lk 7:9
ἀκολουθεῖν	ἀκολουθέω	pres	actv	infinitive	—	—	—	—	verb	Mk 8:34
ἠκολούθησεν	ἀκολουθέω	aor	actv	indicative	3p	—	—	sg	verb	Mt 9:9,Mt 9:19,Mt 20:29,Mk 2:14,Mk 3:7,Mk 14:54,Re 14:8,Re 14:9
ἀκολουθείτω	ἀκολουθέω	pres	actv	imperative	3p	—	—	sg	verb	Mt 16:24,Mk 8:34,Lk 9:23,Jn 12:26
ἀκολούθει	ἀκολουθέω	pres	actv	imperative	2p	—	—	sg	verb	Mt 8:22,Mt 9:9,Mt 19:21,Mk 2:14,Mk 10:21,Lk 5:27,Lk 9:59,Lk 18:22,Jn 1:43,Jn 21:19,Jn 21:22,Ac 12:8
ἠκολούθουν	ἀκολουθέω	impft	actv	indicative	3p	—	—	pl	verb	Mk 2:15,Mk 15:41
ἠκολουθήκαμέν	ἀκολουθέω	perfect	actv	indicative	1p	—	—	pl	verb	Mk 10:28
ἀκολουθῶν	ἀκολουθέω	pres	actv	participle	—	mas	nom	sg	verb	Jn 8:12,Jn 20:6
ἀκολουθήσεις	ἀκολουθέω	futr	actv	indicative	2p	—	—	sg	verb	Jn 13:36
ἀκολουθησάντων	ἀκολουθέω	aor	actv	participle	—	mas	gen	pl	verb	Jn 1:40
ἀκολουθήσουσιν	ἀκολουθέω	futr	actv	indicative	3p	—	—	pl	verb	Jn 10:5
ἀκολουθούσης	ἀκολουθέω	pres	actv	participle	—	fem	gen	sg	verb	1 Co 10:4
ἀκολουθεῖ	ἀκολουθέω	pres	actv	indicative	3p	—	—	sg	verb	Mt 10:38,Lk 9:49,Jn 10:4,Re 14:13
ἀκολουθοῦντας	ἀκολουθέω	pres	actv	participle	—	mas	acc	pl	verb	Jn 1:38
ἀκολουθήσαντές	ἀκολουθέω	aor	actv	participle	—	mas	nom	pl	verb	Mt 19:28
ἠκολούθει	ἀκολουθέω	impft	actv	indicative	3p	—	—	sg	verb	Mt 26:58,Mk 5:24,Mk 9:38,Mk 10:52,Lk 5:28,Lk 18:43,Lk 22:54,Jn 6:2,Ac 12:9,Ac 21:36,Re 6:8,Re 19:14
ἀκολουθῆσαι	ἀκολουθέω	aor	actv	infinitive	—	—	—	—	verb	Jn 13:36,Jn 13:37
ἀκολουθοῦντα	ἀκολουθέω	pres	actv	participle	—	mas	acc	sg	verb	Jn 21:20
ἀκολουθοῦσιν	ἀκολουθέω	pres	actv	indicative	3p	—	—	pl	verb	Mk 6:1
ἀκολουθήσατε	ἀκολουθέω	aor	actv	imperative	2p	—	—	pl	verb	Mk 14:13,Lk 22:10
Ἠκολούθει	ἀκολουθέω	impft	actv	indicative	3p	—	—	sg	verb	Lk 23:27,Jn 18:15
ἀκολουθοῦντες	ἀκολουθέω	pres	actv	participle	—	mas	nom	pl	verb	Mt 21:9,Mk 10:32,Mk 11:9,Re 14:4
ἠκολουθήσαμέν	ἀκολουθέω	aor	actv	indicative	1p	—	—	pl	verb	Mt 19:27,Lk 18:28
ἠκολούθησαν	ἀκολουθέω	aor	actv	indicative	3p	—	—	pl	verb	Mt 4:20,Mt 4:22,Mt 4:25,Mt 8:1,Mt 8:23,Mt 9:27,Mt 12:15,Mt 14:13,Mt 19:2,Mt 20:34,Mt 27:55,Mk 1:18,Lk 5:11,Lk 9:11,Lk 22:39,Jn 1:37,Jn 11:31,Ac 13:43
ἀκολουθήσω	ἀκολουθέω	futr	actv	indicative	1p	—	—	sg	verb	Mt 8:19,Lk 9:57,Lk 9:61
ἀκολουθοῦσιν	ἀκολουθέω	pres	actv	participle	—	mas	dat	pl	verb	Mt 8:10
ἀκολουθοῦσίν	ἀκολουθέω	pres	actv	indicative	3p	—	—	pl	verb	Jn 10:27
