Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
Ἤρξαντο	ἄρχομαι	aor	mid	indicative	3p	—	—	pl	verb	Lk 23:2
ἀρξάμενοι	ἄρχομαι	aor	mid	participle	—	mas	nom	pl	verb	Lk 24:47,Jn 8:9
ἀρχομένων	ἄρχομαι	pres	mid	participle	—	neuter, masculine	gen	pl	verb	Lk 21:28
ἄρξηται	ἄρχομαι	aor	mid	subjunctive	3p	—	—	sg	verb	Mt 24:49,Lk 12:45
ἄρξασθαί	ἄρχομαι	aor	mid	infinitive	—	—	—	—	verb	Ac 11:15
ἄρχειν	ἄρχομαι	pres	actv	infinitive	—	—	—	—	verb	Mk 10:42,Ro 15:12
Ἀρχόμεθα	ἄρχομαι	pres	mid	indicative	1p	—	—	pl	verb	2 Co 3:1
ἤρξαντο	ἄρχομαι	aor	mid	indicative	3p	—	—	pl	verb	Mt 12:1,Mt 26:22,Mk 2:23,Mk 5:17,Mk 6:55,Mk 8:11,Mk 10:41,Mk 14:19,Mk 15:18,Lk 5:21,Lk 7:49,Lk 11:53,Lk 14:18,Lk 15:24,Lk 19:37,Lk 22:23,Ac 2:4
ἄρξησθε	ἄρχομαι	aor	mid	subjunctive	2p	—	—	pl	verb	Lk 3:8,Lk 13:25
Ἀρξάμενος	ἄρχομαι	aor	mid	participle	—	mas	nom	sg	verb	Ac 11:4
ἄρξεσθε	ἄρχομαι	futr	mid	indicative	2p	—	—	pl	verb	Lk 13:26
ἀρχόμενος	ἄρχομαι	pres	mid	participle	—	mas	nom	sg	verb	Lk 3:23
Ἤρξατο	ἄρχομαι	aor	mid	indicative	3p	—	—	sg	verb	Mk 10:28,Lk 20:9
ἤρξατο	ἄρχομαι	aor	mid	indicative	3p	—	—	sg	verb	Mt 4:17,Mt 11:7,Mt 11:20,Mt 16:21,Mt 16:22,Mt 26:37,Mt 26:74,Mk 1:45,Mk 4:1,Mk 5:20,Mk 6:2,Mk 6:7,Mk 6:34,Mk 8:31,Mk 8:32,Mk 10:32,Mk 10:47,Mk 11:15,Mk 12:1,Mk 13:5,Mk 14:33,Mk 14:69,Mk 14:71,Mk 15:8,Lk 4:21,Lk 7:15,Lk 7:24,Lk 7:38,Lk 9:12,Lk 11:29,Lk 12:1,Lk 14:30,Lk 15:14,Lk 19:45,Jn 13:5,Ac 1:1,Ac 18:26,Ac 24:2,Ac 27:35
ἤρξαντό	ἄρχομαι	aor	mid	indicative	3p	—	—	pl	verb	Mk 14:65
ἄρξῃ	ἄρχομαι	future, aorist	mid	indicative, subjunctive	2p	—	—	sg	verb	Lk 14:9
ἀρξάμενος	ἄρχομαι	aor	mid	participle	—	mas	nom	sg	verb	Mt 14:30,Mt 20:8,Lk 23:5,Lk 24:27,Ac 1:22,Ac 8:35,Ac 10:37
ἄρξωνται	ἄρχομαι	aor	mid	subjunctive	3p	—	—	pl	verb	Lk 14:29
ἄρξονται	ἄρχομαι	futr	mid	indicative	3p	—	—	pl	verb	Lk 23:30
ἄρξασθαι	ἄρχομαι	aor	mid	infinitive	—	—	—	—	verb	1 Pe 4:17
ἀρξαμένου	ἄρχομαι	aor	mid	participle	—	mas	gen	sg	verb	Mt 18:24
