Result	Lemma	Gender	Case	Number	Part of Speech	Reference
ἓν	εἷς	neu	nom	sg	adjective, interjection	Mt 18:14
ἓν	εἷς	neu	nom	sg	adjective	Mt 5:18,Mt 10:29,Mt 18:12,Mk 4:8,Mk 4:8,Mk 4:8,Mk 4:20,Mk 4:20,Mk 4:20,Lk 12:6,Jn 6:22,Jn 17:11,Jn 17:21,Jn 17:22,Ac 23:6,Ro 12:5,1 Co 6:16,1 Co 6:17,1 Co 10:17,1 Co 11:5,1 Co 12:11,1 Co 12:14,1 Co 12:19,1 Co 12:20,1 Co 12:26,1 Co 12:26,Eph 4:4,Eph 4:5,Re 4:8,Re 15:7
ἑνὸς	εἷς	neuter, masculine	gen	sg	adjective	Ro 5:16,Eph 4:16
Ἑνὶ	εἷς	mas	dat	sg	adjective	Eph 4:7
μιᾶς	εἷς	fem	gen	sg	adjective	Lk 14:18,Lk 17:34,Lk 22:59,Ac 24:21,1 Ti 3:2,1 Ti 3:12,Tt 1:6,Heb 12:16
ἓν	εἷς	neu	nominative, accusative	sg	adjective	Mt 5:29,Mt 5:30,Mt 6:29,Lk 12:27
ἕν	εἷς	neu	acc	sg	adjective	Mt 5:41,Mt 25:15,Jn 11:52,Jn 17:23,Jn 21:25,Ac 28:25,1 Jn 5:8
ἑνὸς	εἷς	mas	gen	sg	adjective	Mt 6:24,Lk 16:13,Ac 17:27,Ac 21:26,Ro 5:12,Ro 5:15,Ro 5:15,Ro 5:16,Ro 5:17,Ro 5:17,Ro 5:18,Ro 5:18,Ro 5:19,Ro 5:19,Ro 9:10,1 Co 4:6,1 Co 10:17,Ga 3:20,2 Th 1:3,1 Ti 5:9,Heb 2:11,Heb 11:12,Re 8:13,Re 21:21
μίαν	εἷς	fem	acc	sg	adjective	Mt 5:19,Mt 5:36,Mt 17:4,Mt 17:4,Mt 17:4,Mt 19:5,Mt 20:12,Mt 21:19,Mt 26:40,Mt 28:1,Mk 9:5,Mk 9:5,Mk 9:5,Mk 10:8,Mk 14:37,Lk 9:33,Lk 9:33,Lk 9:33,Lk 15:8,Lk 16:17,Lk 17:22,Ac 12:10,Ac 21:7,Ac 28:13,1 Co 6:16,1 Co 16:2,2 Co 11:24,Eph 5:31,Tt 3:10,Heb 10:12,Re 6:1,Re 9:13,Re 13:3,Re 17:12,Re 17:13,Re 17:17
εἷς	εἷς	mas	nom	sg	adjective	Mt 8:19,Mt 9:18,Mt 18:24,Mt 19:16,Mt 19:17,Mt 20:21,Mt 20:21,Mt 22:35,Mt 23:8,Mt 23:9,Mt 23:10,Mt 24:40,Mt 24:40,Mt 26:14,Mt 26:21,Mt 26:22,Mt 26:47,Mt 26:51,Mt 27:38,Mt 27:38,Mt 27:48,Mk 2:7,Mk 5:22,Mk 6:15,Mk 8:28,Mk 9:17,Mk 10:17,Mk 10:18,Mk 10:37,Mk 10:37,Mk 12:28,Mk 12:29,Mk 12:32,Mk 13:1,Mk 14:10,Mk 14:18,Mk 14:19,Mk 14:19,Mk 14:20,Mk 14:43,Mk 14:47,Lk 7:41,Lk 17:34,Lk 18:10,Lk 18:19,Lk 22:47,Lk 22:50,Lk 24:18,Jn 1:40,Jn 6:8,Jn 6:70,Jn 6:71,Jn 7:50,Jn 8:9,Jn 8:9,Jn 10:16,Jn 11:49,Jn 11:50,Jn 12:2,Jn 12:4,Jn 13:21,Jn 13:23,Jn 18:22,Jn 18:26,Jn 19:34,Jn 20:24,Ac 2:6,Ac 4:32,Ac 11:28,Ro 3:10,Ro 3:30,Ro 12:5,1 Co 4:6,1 Co 8:4,1 Co 8:6,1 Co 8:6,1 Co 9:24,1 Co 10:17,1 Co 14:27,2 Co 5:14,Ga 3:20,Ga 3:28,Eph 4:5,Eph 4:6,1 Th 5:11,1 Ti 2:5,Jas 2:19,Jas 4:12,Re 5:5,Re 7:13,Re 17:1,Re 17:10,Re 18:21,Re 21:9,Re 21:21
μία	εἷς	fem	nom	sg	adjective	Mt 5:18,Mt 19:6,Mt 24:41,Mt 24:41,Mt 26:69,Mk 10:8,Mk 12:42,Mk 14:66,Lk 17:35,Jn 10:16,Ac 4:32,Ac 19:34,Ga 4:24,Eph 4:5,2 Pe 3:8,2 Pe 3:8,Re 9:12
ἓν	εἷς	neu	accusative, nominative	sg	adjective	1 Co 12:18,Php 3:13
ἕν	εἷς	neu	nom	sg	adjective	Mk 10:21,Jn 1:3,Jn 10:30,Jn 17:22,1 Co 3:8,1 Co 12:12,1 Co 12:12
ἓν	εἷς	neu	acc	sg	adjective	Mt 12:11,Mt 18:5,Mt 25:18,Mt 25:24,Mt 27:14,Mk 9:37,Lk 5:3,Lk 15:4,Jn 3:27,Jn 7:21,Jn 9:25,Ac 21:19,1 Co 12:13,1 Co 12:13,Eph 2:14,Php 2:2,Re 4:8
μιᾷ	εἷς	fem	dat	sg	adjective	Mk 16:2,Lk 5:12,Lk 5:17,Lk 8:22,Lk 13:10,Lk 20:1,Lk 24:1,Jn 20:1,Jn 20:19,Ac 20:7,1 Co 10:8,Eph 4:4,Php 1:27,Heb 10:14,Re 18:8,Re 18:10,Re 18:17,Re 18:19
ἑνός	εἷς	mas	gen	sg	adjective	Ro 3:12,Ro 5:17
Ἓν	εἷς	neu	nom	sg	adjective	Eph 4:4,2 Pe 3:8
ἑνὶ	εἷς	neu	dat	sg	adjective	Ro 12:4,Ro 15:6,1 Co 12:9,1 Co 12:13,Eph 2:16,Eph 2:18,Php 1:27,Col 3:15
ἕνα	εἷς	mas	acc	sg	adjective	Mt 6:24,Mt 6:27,Mt 10:42,Mt 13:46,Mt 16:14,Mt 18:6,Mt 18:16,Mt 18:28,Mt 21:24,Mt 23:15,Mt 27:15,Mk 8:14,Mk 9:42,Mk 11:29,Mk 12:6,Mk 15:6,Mk 15:27,Mk 15:27,Lk 15:19,Lk 15:26,Lk 16:5,Lk 16:13,Lk 17:2,Jn 8:41,Jn 18:14,Jn 18:39,Jn 20:7,Jn 20:12,Jn 20:12,Ac 1:22,Ac 1:24,Ac 2:3,Ac 20:31,Ac 23:17,1 Co 14:31,Ga 4:22,Ga 4:22,Eph 2:15,Eph 5:33,1 Th 2:11,1 Th 5:11,Re 19:17
ἑνὸς	εἷς	masculine, neuter	gen	sg	adjective	Mt 18:10,Ac 17:26
Εἷς	εἷς	mas	nom	sg	adjective	Lk 17:15,Lk 23:39,1 Ti 2:5
ἑνὸς	εἷς	neu	gen	sg	adjective	Lk 10:42,Re 6:1
ἑνὶ	εἷς	mas	dat	sg	adjective	Mt 20:13,Mt 25:40,Mt 25:45,Lk 4:40,Lk 11:46,Lk 12:52,Lk 15:7,Lk 15:10,Lk 15:15,2 Co 11:2,Ga 5:14,Col 4:6
ἑνί	εἷς	mas	dat	sg	adjective	Jas 2:10
ἕν	εἷς	neu	nominative, accusative	sg	adjective	Lk 18:22
ἑνός	εἷς	neu	gen	sg	adjective	Ga 3:16
