Result	Lemma	Gender	Case	Number	Part of Speech	Reference
ὅλον	ὅλος	neu	acc	sg	adjective	1 Co 5:6,Ga 5:9,Jas 3:2,Jas 3:3,Jas 3:6
ὅλον	ὅλος	neu	nom	sg	adjective	Mt 1:22,Mt 5:29,Mt 5:30,Mt 6:22,Mt 6:23,Mt 26:56,Mt 26:59,Mk 14:55,Mk 15:1,Lk 11:34,Lk 11:36,Lk 11:36,Jn 11:50,1 Co 12:17,1 Co 12:17
ὅλῃ	ὅλος	fem	dat	sg	adjective	Mt 4:23,Mt 9:31,Mt 22:37,Mt 22:37,Mt 22:37,Mt 24:14,Lk 1:65,Lk 7:17,Lk 10:27,Lk 10:27,Lk 10:27,Ac 15:22,2 Co 1:1,1 Th 4:10
ὅλον	ὅλος	mas	acc	sg	adjective	Mt 16:26,Mk 8:36,Mk 12:44,Mk 14:9,Lk 8:43,Lk 9:25,Jn 7:23,Ac 2:2,Ac 2:47,Ac 7:10,Ac 11:26,Ga 5:3,Jas 2:10
ὅλῳ	ὅλος	neu	dat	sg	adjective	Php 1:13
ὅλους	ὅλος	mas	acc	pl	adjective	Tt 1:11
ὅλη	ὅλος	fem	nom	sg	adjective	Mk 1:33,Jn 4:53,Ac 19:27,Ac 21:30,Ac 21:31,1 Co 14:23,Re 6:12,Re 13:3
ὅλος	ὅλος	mas	nom	sg	adjective	Mt 22:40,Jn 9:34,Jn 13:10,1 Jn 5:19
ὅλον	ὅλος	neu	nominative, accusative	sg	adjective	Mt 13:33,Lk 13:21
ὅλου	ὅλος	mas	gen	sg	adjective	Jn 19:23,1 Jn 2:2
ὅλην	ὅλος	fem	acc	sg	adjective	Mt 4:24,Mt 9:26,Mt 14:35,Mt 20:6,Mt 27:27,Mk 1:28,Mk 1:39,Mk 6:55,Mk 15:16,Mk 15:33,Lk 8:39,Lk 23:44,Ac 5:11,Ac 7:11,Ac 11:28,Ac 13:6,Ac 28:30,Ro 8:36,Ro 10:21,Re 12:9
ὅλου	ὅλος	neu	gen	sg	adjective	Ac 10:22
ὅλης	ὅλος	fem	gen	sg	adjective	Mk 12:30,Mk 12:30,Mk 12:30,Mk 12:30,Mk 12:33,Mk 12:33,Mk 12:33,Lk 4:14,Lk 5:5,Lk 10:27,Lk 23:5,Ac 9:31,Ac 9:42,Ac 10:37,Ac 13:49,Ro 16:23,Re 3:10,Re 16:14
ὅλῳ	ὅλος	mas	dat	sg	adjective	Mt 26:13,Ac 18:8,Ro 1:8,Heb 3:2,Heb 3:5
