Result	Lemma	Gender	Case	Number	Part of Speech	Reference
μηδὲν	μηδείς	neu	acc	sg	adjective	Mk 1:44,Mk 5:26,Mk 6:8,Lk 3:13,Lk 4:35,Lk 6:35,Lk 9:3,Ac 4:21,Ac 10:20,Ac 11:12,Ac 15:28,Ac 16:28,Ac 19:36,Ac 23:29,Ac 25:25,Ac 28:6,Ro 13:8,1 Co 10:25,1 Co 10:27,2 Co 6:10,2 Co 11:5,Php 2:3,Php 4:6,2 Th 3:11,1 Ti 5:21,1 Ti 6:4,Tt 2:8,Jas 1:6,3 Jn 7,Re 2:10
μηδεὶς	μηδείς	mas	nom	sg	adjective	Mt 9:30,Mk 5:43,Mk 11:14,1 Co 3:21,1 Co 10:24,Ga 6:17,Col 2:4,Col 2:18,Jas 1:13,1 Jn 3:7,Re 3:11
μηθὲν	μηδείς	neu	acc	sg	adjective	Ac 27:33
μηδείς	μηδείς	mas	nom	sg	adjective	Tt 2:15
Μηδεμίαν	μηδείς	fem	acc	sg	adjective	2 Co 6:3
μηδενὶ	μηδείς	mas	dat	sg	adjective	Mt 8:4,Mt 16:20,Mt 17:9,Mk 1:44,Mk 7:36,Mk 8:30,Mk 9:9,Lk 5:14,Lk 8:56,Lk 9:21,Ac 4:17,Ac 11:19,Ac 23:22,Ro 12:17,1 Ti 5:22
μηδένα	μηδείς	mas	acc	sg	adjective	Lk 3:14,Lk 10:4,Ac 9:7,Ac 10:28,Ac 24:23,1 Th 3:3,2 Th 2:3,Tt 3:2
μηδὲν	μηδείς	neu	nom	sg	adjective	Mt 27:19,Ac 8:24,Ga 6:3
μηδενὸς	μηδείς	neu	gen	sg	adjective	Ac 19:40,Ac 23:14,1 Th 4:12
μηδεμίαν	μηδείς	fem	acc	sg	adjective	Ac 13:28,Ac 25:17,Ac 28:18,1 Ti 5:14,Heb 10:2,1 Pe 3:6
μηδέν	μηδείς	neu	acc	sg	adjective	2 Co 13:7
Μηδενὶ	μηδείς	mas	dat	sg	adjective	Ro 13:8
μηδενὶ	μηδείς	neu	dat	sg	adjective	1 Co 1:7,2 Co 6:3,2 Co 7:9,Php 1:28,Jas 1:4
Μηδείς	μηδείς	mas	nom	sg	adjective	1 Ti 4:12
μηδὲν	μηδείς	neu	nominative, accusative	sg	adjective	Tt 3:13
Μηδεὶς	μηδείς	mas	nom	sg	adjective	1 Co 3:18,Eph 5:6
