Result	Lemma	Gender	Case	Number	Part of Speech	Reference
πρῶτον	πρῶτος	neu	nom	sg	adjective	Re 4:7
πρῶτον	πρῶτος	—	—	—	adverb, adjective	Mt 5:24,Mt 6:33,Mt 7:5,Mt 8:21,Mt 12:29,Mt 13:30,Mt 17:10,Mt 17:27,Mt 23:26,Mk 3:27,Mk 4:28,Mk 7:27,Mk 9:11,Mk 9:12,Mk 13:10,Mk 16:9,Lk 6:42,Lk 9:59,Lk 9:61,Lk 10:5,Lk 11:38,Lk 12:1,Lk 14:28,Lk 14:31,Lk 17:25,Lk 21:9,Jn 1:41,Jn 2:10,Jn 7:51,Jn 10:40,Jn 12:16,Jn 15:18,Jn 18:13,Jn 19:39,Ac 1:1,Ac 3:26,Ac 7:12,Ac 13:46,Ac 15:14,Ro 1:16,Ro 2:9,Ro 2:10,Ro 3:2,Ro 15:24,1 Co 11:18,1 Co 12:28,1 Co 15:46,2 Co 8:5,1 Th 4:16,2 Th 2:3,1 Ti 2:1,1 Ti 3:10,2 Ti 1:5,2 Ti 2:6,Heb 7:2,Heb 10:9,Jas 3:17,1 Pe 4:17,2 Pe 1:20,2 Pe 3:3
πρώτης	πρῶτος	fem	gen	sg	adjective	Mt 27:64,Ac 16:12,Ac 20:18,Php 1:5,Heb 9:8
πρῶτον	πρῶτος	—	—	—	adverb	1 Ti 5:4
πρώτων	πρῶτος	mas	gen	pl	adjective	Mt 20:8,Mt 21:36
πρώτῳ	πρῶτος	neu	dat	sg	adjective	Mt 21:28
πρῶτός	πρῶτος	mas	nom	sg	adjective	Jn 1:15,Jn 1:30,1 Ti 1:15
πρώτους	πρῶτος	mas	acc	pl	adjective	Ac 13:50,Ac 27:43,Ac 28:17
πρώτῳ	πρῶτος	mas	dat	sg	adjective	Lk 16:5,Ac 28:7,1 Ti 1:16
πρώτη	πρῶτος	fem	nom	sg	adjective	Mt 22:38,Mk 12:28,Mk 12:29,Lk 2:2,Eph 6:2,Heb 8:7,Heb 9:1,Heb 9:2,Heb 9:18,Re 4:1,Re 20:5,Re 21:1
πρῶτοι	πρῶτος	mas	nom	pl	adjective	Mt 19:30,Mt 19:30,Mt 20:10,Mt 20:16,Mt 20:16,Mk 10:31,Mk 10:31,Lk 13:30,Lk 13:30,Lk 19:47,Ac 25:2
πρώτῃ	πρῶτος	fem	dat	sg	adjective	Mt 26:17,Mk 14:12,Mk 16:9,2 Ti 4:16,Heb 9:15,Re 20:6
πρώτοις	πρῶτος	neuter, masculine	dat	pl	adjective	1 Co 15:3
πρώτου	πρῶτος	mas	gen	sg	adjective	Jn 19:32
πρῶτα	πρῶτος	neu	nom	pl	adjective	Re 21:4
πρώτων	πρῶτος	fem	gen	pl	adjective	Ac 17:4
πρώτων	πρῶτος	neu	gen	pl	adjective	Mt 12:45,Lk 11:26,2 Pe 2:20,Re 2:19
Πρῶτον	πρῶτος	—	—	—	adverb, adjective	Ro 1:8
πρῶτος	πρῶτος	mas	nom	sg	adjective	Mt 10:2,Mt 20:27,Mt 21:31,Mt 22:25,Mk 9:35,Mk 10:44,Mk 12:20,Lk 14:18,Lk 19:16,Lk 20:29,Jn 8:7,Jn 20:4,Jn 20:8,Ac 26:23,Ro 10:19,1 Co 14:30,1 Co 15:45,1 Co 15:47,1 Ti 2:13,1 Jn 4:19,Re 1:17,Re 2:8,Re 8:7,Re 16:2,Re 21:1,Re 21:19,Re 22:13
πρῶτα	πρῶτος	neu	acc	pl	adjective	Re 2:5
πρῶτόν	πρῶτος	—	—	—	adverb, adjective	Ac 26:20
πρῶτον	πρῶτος	neu	acc	sg	adjective	Re 13:12
πρώτην	πρῶτος	fem	acc	sg	adjective	Lk 15:22,Ac 12:10,1 Ti 5:12,Heb 8:13,Heb 9:6,Re 2:4
πρώτοις	πρῶτος	mas	dat	pl	adjective	Mk 6:21
πρώτου	πρῶτος	neu	gen	sg	adjective	Re 13:12
