Result	Lemma	Gender	Case	Number	Part of Speech	Reference
τρεῖς	τρεῖς	feminine, masculine	nom	pl	adjective	1 Co 10:8,Re 6:6
τρεῖς	τρεῖς	fem	acc	pl	adjective	Mt 12:40,Mt 12:40,Mt 12:40,Mt 12:40,Mt 17:4,Mt 27:63,Mk 8:31,Mk 9:5,Lk 2:46,Ac 9:9,Ac 25:1,Ac 28:7,Ac 28:12,Ac 28:17,Re 11:9,Re 11:11
Τριῶν	τρεῖς	fem	gen	pl	adjective	Ac 28:15
τρία	τρεῖς	neu	acc	pl	adjective	Mt 13:33,Lk 4:25,Lk 13:7,Lk 13:21,Ac 17:2,Ga 1:18,Re 16:13,Re 16:19
τρεῖς	τρεῖς	feminine, masculine	acc	pl	adjective	Mk 9:31,Mk 10:34
τρεῖς	τρεῖς	mas	accusative, nominative	pl	adjective	1 Co 14:27
τρεῖς	τρεῖς	feminine, masculine	accusative, nominative	pl	adjective	Lk 9:33
τριῶν	τρεῖς	fem	gen	pl	adjective	Mt 26:61,Mk 14:58,Ac 5:7,Re 9:18
τρισὶν	τρεῖς	mas	dat	pl	adjective	Heb 10:28
τρισὶν	τρεῖς	fem	dat	pl	adjective	Mt 27:40,Mk 15:29,Jn 2:19,Jn 2:20
τρεῖς	τρεῖς	fem	nominative, accusative	pl	adjective	Mt 15:32,Mk 8:2
τρεῖς	τρεῖς	mas	acc	pl	adjective	Lk 1:56,Lk 11:5,Jn 2:6,Ac 7:20,Ac 19:8,Ac 20:3,Ac 28:11,Jas 5:17
τρία	τρεῖς	neu	nom	pl	adjective	1 Co 13:13
τρεῖς	τρεῖς	mas	nom	pl	adjective	Mt 18:20,Lk 12:52,Ac 10:19,Ac 11:11,1 Co 14:29,1 Jn 5:7,1 Jn 5:8,Re 21:13,Re 21:13,Re 21:13,Re 21:13
τριῶν	τρεῖς	mas	gen	pl	adjective	Mt 18:16,Lk 10:36,Jn 21:11,2 Co 13:1,1 Ti 5:19,Re 8:13
τρισίν	τρεῖς	mas	dat	pl	adjective	Lk 12:52
