Result	Lemma	Gender	Case	Number	Part of Speech	Reference
Χριστῷ	Χριστός	mas	dat	sg	noun	Ro 3:24,Ro 6:8,Ro 6:11,Ro 6:23,Ro 8:1,Ro 8:2,Ro 8:39,Ro 9:1,Ro 12:5,Ro 14:18,Ro 15:17,Ro 16:3,Ro 16:7,Ro 16:9,Ro 16:10,Ro 16:18,1 Co 1:2,1 Co 1:4,1 Co 1:30,1 Co 3:1,1 Co 4:10,1 Co 4:15,1 Co 4:15,1 Co 4:17,1 Co 15:18,1 Co 15:19,1 Co 15:22,1 Co 15:31,1 Co 16:24,2 Co 2:14,2 Co 2:17,2 Co 3:14,2 Co 5:17,2 Co 5:19,2 Co 11:2,2 Co 12:2,2 Co 12:19,Ga 1:22,Ga 2:4,Ga 2:17,Ga 2:19,Ga 3:14,Ga 3:26,Ga 3:28,Ga 5:6,Eph 1:1,Eph 1:3,Eph 1:10,Eph 1:12,Eph 1:20,Eph 2:5,Eph 2:6,Eph 2:7,Eph 2:10,Eph 2:13,Eph 3:6,Eph 3:11,Eph 3:21,Eph 4:32,Eph 5:24,Eph 6:5,Php 1:1,Php 1:13,Php 1:23,Php 1:26,Php 2:1,Php 2:5,Php 3:3,Php 3:14,Php 4:7,Php 4:19,Php 4:21,Col 1:2,Col 1:4,Col 1:28,Col 2:20,Col 3:1,Col 3:3,Col 3:24,1 Th 1:1,1 Th 2:14,1 Th 4:16,1 Th 5:18,2 Th 1:1,2 Th 3:12,1 Ti 1:12,1 Ti 1:14,1 Ti 3:13,2 Ti 1:1,2 Ti 1:9,2 Ti 1:13,2 Ti 2:1,2 Ti 2:10,2 Ti 3:12,2 Ti 3:15,Phm 8,Phm 20,Phm 23,1 Pe 3:16,1 Pe 5:10,1 Pe 5:14,1 Jn 5:20,Jud 1
Χριστοῦ	Χριστός	mas	gen	sg	noun	Mt 1:1,Mt 1:17,Mt 1:18,Mt 11:2,Mk 1:1,Mk 9:41,Jn 1:17,Ac 2:31,Ac 2:38,Ac 3:6,Ac 4:10,Ac 8:12,Ac 10:36,Ac 10:48,Ac 15:26,Ac 16:18,Ac 28:31,Ro 1:1,Ro 1:4,Ro 1:6,Ro 1:7,Ro 1:8,Ro 2:16,Ro 3:22,Ro 5:1,Ro 5:11,Ro 5:15,Ro 5:17,Ro 5:21,Ro 7:4,Ro 7:25,Ro 8:9,Ro 8:17,Ro 8:35,Ro 9:3,Ro 10:17,Ro 15:6,Ro 15:16,Ro 15:19,Ro 15:29,Ro 15:30,Ro 16:16,Ro 16:25,Ro 16:27,1 Co 1:1,1 Co 1:2,1 Co 1:3,1 Co 1:6,1 Co 1:7,1 Co 1:8,1 Co 1:9,1 Co 1:10,1 Co 1:12,1 Co 1:17,1 Co 2:16,1 Co 3:23,1 Co 4:1,1 Co 6:11,1 Co 6:15,1 Co 6:15,1 Co 7:22,1 Co 9:12,1 Co 9:21,1 Co 10:16,1 Co 10:16,1 Co 11:1,1 Co 11:3,1 Co 12:27,1 Co 15:23,1 Co 15:57,2 Co 1:1,2 Co 1:2,2 Co 1:3,2 Co 1:5,2 Co 1:5,2 Co 2:10,2 Co 2:12,2 Co 2:15,2 Co 3:3,2 Co 3:4,2 Co 4:4,2 Co 4:6,2 Co 5:10,2 Co 5:14,2 Co 5:18,2 Co 5:20,2 Co 5:20,2 Co 6:15,2 Co 8:9,2 Co 8:23,2 Co 9:13,2 Co 10:1,2 Co 10:5,2 Co 10:7,2 Co 10:7,2 Co 10:14,2 Co 11:10,2 Co 11:13,2 Co 11:23,2 Co 12:9,2 Co 12:10,2 Co 13:3,2 Co 13:13,Ga 1:1,Ga 1:3,Ga 1:6,Ga 1:7,Ga 1:10,Ga 1:12,Ga 2:16,Ga 2:16,Ga 3:22,Ga 3:29,Ga 5:4,Ga 5:24,Ga 6:2,Ga 6:12,Ga 6:14,Ga 6:18,Eph 1:1,Eph 1:2,Eph 1:3,Eph 1:5,Eph 1:17,Eph 2:12,Eph 2:13,Eph 2:20,Eph 3:1,Eph 3:4,Eph 3:8,Eph 3:19,Eph 4:7,Eph 4:12,Eph 4:13,Eph 5:5,Eph 5:20,Eph 5:21,Eph 6:6,Eph 6:23,Php 1:1,Php 1:2,Php 1:6,Php 1:8,Php 1:10,Php 1:11,Php 1:19,Php 1:27,Php 1:29,Php 2:16,Php 2:21,Php 2:30,Php 3:8,Php 3:9,Php 3:12,Php 3:18,Php 4:23,Col 1:1,Col 1:3,Col 1:7,Col 1:24,Col 2:2,Col 2:11,Col 2:17,Col 3:15,Col 3:16,Col 4:3,Col 4:12,1 Th 1:3,1 Th 2:7,1 Th 3:2,1 Th 5:9,1 Th 5:23,1 Th 5:28,2 Th 1:2,2 Th 1:12,2 Th 2:1,2 Th 2:14,2 Th 3:5,2 Th 3:6,2 Th 3:18,1 Ti 1:1,1 Ti 1:1,1 Ti 1:2,1 Ti 4:6,1 Ti 5:11,1 Ti 5:21,1 Ti 6:3,1 Ti 6:13,1 Ti 6:14,2 Ti 1:1,2 Ti 1:2,2 Ti 1:10,2 Ti 2:3,2 Ti 4:1,Tt 1:1,Tt 1:4,Tt 2:13,Tt 3:6,Phm 1,Phm 3,Phm 9,Phm 25,Heb 3:14,Heb 6:1,Heb 9:14,Heb 10:10,Heb 11:26,Heb 13:21,Jas 1:1,Jas 2:1,1 Pe 1:1,1 Pe 1:2,1 Pe 1:3,1 Pe 1:3,1 Pe 1:7,1 Pe 1:11,1 Pe 1:13,1 Pe 1:19,1 Pe 2:5,1 Pe 3:21,1 Pe 4:1,1 Pe 4:11,1 Pe 4:13,1 Pe 4:14,1 Pe 5:1,2 Pe 1:1,2 Pe 1:1,2 Pe 1:8,2 Pe 1:11,2 Pe 1:16,2 Pe 2:20,2 Pe 3:18,1 Jn 1:3,1 Jn 3:23,2 Jn 3,2 Jn 9,Jud 1,Jud 17,Jud 21,Jud 25,Re 1:1,Re 1:2,Re 1:5,Re 20:4,Re 20:6
Χριστὸς	Χριστός	mas	nom	sg	noun	Ro 5:6,Ro 5:8,Ro 6:4,Ro 6:9,Ro 8:10,Ro 8:34,Ro 9:5,Ro 10:4,Ro 14:9,Ro 14:15,Ro 15:3,Ro 15:7,Ro 15:18,1 Co 1:17,1 Co 3:23,1 Co 8:6,1 Co 8:11,1 Co 15:3,1 Co 15:12,1 Co 15:13,1 Co 15:14,1 Co 15:16,1 Co 15:17,1 Co 15:20,2 Co 1:19,2 Co 13:5,Ga 2:17,Ga 2:21,Ga 3:1,Ga 3:13,Ga 4:19,Ga 5:1,Ga 5:2,Eph 5:2,Eph 5:23,Eph 5:25,Eph 5:29,Php 1:18,Php 1:20,Php 1:21,Php 2:11,Col 1:27,Col 3:4,2 Th 2:16,1 Ti 1:15,1 Ti 1:16,1 Ti 2:5,Heb 3:6,Heb 5:5,Heb 9:11,Heb 9:28,Heb 13:8,1 Pe 2:21,1 Pe 3:18,2 Pe 1:14,1 Jn 5:1
χριστοῦ	Χριστός	mas	gen	sg	noun	Mt 22:42,Ac 4:26,Re 11:15,Re 12:10
χριστέ	Χριστός	mas	voc	sg	noun	Mt 26:68
χριστόν	Χριστός	mas	acc	sg	noun	Mt 27:17,Mt 27:22,Jn 9:22
χριστός	Χριστός	mas	nom	sg	noun	Mt 16:20,Mt 24:5,Mt 24:23,Mk 8:29,Mk 13:21,Lk 3:15,Lk 22:67,Lk 23:39,Jn 1:20,Jn 1:41,Jn 3:28,Jn 4:25,Jn 4:29,Jn 7:26,Jn 7:41,Jn 7:42,Jn 10:24,Ac 9:22,Ac 26:23
χριστὸν	Χριστός	mas	acc	sg	noun	Lk 2:26,Lk 4:41,Lk 9:20,Lk 20:41,Lk 23:2,Lk 24:26,Lk 24:46,Ac 2:36,Ac 3:18,Ac 3:20,Ac 5:42,Ac 17:3,Ac 18:5,Ac 18:28
χριστὸς	Χριστός	mas	nom	sg	noun	Mt 2:4,Mt 16:16,Mt 26:63,Mk 12:35,Mk 14:61,Mk 15:32,Lk 2:11,Lk 23:35,Jn 1:25,Jn 7:27,Jn 7:31,Jn 7:41,Jn 11:27,Jn 12:34,Jn 20:31,Ac 17:3
Χριστὸν	Χριστός	mas	acc	sg	noun	Ac 24:24,Ro 6:3,Ro 8:11,Ro 10:6,Ro 10:7,Ro 13:14,Ro 15:5,Ro 15:8,1 Co 1:23,1 Co 1:24,1 Co 2:2,1 Co 8:12,2 Co 1:21,2 Co 4:5,Ga 2:16,Ga 3:27,Ga 3:27,Ga 4:14,Eph 3:17,Eph 5:32,Eph 6:24,Php 1:15,Php 1:17,Php 3:7,Php 3:8,Col 2:5,Col 2:6,2 Ti 2:8,1 Pe 1:11,1 Pe 3:15,1 Jn 2:1,1 Jn 4:2,2 Jn 7,Jud 4
