Result	Lemma	Gender	Case	Number	Part of Speech	Reference
μαθητοῦ	μαθητής	mas	gen	sg	noun	Mt 10:42
μαθητὰς	μαθητής	mas	acc	pl	noun	Mt 10:1,Mt 12:49,Mt 14:22,Mt 15:32,Mt 16:13,Mt 20:17,Mt 21:1,Mt 22:16,Mt 26:40,Mt 26:45,Mk 6:45,Mk 8:1,Mk 8:27,Mk 8:33,Mk 9:14,Mk 9:31,Mk 12:43,Lk 5:30,Lk 6:13,Lk 6:20,Lk 9:14,Lk 9:43,Lk 10:23,Lk 11:1,Lk 12:1,Lk 12:22,Lk 17:1,Lk 22:45,Ac 9:1,Ac 11:26,Ac 19:1,Ac 19:9,Ac 20:1,Ac 20:30,Ac 21:4,Jn 4:1
μαθητῶν	μαθητής	mas	gen	pl	noun	Mt 8:21,Mt 11:2,Mt 26:18,Mk 3:7,Mk 7:2,Mk 8:10,Mk 10:46,Mk 11:1,Mk 13:1,Mk 14:13,Mk 14:14,Lk 6:17,Lk 7:18,Lk 9:40,Lk 11:1,Lk 19:29,Lk 19:37,Lk 22:11,Jn 1:35,Jn 3:25,Jn 6:3,Jn 6:8,Jn 6:60,Jn 6:66,Jn 11:54,Jn 12:4,Jn 13:5,Jn 13:23,Jn 16:17,Jn 18:2,Jn 18:17,Jn 18:19,Jn 18:25,Jn 20:30,Jn 21:2,Jn 21:12,Ac 6:1,Ac 6:2,Ac 6:7,Ac 9:19,Ac 11:29,Ac 14:20,Ac 14:22,Ac 15:10,Ac 21:16
μαθηταί	μαθητής	mas	nom	pl	noun	Mt 9:14,Mt 12:2,Mt 15:2,Mt 15:33,Mk 7:5,Lk 9:18,Lk 22:39,Jn 7:3,Jn 8:31,Jn 9:28,Jn 11:8,Jn 13:35,Jn 15:8,Jn 20:10,Jn 20:25,Ac 19:30
μαθητὴν	μαθητής	mas	acc	sg	noun	Jn 19:26,Jn 20:2,Jn 21:20
μαθητάς	μαθητής	mas	acc	pl	noun	Lk 16:1,Lk 17:22,Ac 18:23
μαθηταὶ	μαθητής	mas	nom	pl	noun	Mt 5:1,Mt 8:23,Mt 9:14,Mt 9:19,Mt 12:1,Mt 13:10,Mt 13:36,Mt 14:12,Mt 14:15,Mt 14:19,Mt 14:26,Mt 15:12,Mt 15:23,Mt 15:36,Mt 16:5,Mt 17:6,Mt 17:10,Mt 17:13,Mt 17:19,Mt 18:1,Mt 19:10,Mt 19:13,Mt 19:25,Mt 21:6,Mt 21:20,Mt 24:1,Mt 24:3,Mt 26:8,Mt 26:17,Mt 26:19,Mt 26:35,Mt 26:56,Mt 27:64,Mt 28:13,Mt 28:16,Mk 2:18,Mk 2:18,Mk 2:18,Mk 2:18,Mk 2:23,Mk 5:31,Mk 6:1,Mk 6:29,Mk 6:35,Mk 7:17,Mk 8:4,Mk 8:27,Mk 9:28,Mk 10:10,Mk 10:13,Mk 10:24,Mk 11:14,Mk 14:12,Mk 14:16,Lk 5:33,Lk 6:1,Lk 7:11,Lk 7:18,Lk 8:9,Lk 8:22,Lk 9:54,Lk 18:15,Jn 1:37,Jn 2:2,Jn 2:11,Jn 2:12,Jn 2:17,Jn 2:22,Jn 3:22,Jn 4:2,Jn 4:8,Jn 4:27,Jn 4:31,Jn 4:33,Jn 6:16,Jn 6:22,Jn 6:24,Jn 6:61,Jn 9:2,Jn 9:27,Jn 11:12,Jn 12:16,Jn 13:22,Jn 16:29,Jn 18:1,Jn 20:19,Jn 20:20,Jn 20:26,Jn 21:4,Jn 21:8,Ac 9:25,Ac 9:38,Ac 13:52
μαθητὴς	μαθητής	mas	nom	sg	noun	Mt 10:24,Lk 6:40,Jn 9:28,Jn 18:15,Jn 18:16,Jn 19:27,Jn 19:38,Jn 20:3,Jn 20:4,Jn 20:8,Jn 21:7,Jn 21:23,Jn 21:24,Ac 9:10
μαθητής	μαθητής	mas	nom	sg	noun	Lk 14:26,Lk 14:27,Lk 14:33,Jn 18:15,Ac 9:26,Ac 16:1
μαθηταῖς	μαθητής	mas	dat	pl	noun	Mt 9:10,Mt 9:11,Mt 9:37,Mt 11:1,Mt 14:19,Mt 15:36,Mt 16:20,Mt 16:21,Mt 16:24,Mt 17:16,Mt 19:23,Mt 23:1,Mt 26:1,Mt 26:26,Mt 26:36,Mt 28:7,Mt 28:8,Mk 2:15,Mk 2:16,Mk 3:9,Mk 4:34,Mk 6:41,Mk 8:6,Mk 8:34,Mk 9:18,Mk 10:23,Mk 14:32,Mk 16:7,Lk 9:16,Lk 19:39,Lk 20:45,Jn 6:12,Jn 6:22,Jn 11:7,Jn 18:1,Jn 20:18,Jn 21:1,Jn 21:14,Ac 9:26,Ac 14:28,Ac 18:27
μαθητῇ	μαθητής	mas	dat	sg	noun	Mt 10:25,Jn 19:27,Ac 21:16
