Result	Lemma	Gender	Case	Number	Part of Speech	Reference
ἔρημον	ἔρημος	fem	acc	sg	adjective	Mt 4:1,Mt 11:7,Mk 1:12,Lk 7:24,Ac 21:38,Re 12:6,Re 12:14
ἐρήμοις	ἔρημος	fem	dat	pl	adjective	Lk 1:80,Lk 5:16
ἐρήμου	ἔρημος	fem	gen	sg	adjective	Jn 11:54,Ga 4:27
ἔρημός	ἔρημος	mas	nom	sg	adjective	Mt 14:15,Mk 6:35
ἐρήμῳ	ἔρημος	mas	dat	sg	adjective	Lk 9:12
ἐρήμους	ἔρημος	fem	acc	pl	adjective	Lk 8:29
ἐρήμοις	ἔρημος	mas	dat	pl	adjective	Mk 1:45
ἔρημον	ἔρημος	feminine, masculine	acc	sg	adjective	Re 17:3
ἔρημον	ἔρημος	mas	acc	sg	adjective	Mt 14:13,Mk 1:35,Mk 6:31,Mk 6:32,Lk 4:42
ἐρήμῳ	ἔρημος	fem	dat	sg	adjective	Mt 3:1,Mt 3:3,Mt 24:26,Mk 1:3,Mk 1:4,Mk 1:13,Lk 3:2,Lk 3:4,Lk 4:1,Lk 15:4,Jn 1:23,Jn 3:14,Jn 6:31,Jn 6:49,Ac 7:30,Ac 7:36,Ac 7:38,Ac 7:42,Ac 7:44,Ac 13:18,1 Co 10:5,Heb 3:8,Heb 3:17
ἔρημος	ἔρημος	mas	nom	sg	adjective	Mt 23:38
ἔρημος	ἔρημος	fem	nom	sg	adjective	Ac 1:20,Ac 8:26
