Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ἀπεστάλκατε	ἀποστέλλω	perfect	actv	indicative	2p	—	—	pl	verb	Jn 5:33
ἀπέστειλέν	ἀποστέλλω	aor	actv	indicative	3p	—	—	sg	verb	Jn 6:57,1 Co 1:17
ἀπέσταλκεν	ἀποστέλλω	perfect	actv	indicative	3p	—	—	sg	verb	Jn 5:36,Ac 7:35,1 Jn 4:9,1 Jn 4:14
ἀποστεῖλαι	ἀποστέλλω	aor	actv	infinitive	—	—	—	—	verb	Lk 4:18
ἀπέστειλας	ἀποστέλλω	aor	actv	indicative	2p	—	—	sg	verb	Jn 11:42,Jn 17:3,Jn 17:8,Jn 17:18,Jn 17:21,Jn 17:23,Jn 17:25
ἀποστείλαντας	ἀποστέλλω	aor	actv	participle	—	mas	acc	pl	verb	Ac 15:33
ἀποστείλαντά	ἀποστέλλω	aor	actv	participle	—	mas	acc	sg	verb	Mt 10:40,Mk 9:37,Lk 9:48,Lk 10:16
ἀπέσταλκαν	ἀποστέλλω	perfect	actv	indicative	3p	—	—	pl	verb	Ac 16:36
ἀποστέλλει	ἀποστέλλω	pres	actv	indicative	3p	—	—	sg	verb	Mk 4:29,Mk 11:1,Mk 11:3,Mk 14:13
ἀπέστειλα	ἀποστέλλω	aor	actv	indicative	1p	—	—	sg	verb	Lk 22:35,Jn 4:38,Jn 17:18,2 Ti 4:12
ἀποσταλῶσιν	ἀποστέλλω	aor	pass	subjunctive	3p	—	—	pl	verb	Ro 10:15
ἀποστέλλω	ἀποστέλλω	pres	actv	indicative	1p	—	—	sg	verb	Mt 10:16,Mt 11:10,Mt 23:34,Mk 1:2,Lk 7:27,Lk 10:3,Lk 24:49,Ac 26:17
ἀποστέλλουσιν	ἀποστέλλω	pres	actv	indicative	3p	—	—	pl	verb	Mt 22:16,Mk 12:13
ἀπέσταλκα	ἀποστέλλω	perfect	actv	indicative	1p	—	—	sg	verb	Ac 10:20,2 Co 12:17
ἀποσταλέντι	ἀποστέλλω	aor	pass	participle	—	neu	dat	sg	verb	1 Pe 1:12
ἀποστείλαντες	ἀποστέλλω	aor	actv	participle	—	mas	nom	pl	verb	Ac 11:30
ἀποστέλλειν	ἀποστέλλω	pres	actv	infinitive	—	—	—	—	verb	Mk 6:7
ἀπεστάλη	ἀποστέλλω	aor	pass	indicative	3p	—	—	sg	verb	Lk 1:26,Ac 28:28
ἀπεσταλμένοι	ἀποστέλλω	perfect	pass	participle	—	mas	nom	pl	verb	Lk 19:32,Jn 1:24,Ac 10:17,Ac 11:11,Re 5:6
ἀπόστειλον	ἀποστέλλω	aor	actv	imperative	2p	—	—	sg	verb	Mt 8:31,Ac 11:13
ἀποστείλῃ	ἀποστέλλω	aor	actv	subjunctive	3p	—	—	sg	verb	Mk 5:10,Ac 3:20
ἀπεστάλην	ἀποστέλλω	aor	pass	indicative	1p	—	—	sg	verb	Mt 15:24,Lk 1:19,Lk 4:43
ἀπέσταλκέν	ἀποστέλλω	perfect	actv	indicative	3p	—	—	sg	verb	Lk 4:18,Jn 20:21,Ac 9:17
ἀποστείλας	ἀποστέλλω	aor	actv	participle	—	mas	nom	sg	verb	Mt 2:16,Mk 6:17,Mk 6:27,Lk 14:32,Ac 7:14,Ac 19:22,Re 1:1
ἀποστελλόμενα	ἀποστέλλω	pres	pass	participle	—	neu	nom	pl	verb	Heb 1:14
ἀποστελῶ	ἀποστέλλω	futr	actv	indicative	1p	—	—	sg	verb	Lk 11:49
ἀποστείλω	ἀποστέλλω	aor	actv	subjunctive	1p	—	—	sg	verb	Ac 7:34
ἀποστελεῖ	ἀποστέλλω	futr	actv	indicative	3p	—	—	sg	verb	Mt 13:41,Mt 21:3,Mt 24:31,Mk 13:27
ἀπέστειλαν	ἀποστέλλω	aor	actv	indicative	3p	—	—	pl	verb	Mt 14:35,Mk 3:31,Mk 12:3,Lk 19:14,Lk 20:20,Jn 1:19,Jn 7:32,Jn 11:3,Ac 5:21,Ac 8:14,Ac 9:38,Ac 13:15,Ac 16:35
ἀπεστάλκαμεν	ἀποστέλλω	perfect	actv	indicative	1p	—	—	pl	verb	Ac 15:27
ἀπεσταλμένους	ἀποστέλλω	perfect	pass	participle	—	mas	acc	pl	verb	Mt 23:37,Lk 13:34
ἀπέστειλεν	ἀποστέλλω	aor	actv	indicative	3p	—	—	sg	verb	Mt 10:5,Mt 20:2,Mt 21:1,Mt 21:34,Mt 21:36,Mt 21:37,Mt 22:3,Mt 22:4,Mt 27:19,Mk 8:26,Mk 12:2,Mk 12:4,Mk 12:5,Mk 12:6,Lk 7:3,Lk 7:20,Lk 9:2,Lk 9:52,Lk 10:1,Lk 14:17,Lk 19:29,Lk 20:10,Lk 22:8,Jn 3:17,Jn 3:34,Jn 5:38,Jn 6:29,Jn 7:29,Jn 8:42,Jn 10:36,Jn 18:24,Ac 3:26,Ac 10:8,Ac 10:36,1 Jn 4:10,Re 22:6
ἀπεσταλμένος	ἀποστέλλω	perfect	pass	participle	—	mas	nom	sg	verb	Jn 1:6,Jn 3:28,Jn 9:7
ἀποστέλλῃ	ἀποστέλλω	pres	actv	subjunctive	3p	—	—	sg	verb	Mk 3:14
