Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
αἴρεις	αἴρω	pres	actv	indicative	2p	—	—	sg	verb	Lk 19:21,Jn 10:24
ἄρῃ	αἴρω	aor	actv	subjunctive	3p	—	—	sg	verb	Mt 27:32,Mk 15:21,Mk 15:24,Jn 19:38,1 Jn 3:5
ἠρμένον	αἴρω	perfect	pass	participle	—	mas	acc	sg	verb	Jn 20:1
ἦρεν	αἴρω	aor	actv	indicative	3p	—	—	sg	verb	Mt 24:39,Jn 5:9,Jn 19:38,Re 10:5,Re 18:21,Jn 11:41
αἴρεται	αἴρω	pres	pass	indicative	3p	—	—	sg	verb	Ac 8:33
αἴρει	αἴρω	pres	actv	indicative	3p	—	—	sg	verb	Mt 9:16,Mk 2:21,Mk 4:15,Lk 8:12,Lk 11:22,Jn 10:18,Jn 15:2,Jn 16:22
αἴρωσιν	αἴρω	pres	actv	subjunctive	3p	—	—	pl	verb	Mk 6:8
αἴροντος	αἴρω	pres	actv	participle	—	mas	gen	sg	verb	Lk 6:30
ἄρατε	αἴρω	aor	actv	imperative	2p	—	—	pl	verb	Mt 11:29,Mt 25:28,Lk 19:24,Jn 2:16,Jn 11:39
ἄρῃς	αἴρω	aor	actv	subjunctive	2p	—	—	sg	verb	Jn 17:15
ἀρθήσεται	αἴρω	futr	pass	indicative	3p	—	—	sg	verb	Mt 13:12,Mt 21:43,Mt 25:29,Mk 4:25,Lk 8:18,Lk 19:26
ἀροῦσιν	αἴρω	futr	actv	indicative	3p	—	—	pl	verb	Mk 16:18,Jn 11:48
αἶρε	αἴρω	pres	actv	imperative	2p	—	—	sg	verb	Lk 23:18,Ac 21:36,Ac 22:22
ἄρθητι	αἴρω	aor	pass	imperative	2p	—	—	sg	verb	Mt 21:21,Mk 11:23
ἆρον	αἴρω	aor	actv	imperative	2p	—	—	sg	verb	Mt 17:27,Mt 20:14,Mk 2:9,Mk 2:11,Jn 5:8,Jn 5:11,Jn 5:12,Jn 19:15,Jn 19:15
ἀροῦσίν	αἴρω	futr	actv	indicative	3p	—	—	pl	verb	Mt 4:6,Lk 4:11
ἀρθήτω	αἴρω	aor	pass	imperative	3p	—	—	sg	verb	Eph 4:31
ἀρθῶσιν	αἴρω	aor	pass	subjunctive	3p	—	—	pl	verb	Jn 19:31
ἤρθη	αἴρω	aor	pass	indicative	3p	—	—	sg	verb	Lk 9:17,Ac 8:33,Ac 20:9
ἀράτω	αἴρω	aor	actv	imperative	3p	—	—	sg	verb	Lk 22:36,Mt 16:24,Mk 8:34,Lk 9:23
αἴροντός	αἴρω	pres	actv	participle	—	mas	gen	sg	verb	Lk 6:29
ἦραν	αἴρω	aor	actv	indicative	3p	—	—	pl	verb	Mt 14:12,Mt 14:20,Mt 15:37,Mk 6:29,Mk 6:43,Mk 8:8,Lk 17:13,Jn 11:41,Jn 20:2,Jn 20:13,Ac 4:24
ἆραι	αἴρω	aor	actv	infinitive	—	—	—	—	verb	Mt 24:17,Mt 24:18,Mk 13:16,Lk 17:31,Jn 5:10
ἦρκεν	αἴρω	perfect	actv	indicative	3p	—	—	sg	verb	Col 2:14
ἀρῶ	αἴρω	futr	actv	indicative	1p	—	—	sg	verb	Jn 20:15
αἰρόμενον	αἴρω	pres	pass	participle	—	mas	acc	sg	verb	Mk 2:3
αἴρων	αἴρω	pres	actv	participle	—	mas	nom	sg	verb	Lk 19:22,Jn 1:29
ἄρας	αἴρω	aor	actv	participle	—	mas	nom	sg	verb	Mk 2:12,Lk 5:24,Lk 5:25,Ac 21:11,1 Co 6:15
ἆραί	αἴρω	aor	actv	infinitive	—	—	—	—	verb	Mk 13:15
ἀρθῇ	αἴρω	aor	pass	subjunctive	3p	—	—	sg	verb	1 Co 5:2
αἴρετε	αἴρω	pres	actv	imperative	2p	—	—	pl	verb	Lk 9:3
ἤρατε	αἴρω	aor	actv	indicative	2p	—	—	pl	verb	Mk 8:19,Mk 8:20,Lk 11:52
ἄραντες	αἴρω	aor	actv	participle	—	mas	nom	pl	verb	Ac 27:13,Ac 27:17
ἆρόν	αἴρω	aor	actv	imperative	2p	—	—	sg	verb	Mt 9:6
Ἦραν	αἴρω	aor	actv	indicative	3p	—	—	pl	verb	Jn 8:59
