Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ἀποκτεινόντων	ἀποκτείνω	pres	actv	participle	—	mas	gen	pl	verb	Lk 12:4
ἀπέκτεινεν	ἀποκτείνω	aor	actv	indicative	3p	—	—	sg	verb	Lk 13:4,Ro 7:11
ἀπέκτειναν	ἀποκτείνω	aor	actv	indicative	3p	—	—	pl	verb	Mt 21:35,Mt 21:39,Mt 22:6,Mk 12:5,Mk 12:8,Lk 11:47,Lk 11:48,Lk 20:15,Ac 7:52,Ro 11:3
ἀποκτενεῖτε	ἀποκτείνω	futr	actv	indicative	2p	—	—	pl	verb	Mt 23:34
ἀποκτενῶ	ἀποκτείνω	futr	actv	indicative	1p	—	—	sg	verb	Re 2:23
ἀποκτανθῆναι	ἀποκτείνω	aor	pass	infinitive	—	—	—	—	verb	Mt 16:21,Mk 8:31,Lk 9:22,Re 11:5,Re 13:10,Re 13:10
ἀποκτέννεσθαι	ἀποκτείνω	pres	pass	infinitive	—	—	—	—	verb	Re 6:11
ἀποκτέννοντες	ἀποκτείνω	pres	actv	participle	—	mas	nom	pl	verb	Mk 12:5
ἀποκτεννόντων	ἀποκτείνω	pres	actv	participle	—	mas	gen	pl	verb	Mt 10:28
ἀπεκτάνθησαν	ἀποκτείνω	aor	pass	indicative	3p	—	—	pl	verb	Re 9:18,Re 9:20,Re 11:13,Re 19:21
ἀποκτείνωμεν	ἀποκτείνω	pres	actv	subjunctive	1p	—	—	pl	verb	Mt 21:38,Mk 12:7,Lk 20:14,Ac 23:14
ἀπεκτάνθη	ἀποκτείνω	aor	pass	indicative	3p	—	—	sg	verb	Re 2:13
ἀποκτενεῖ	ἀποκτείνω	futr	actv	indicative	3p	—	—	sg	verb	Jn 8:22,Re 11:7
ἀποκτείνουσα	ἀποκτείνω	pres	actv	participle	—	fem	nom	sg	verb	Mt 23:37
ἀποκτείνας	ἀποκτείνω	aor	actv	participle	—	mas	nom	sg	verb	Jn 16:2,Eph 2:16
ἀποκτείνουσα	ἀποκτείνω	pres	actv	participle	—	fem	vocative, nominative	sg	verb	Lk 13:34
ἀπεκτείνατε	ἀποκτείνω	aor	actv	indicative	2p	—	—	pl	verb	Ac 3:15
ἀποκτείνωσιν	ἀποκτείνω	pres	actv	subjunctive	3p	—	—	pl	verb	Mt 26:4,Mk 14:1,Jn 11:53,Jn 12:10,Ac 23:12,Ac 27:42,Re 9:5,Re 9:15
ἀποκτεῖναι	ἀποκτείνω	aor	actv	infinitive	—	—	—	—	verb	Mt 10:28,Mt 14:5,Mk 3:4,Mk 6:19,Lk 12:5,Lk 13:31,Jn 5:18,Jn 7:1,Jn 7:19,Jn 7:20,Jn 7:25,Jn 8:37,Jn 8:40,Jn 18:31,Ac 21:31,Re 6:8
ἀποκτενοῦσιν	ἀποκτείνω	futr	actv	indicative	3p	—	—	pl	verb	Mt 17:23,Mt 24:9,Mk 9:31,Mk 10:34,Lk 11:49,Lk 18:33
ἀποκτανθῶσιν	ἀποκτείνω	aor	pass	subjunctive	3p	—	—	pl	verb	Re 13:15
ἀποκτανθεὶς	ἀποκτείνω	aor	pass	participle	—	mas	nom	sg	verb	Mk 9:31
ἀποκτέννει	ἀποκτείνω	pres	actv	indicative	3p	—	—	sg	verb	2 Co 3:6
ἀποκτεινάντων	ἀποκτείνω	aor	actv	participle	—	mas	gen	pl	verb	1 Th 2:15
